,iteration,smart_agent,strategy,agent,money
3848,70,wholesale,Dumb,Factory,1865.0135372875982
3849,70,wholesale,Dumber,Retail,2068.3787977699967
3850,70,wholesale,Dumber,Wholesale,2144.2884912287645
3851,70,wholesale,Dumber,Regional Warehouse,2023.2374951755419
3852,70,wholesale,Dumber,Factory,2068.3787977699967
3853,71,wholesale,Smart,Retail,4087.6676920938016
3854,71,wholesale,Smart,Wholesale,10584.815184204113
3855,71,wholesale,Smart,Regional Warehouse,14695.152536062616
3856,71,wholesale,Smart,Factory,4087.6676920938016
3857,71,wholesale,Dumb,Retail,1368.3658157700415
3858,71,wholesale,Dumb,Wholesale,3432.545739789896
3859,71,wholesale,Dumb,Regional Warehouse,6311.5455354741
3860,71,wholesale,Dumb,Factory,1368.3658157700415
3861,71,wholesale,Dumber,Retail,-1407.7381066034839
3862,71,wholesale,Dumber,Wholesale,3742.2021651681007
3863,71,wholesale,Dumber,Regional Warehouse,6626.277794943001
3864,71,wholesale,Dumber,Factory,-1407.7381066034839
3865,72,wholesale,Smart,Retail,1622.447361739977
3866,72,wholesale,Smart,Wholesale,177.01308764225257
3867,72,wholesale,Smart,Regional Warehouse,407.02282524099576
3868,72,wholesale,Smart,Factory,1622.447361739977
3869,72,wholesale,Dumb,Retail,570.8989497750163
3870,72,wholesale,Dumb,Wholesale,-1255.733314739649
3871,72,wholesale,Dumb,Regional Warehouse,-1235.3047708673125
3872,72,wholesale,Dumb,Factory,570.8989497750163
3873,72,wholesale,Dumber,Retail,-529.2677642287945
3874,72,wholesale,Dumber,Wholesale,-1195.2738825612607
3875,72,wholesale,Dumber,Regional Warehouse,-1216.3209746230443
3876,72,wholesale,Dumber,Factory,-529.2677642287945
3877,73,wholesale,Smart,Retail,5059.020580044413
3878,73,wholesale,Smart,Wholesale,12638.163975631378
3879,73,wholesale,Smart,Regional Warehouse,19680.844672984713
3880,73,wholesale,Smart,Factory,5059.020580044413
3881,73,wholesale,Dumb,Retail,1681.6114250095527
3882,73,wholesale,Dumb,Wholesale,1046.4312908451993
3883,73,wholesale,Dumb,Regional Warehouse,4952.650238207923
3884,73,wholesale,Dumb,Factory,1681.6114250095527
3885,73,wholesale,Dumber,Retail,-3719.9923247722427
3886,73,wholesale,Dumber,Wholesale,1469.8304871841506
3887,73,wholesale,Dumber,Regional Warehouse,5470.787004487792
3888,73,wholesale,Dumber,Factory,-3719.9923247722427
3889,74,wholesale,Smart,Retail,10715.457772985048
3890,74,wholesale,Smart,Wholesale,18670.282635044012
3891,74,wholesale,Smart,Regional Warehouse,9889.96193472054
3892,74,wholesale,Smart,Factory,10715.457772985048
3893,74,wholesale,Dumb,Retail,4699.711423053879
3894,74,wholesale,Dumb,Wholesale,6330.520955845965
3895,74,wholesale,Dumb,Regional Warehouse,681.9441940759052
3896,74,wholesale,Dumb,Factory,4699.711423053879
3897,74,wholesale,Dumber,Retail,776.5199946291112
3898,74,wholesale,Dumber,Wholesale,6882.697283371495
3899,74,wholesale,Dumber,Regional Warehouse,938.8383149763857
3900,74,wholesale,Dumber,Factory,776.5199946291112
3901,75,wholesale,Smart,Retail,5354.33718192744
3902,75,wholesale,Smart,Wholesale,9542.787439913103
3903,75,wholesale,Smart,Regional Warehouse,11316.602335376601
3904,75,wholesale,Smart,Factory,5354.33718192744
3905,75,wholesale,Dumb,Retail,2739.7220850952426
3906,75,wholesale,Dumb,Wholesale,2619.306283479111
3907,75,wholesale,Dumb,Regional Warehouse,4169.5693877017075
3908,75,wholesale,Dumb,Factory,2739.7220850952426
3909,75,wholesale,Dumber,Retail,109.6752275362825
3910,75,wholesale,Dumber,Wholesale,2920.1892995869175
3911,75,wholesale,Dumber,Regional Warehouse,4395.463410627391
3912,75,wholesale,Dumber,Factory,109.6752275362825
3913,76,wholesale,Smart,Retail,10962.268875959839
3914,76,wholesale,Smart,Wholesale,3510.175611788514
3915,76,wholesale,Smart,Regional Warehouse,18425.819515527823
3916,76,wholesale,Smart,Factory,10962.268875959839
3917,76,wholesale,Dumb,Retail,5819.646825466708
3918,76,wholesale,Dumb,Wholesale,-3034.963098594743
3919,76,wholesale,Dumb,Regional Warehouse,6673.1921288738085
3920,76,wholesale,Dumb,Factory,5819.646825466708
3921,76,wholesale,Dumber,Retail,1047.8254512830276
3922,76,wholesale,Dumber,Wholesale,-2879.9607001502013
3923,76,wholesale,Dumber,Regional Warehouse,7049.67313368221
3924,76,wholesale,Dumber,Factory,1047.8254512830276
3925,77,wholesale,Smart,Retail,3003.268592513031
3926,77,wholesale,Smart,Wholesale,7151.306768295784
3927,77,wholesale,Smart,Regional Warehouse,3330.456071289368
3928,77,wholesale,Smart,Factory,3003.268592513031
3929,77,wholesale,Dumb,Retail,0.14672440356423416
3930,77,wholesale,Dumb,Wholesale,-3431.6174787697173
3931,77,wholesale,Dumb,Regional Warehouse,-5930.868981666366
3932,77,wholesale,Dumb,Factory,0.14672440356423416
3933,77,wholesale,Dumber,Retail,-6666.3827537610905
3934,77,wholesale,Dumber,Wholesale,-3143.5006605803824
3935,77,wholesale,Dumber,Regional Warehouse,-5822.128503604714
3936,77,wholesale,Dumber,Factory,-6666.3827537610905
3937,78,wholesale,Smart,Retail,8969.47299138635
3938,78,wholesale,Smart,Wholesale,10430.509016937993
3939,78,wholesale,Smart,Regional Warehouse,4656.7082956429485
3940,78,wholesale,Smart,Factory,8969.47299138635
3941,78,wholesale,Dumb,Retail,5079.748889107707
3942,78,wholesale,Dumb,Wholesale,4275.568936974564
3943,78,wholesale,Dumb,Regional Warehouse,1448.041074069526
3944,78,wholesale,Dumb,Factory,5079.748889107707
3945,78,wholesale,Dumber,Retail,3662.7930272352073
3946,78,wholesale,Dumber,Wholesale,4600.813695541519
3947,78,wholesale,Dumber,Regional Warehouse,1509.7550131468827
3948,78,wholesale,Dumber,Factory,3662.7930272352073
3949,79,wholesale,Smart,Retail,4010.695059971824
3950,79,wholesale,Smart,Wholesale,-296.15433253124996
3951,79,wholesale,Smart,Regional Warehouse,4545.2808538387635
3952,79,wholesale,Smart,Factory,4010.695059971824
3953,79,wholesale,Dumb,Retail,991.2952924258884
3954,79,wholesale,Dumb,Wholesale,-6893.6132526411975
3955,79,wholesale,Dumb,Regional Warehouse,-4291.9654551979975
3956,79,wholesale,Dumb,Factory,991.2952924258884
3957,79,wholesale,Dumber,Retail,-4682.125655355499
3958,79,wholesale,Dumber,Wholesale,-6788.89370881048
3959,79,wholesale,Dumber,Regional Warehouse,-4142.878519029126
3960,79,wholesale,Dumber,Factory,-4682.125655355499
3961,80,wholesale,Smart,Retail,450.8183921448306
3962,80,wholesale,Smart,Wholesale,-215.77537691308498
3963,80,wholesale,Smart,Regional Warehouse,819.2866352447054
3964,80,wholesale,Smart,Factory,450.8183921448306
3965,80,wholesale,Dumb,Retail,-888.5400534361294
3966,80,wholesale,Dumb,Wholesale,-6664.893061021656
3967,80,wholesale,Dumb,Regional Warehouse,-6305.897671968436
3968,80,wholesale,Dumb,Factory,-888.5400534361294
3969,80,wholesale,Dumber,Retail,-6386.0558327048175
3970,80,wholesale,Dumber,Wholesale,-6561.146507423748
3971,80,wholesale,Dumber,Regional Warehouse,-6235.84546906973
3972,80,wholesale,Dumber,Factory,-6386.0558327048175
3973,81,wholesale,Smart,Retail,918.5222450842547
3974,81,wholesale,Smart,Wholesale,4232.828287281232
3975,81,wholesale,Smart,Regional Warehouse,7223.711629549398
3976,81,wholesale,Smart,Factory,918.5222450842547
3977,81,wholesale,Dumb,Retail,267.49649794772847
3978,81,wholesale,Dumb,Wholesale,3094.9621595283847
3979,81,wholesale,Dumb,Regional Warehouse,4807.56969854383
3980,81,wholesale,Dumb,Factory,267.49649794772847
3981,81,wholesale,Dumber,Retail,643.3125738695858
3982,81,wholesale,Dumber,Wholesale,3221.3676857052023
3983,81,wholesale,Dumber,Regional Warehouse,4958.057269410218
3984,81,wholesale,Dumber,Factory,643.3125738695858
3985,82,wholesale,Smart,Retail,4606.948776840458
3986,82,wholesale,Smart,Wholesale,3300.1115000291634
3987,82,wholesale,Smart,Regional Warehouse,3368.2081664797392
3988,82,wholesale,Smart,Factory,4606.948776840458
3989,82,wholesale,Dumb,Retail,1771.2756403186008
3990,82,wholesale,Dumb,Wholesale,-3592.159182541776
3991,82,wholesale,Dumb,Regional Warehouse,-4064.422093249445
3992,82,wholesale,Dumb,Factory,1771.2756403186008
3993,82,wholesale,Dumber,Retail,-3538.1091136759715
3994,82,wholesale,Dumber,Wholesale,-3441.0967942655875
3995,82,wholesale,Dumber,Regional Warehouse,-3970.876122037992
3996,82,wholesale,Dumber,Factory,-3538.1091136759715
3997,83,wholesale,Smart,Retail,11318.075486903015
3998,83,wholesale,Smart,Wholesale,5187.922479049556
3999,83,wholesale,Smart,Regional Warehouse,17892.40375982183
4000,83,wholesale,Smart,Factory,11318.075486903015
4001,83,wholesale,Dumb,Retail,5439.714061715998
4002,83,wholesale,Dumb,Wholesale,-3494.1841302102107
4003,83,wholesale,Dumb,Regional Warehouse,2982.958277659508
4004,83,wholesale,Dumb,Factory,5439.714061715998
4005,83,wholesale,Dumber,Retail,-1003.3712269750197
4006,83,wholesale,Dumber,Wholesale,-3299.0045513826267
4007,83,wholesale,Dumber,Regional Warehouse,3445.304215657525
4008,83,wholesale,Dumber,Factory,-1003.3712269750197
4009,84,wholesale,Smart,Retail,8696.622311247478
4010,84,wholesale,Smart,Wholesale,9250.44546807961
4011,84,wholesale,Smart,Regional Warehouse,16395.13465638397
4012,84,wholesale,Smart,Factory,8696.622311247478
4013,84,wholesale,Dumb,Retail,4244.714193446975
4014,84,wholesale,Dumb,Wholesale,240.69779049042427
4015,84,wholesale,Dumb,Regional Warehouse,4055.038674916628
4016,84,wholesale,Dumb,Factory,4244.714193446975
4017,84,wholesale,Dumber,Retail,-390.09276385663253
4018,84,wholesale,Dumber,Wholesale,556.4595793265048
4019,84,wholesale,Dumber,Regional Warehouse,4469.46135687233
4020,84,wholesale,Dumber,Factory,-390.09276385663253
4021,85,wholesale,Smart,Retail,4751.914251123925
4022,85,wholesale,Smart,Wholesale,8310.910906452831
4023,85,wholesale,Smart,Regional Warehouse,8137.926165437294
4024,85,wholesale,Smart,Factory,4751.914251123925
4025,85,wholesale,Dumb,Retail,2834.705702038683
4026,85,wholesale,Dumb,Wholesale,5772.363573597265
4027,85,wholesale,Dumb,Regional Warehouse,5884.818352184203
4028,85,wholesale,Dumb,Factory,2834.705702038683
4029,85,wholesale,Dumber,Retail,3421.1203318401267
4030,85,wholesale,Dumber,Wholesale,5991.861940537673
4031,85,wholesale,Dumber,Regional Warehouse,6025.652268706063
4032,85,wholesale,Dumber,Factory,3421.1203318401267
4033,86,wholesale,Smart,Retail,2517.7206877176714
4034,86,wholesale,Smart,Wholesale,5165.289792560126
4035,86,wholesale,Smart,Regional Warehouse,17333.82590778928
4036,86,wholesale,Smart,Factory,2517.7206877176714
4037,86,wholesale,Dumb,Retail,118.03540641329124
4038,86,wholesale,Dumb,Wholesale,-5213.632529611189
4039,86,wholesale,Dumb,Regional Warehouse,2198.536432852561
4040,86,wholesale,Dumb,Factory,118.03540641329124
4041,86,wholesale,Dumber,Retail,-7176.655990713972
4042,86,wholesale,Dumber,Wholesale,-4968.159289419237
4043,86,wholesale,Dumber,Regional Warehouse,2623.2889195998423
4044,86,wholesale,Dumber,Factory,-7176.655990713972
4045,87,wholesale,Smart,Retail,3640.3024703533847
4046,87,wholesale,Smart,Wholesale,4390.783060069493
4047,87,wholesale,Smart,Regional Warehouse,7685.76549242625
4048,87,wholesale,Smart,Factory,3640.3024703533847
4049,87,wholesale,Dumb,Retail,1724.2601975155055
4050,87,wholesale,Dumb,Wholesale,839.8201384764316
4051,87,wholesale,Dumb,Regional Warehouse,2644.2820772360806
4052,87,wholesale,Dumb,Factory,1724.2601975155055
4053,87,wholesale,Dumber,Retail,-63.49804457371472
4054,87,wholesale,Dumber,Wholesale,986.7732915818634
4055,87,wholesale,Dumber,Regional Warehouse,2821.2592754688676
4056,87,wholesale,Dumber,Factory,-63.49804457371472
4057,88,wholesale,Smart,Retail,17141.976920096335
4058,88,wholesale,Smart,Wholesale,8179.941977520084
4059,88,wholesale,Smart,Regional Warehouse,6673.4489600935585
4060,88,wholesale,Smart,Factory,17141.976920096335
4061,88,wholesale,Dumb,Retail,9911.17852771163
4062,88,wholesale,Dumb,Wholesale,2888.555052749588
4063,88,wholesale,Dumb,Regional Warehouse,1374.9237512815157
4064,88,wholesale,Dumb,Factory,9911.17852771163
4065,88,wholesale,Dumber,Retail,7510.462238033736
4066,88,wholesale,Dumber,Wholesale,3104.4880312695736
4067,88,wholesale,Dumber,Regional Warehouse,1479.26214982042
4068,88,wholesale,Dumber,Factory,7510.462238033736
4069,89,wholesale,Smart,Retail,1592.9823015691404
4070,89,wholesale,Smart,Wholesale,4724.683805130019
4071,89,wholesale,Smart,Regional Warehouse,5630.067127070436
4072,89,wholesale,Smart,Factory,1592.9823015691404
4073,89,wholesale,Dumb,Retail,379.62092882885844
4074,89,wholesale,Dumb,Wholesale,-324.1883740486898
4075,89,wholesale,Dumb,Regional Warehouse,259.3302864899989
4076,89,wholesale,Dumb,Factory,379.62092882885844
4077,89,wholesale,Dumber,Retail,-2607.011463180524
4078,89,wholesale,Dumber,Wholesale,-154.6197732936165
4079,89,wholesale,Dumber,Regional Warehouse,384.0598024461733
4080,89,wholesale,Dumber,Factory,-2607.011463180524
4081,90,wholesale,Smart,Retail,2051.9389229193803
4082,90,wholesale,Smart,Wholesale,3522.707109514359
4083,90,wholesale,Smart,Regional Warehouse,2146.5210434397563
4084,90,wholesale,Smart,Factory,2051.9389229193803
4085,90,wholesale,Dumb,Retail,1141.8057036164623
4086,90,wholesale,Dumb,Wholesale,1898.4913693411156
4087,90,wholesale,Dumb,Regional Warehouse,1195.929800705017
4088,90,wholesale,Dumb,Factory,1141.8057036164623
4089,90,wholesale,Dumber,Retail,1113.5296452162697
4090,90,wholesale,Dumber,Wholesale,2031.1490548492143
4091,90,wholesale,Dumber,Regional Warehouse,1233.4486845474723
4092,90,wholesale,Dumber,Factory,1113.5296452162697
4093,91,wholesale,Smart,Retail,5397.303418695454
4094,91,wholesale,Smart,Wholesale,10981.281988340157
4095,91,wholesale,Smart,Regional Warehouse,6984.165540805167
4096,91,wholesale,Smart,Factory,5397.303418695454
4097,91,wholesale,Dumb,Retail,1173.268268930764
4098,91,wholesale,Dumb,Wholesale,-1579.9298420627215
4099,91,wholesale,Dumb,Regional Warehouse,-4216.446432314115
4100,91,wholesale,Dumb,Factory,1173.268268930764
4101,91,wholesale,Dumber,Retail,-6460.680706944648
4102,91,wholesale,Dumber,Wholesale,-1218.3686974283792
4103,91,wholesale,Dumber,Regional Warehouse,-4038.874071791956
4104,91,wholesale,Dumber,Factory,-6460.680706944648
4105,92,wholesale,Smart,Retail,10728.761017328727
4106,92,wholesale,Smart,Wholesale,636.6128274201433
4107,92,wholesale,Smart,Regional Warehouse,11899.920073705245
4108,92,wholesale,Smart,Factory,10728.761017328727
4109,92,wholesale,Dumb,Retail,5113.94977006706
4110,92,wholesale,Dumb,Wholesale,-6556.2555159867925
4111,92,wholesale,Dumb,Regional Warehouse,205.79964743175606
4112,92,wholesale,Dumb,Factory,5113.94977006706
4113,92,wholesale,Dumber,Retail,-774.6100642228872
4114,92,wholesale,Dumber,Wholesale,-6430.01584807343
4115,92,wholesale,Dumber,Regional Warehouse,499.47505324467943
4116,92,wholesale,Dumber,Factory,-774.6100642228872
4117,93,wholesale,Smart,Retail,7497.66825779389
4118,93,wholesale,Smart,Wholesale,3084.172455370225
4119,93,wholesale,Smart,Regional Warehouse,11228.334808185698
4120,93,wholesale,Smart,Factory,7497.66825779389
4121,93,wholesale,Dumb,Retail,4108.923239316049
4122,93,wholesale,Dumb,Wholesale,-299.9436257078208
4123,93,wholesale,Dumb,Regional Warehouse,4363.637169027157
4124,93,wholesale,Dumb,Factory,4108.923239316049
4125,93,wholesale,Dumber,Retail,1945.9942334426983
4126,93,wholesale,Dumber,Wholesale,-185.72682609733303
4127,93,wholesale,Dumber,Regional Warehouse,4616.190283677717
4128,93,wholesale,Dumber,Factory,1945.9942334426983
4129,94,wholesale,Smart,Retail,7287.32769979868
4130,94,wholesale,Smart,Wholesale,5380.967826355477
4131,94,wholesale,Smart,Regional Warehouse,5466.795130664295
4132,94,wholesale,Smart,Factory,7287.32769979868
4133,94,wholesale,Dumb,Retail,3904.933738572877
4134,94,wholesale,Dumb,Wholesale,2301.8815828135016
4135,94,wholesale,Dumb,Regional Warehouse,1479.179420965034
4136,94,wholesale,Dumb,Factory,3904.933738572877
4137,94,wholesale,Dumber,Retail,3067.3387287277064
4138,94,wholesale,Dumber,Wholesale,2474.156828934918
4139,94,wholesale,Dumber,Regional Warehouse,1617.4270317828937
4140,94,wholesale,Dumber,Factory,3067.3387287277064
4141,95,wholesale,Smart,Retail,4472.428678279537
4142,95,wholesale,Smart,Wholesale,2355.730604597286
4143,95,wholesale,Smart,Regional Warehouse,2668.952385644272
4144,95,wholesale,Smart,Factory,4472.428678279537
4145,95,wholesale,Dumb,Retail,1484.0062211856098
4146,95,wholesale,Dumb,Wholesale,-4405.061640954428
4147,95,wholesale,Dumb,Regional Warehouse,-4258.943759671727
4148,95,wholesale,Dumb,Factory,1484.0062211856098
4149,95,wholesale,Dumber,Retail,-3251.102992111076
4150,95,wholesale,Dumber,Wholesale,-4237.737102311948
4151,95,wholesale,Dumber,Regional Warehouse,-4168.837304333118
4152,95,wholesale,Dumber,Factory,-3251.102992111076
4153,96,wholesale,Smart,Retail,1090.9123953321139
4154,96,wholesale,Smart,Wholesale,504.3835040816907
4155,96,wholesale,Smart,Regional Warehouse,2948.3102353112754
4156,96,wholesale,Smart,Factory,1090.9123953321139
4157,96,wholesale,Dumb,Retail,177.7114795812497
4158,96,wholesale,Dumb,Wholesale,-1928.577620107858
4159,96,wholesale,Dumb,Regional Warehouse,-465.06105394347696
4160,96,wholesale,Dumb,Factory,177.7114795812497
4161,96,wholesale,Dumber,Retail,-1725.5532516245157
4162,96,wholesale,Dumber,Wholesale,-1853.059917982224
4163,96,wholesale,Dumber,Regional Warehouse,-384.6502316268188
4164,96,wholesale,Dumber,Factory,-1725.5532516245157
4165,97,wholesale,Smart,Retail,2851.0025438867638
4166,97,wholesale,Smart,Wholesale,916.3416086972983
4167,97,wholesale,Smart,Regional Warehouse,5348.038209944643
4168,97,wholesale,Smart,Factory,2851.0025438867638
4169,97,wholesale,Dumb,Retail,726.7641889629351
4170,97,wholesale,Dumb,Wholesale,-3724.932184560904
4171,97,wholesale,Dumb,Regional Warehouse,-885.8981729105421
4172,97,wholesale,Dumb,Factory,726.7641889629351
4173,97,wholesale,Dumber,Retail,-2522.8650542156092
4174,97,wholesale,Dumber,Wholesale,-3601.1742990853522
4175,97,wholesale,Dumber,Regional Warehouse,-752.6325160288978
4176,97,wholesale,Dumber,Factory,-2522.8650542156092
4177,98,wholesale,Smart,Retail,9371.24588560309
4178,98,wholesale,Smart,Wholesale,4109.787571954718
4179,98,wholesale,Smart,Regional Warehouse,9438.73353858208
4180,98,wholesale,Smart,Factory,9371.24588560309
4181,98,wholesale,Dumb,Retail,4119.231622114752
4182,98,wholesale,Dumb,Wholesale,-1777.6709991821012
4183,98,wholesale,Dumb,Regional Warehouse,1084.830703848646
4184,98,wholesale,Dumb,Factory,4119.231622114752
4185,98,wholesale,Dumber,Retail,1015.4833459603506
4186,98,wholesale,Dumber,Wholesale,-1569.1116451477417
4187,98,wholesale,Dumber,Regional Warehouse,1339.2956411078412
4188,98,wholesale,Dumber,Factory,1015.4833459603506
4189,99,wholesale,Smart,Retail,2115.6690981236375
4190,99,wholesale,Smart,Wholesale,1571.3125672659185
4191,99,wholesale,Smart,Regional Warehouse,7724.782685331911
4192,99,wholesale,Smart,Factory,2115.6690981236375
4193,99,wholesale,Dumb,Retail,637.149366623565
4194,99,wholesale,Dumb,Wholesale,-2809.840120810334
4195,99,wholesale,Dumb,Regional Warehouse,1109.2594694927357
4196,99,wholesale,Dumb,Factory,637.149366623565
4197,99,wholesale,Dumber,Retail,-2742.265548209159
4198,99,wholesale,Dumber,Wholesale,-2702.8548369383134
4199,99,wholesale,Dumber,Regional Warehouse,1279.5369222986183
4200,99,wholesale,Dumber,Factory,-2742.265548209159
4201,100,wholesale,Smart,Retail,218.06036346749903
4202,100,wholesale,Smart,Wholesale,966.6170717799396
4203,100,wholesale,Smart,Regional Warehouse,2058.4257844280073
4204,100,wholesale,Smart,Factory,218.06036346749903
4205,100,wholesale,Dumb,Retail,-541.8726116051644
4206,100,wholesale,Dumb,Wholesale,-2954.6539888086722
4207,100,wholesale,Dumb,Regional Warehouse,-2411.9917325394686
4208,100,wholesale,Dumb,Factory,-541.8726116051644
4209,100,wholesale,Dumber,Retail,-3503.8650197258085
4210,100,wholesale,Dumber,Wholesale,-2852.442970491496
4211,100,wholesale,Dumber,Regional Warehouse,-2335.8258442475308
4212,100,wholesale,Dumber,Factory,-3503.8650197258085
4213,101,wholesale,Smart,Retail,6420.552216313303
4214,101,wholesale,Smart,Wholesale,11401.180131130288
4215,101,wholesale,Smart,Regional Warehouse,12782.713513403805
4216,101,wholesale,Smart,Factory,6420.552216313303
4217,101,wholesale,Dumb,Retail,3377.92330114918
4218,101,wholesale,Dumb,Wholesale,5962.640593546344
4219,101,wholesale,Dumb,Regional Warehouse,6365.926694791965
4220,101,wholesale,Dumb,Factory,3377.92330114918
4221,101,wholesale,Dumber,Retail,2234.5493662354593
4222,101,wholesale,Dumber,Wholesale,6260.824909193038
4223,101,wholesale,Dumber,Regional Warehouse,6656.849029676067
4224,101,wholesale,Dumber,Factory,2234.5493662354593
4225,102,wholesale,Smart,Retail,2244.1739014380946
4226,102,wholesale,Smart,Wholesale,1616.2244393463832
4227,102,wholesale,Smart,Regional Warehouse,1257.789346409178
4228,102,wholesale,Smart,Factory,2244.1739014380946
4229,102,wholesale,Dumb,Retail,1007.4723004137958
4230,102,wholesale,Dumb,Wholesale,-372.97608085412026
4231,102,wholesale,Dumb,Regional Warehouse,-481.16474003611614
4232,102,wholesale,Dumb,Factory,1007.4723004137958
4233,102,wholesale,Dumber,Retail,83.32896169101481
4234,102,wholesale,Dumber,Wholesale,-271.37539285968774
4235,102,wholesale,Dumber,Regional Warehouse,-458.67564657292775
4236,102,wholesale,Dumber,Factory,83.32896169101481
4237,103,wholesale,Smart,Retail,-7.099264233434333
4238,103,wholesale,Smart,Wholesale,-299.45035343884166
4239,103,wholesale,Smart,Regional Warehouse,659.7318053029122
4240,103,wholesale,Smart,Factory,-7.099264233434333
4241,103,wholesale,Dumb,Retail,-1298.317858204989
4242,103,wholesale,Dumb,Wholesale,-8386.373574013505
4243,103,wholesale,Dumb,Regional Warehouse,-8185.17623261699
4244,103,wholesale,Dumb,Factory,-1298.317858204989
4245,103,wholesale,Dumber,Retail,-8543.901923051904
4246,103,wholesale,Dumber,Wholesale,-8272.612850736532
4247,103,wholesale,Dumber,Regional Warehouse,-8104.656841361371
4248,103,wholesale,Dumber,Factory,-8543.901923051904
4249,104,wholesale,Smart,Retail,5386.494290295566
4250,104,wholesale,Smart,Wholesale,4195.379976189466
4251,104,wholesale,Smart,Regional Warehouse,11173.992186031352
4252,104,wholesale,Smart,Factory,5386.494290295566
4253,104,wholesale,Dumb,Retail,1514.837623315759
4254,104,wholesale,Dumb,Wholesale,-5945.237886588059
4255,104,wholesale,Dumb,Regional Warehouse,-1902.489130099681
4256,104,wholesale,Dumb,Factory,1514.837623315759
4257,104,wholesale,Dumber,Retail,-5698.7151989004615
4258,104,wholesale,Dumber,Wholesale,-5714.425709111904
4259,104,wholesale,Dumber,Regional Warehouse,-1588.0133578538373
4260,104,wholesale,Dumber,Factory,-5698.7151989004615
4261,105,wholesale,Smart,Retail,88.6609305732401
4262,105,wholesale,Smart,Wholesale,-98.33852864258314
4263,105,wholesale,Smart,Regional Warehouse,517.9957142086147
4264,105,wholesale,Smart,Factory,88.6609305732401
4265,105,wholesale,Dumb,Retail,-493.34686746602
4266,105,wholesale,Dumb,Wholesale,-3204.5086746550064
4267,105,wholesale,Dumb,Regional Warehouse,-2861.6976324310635
4268,105,wholesale,Dumb,Factory,-493.34686746602
4269,105,wholesale,Dumber,Retail,-3118.6083207040233
4270,105,wholesale,Dumber,Wholesale,-3132.2279384463386
4271,105,wholesale,Dumber,Regional Warehouse,-2826.2250613046513
4272,105,wholesale,Dumber,Factory,-3118.6083207040233
4273,106,wholesale,Smart,Retail,4413.090374258889
4274,106,wholesale,Smart,Wholesale,11144.835250088434
4275,106,wholesale,Smart,Regional Warehouse,24993.6558244872
4276,106,wholesale,Smart,Factory,4413.090374258889
4277,106,wholesale,Dumb,Retail,1504.9645454877186
4278,106,wholesale,Dumb,Wholesale,4426.014993660342
4279,106,wholesale,Dumb,Regional Warehouse,13932.520352002724
4280,106,wholesale,Dumb,Factory,1504.9645454877186
4281,106,wholesale,Dumber,Retail,-421.5482974645054
4282,106,wholesale,Dumber,Wholesale,4754.654646812753
4283,106,wholesale,Dumber,Regional Warehouse,14443.836966575198
4284,106,wholesale,Dumber,Factory,-421.5482974645054
4285,107,wholesale,Smart,Retail,9548.095913550123
4286,107,wholesale,Smart,Wholesale,1091.5277885890948
4287,107,wholesale,Smart,Regional Warehouse,8228.229526601493
4288,107,wholesale,Smart,Factory,9548.095913550123
4289,107,wholesale,Dumb,Retail,4596.965814136586
4290,107,wholesale,Dumb,Wholesale,-3438.4633642084327
4291,107,wholesale,Dumb,Regional Warehouse,331.5480407651702
4292,107,wholesale,Dumb,Factory,4596.965814136586
4293,107,wholesale,Dumber,Retail,1015.7673966700742
4294,107,wholesale,Dumber,Wholesale,-3335.8053090954427
4295,107,wholesale,Dumber,Regional Warehouse,545.0698439126032
4296,107,wholesale,Dumber,Factory,1015.7673966700742
4297,108,wholesale,Smart,Retail,-88.72433237346857
4298,108,wholesale,Smart,Wholesale,-292.97111341300797
4299,108,wholesale,Smart,Regional Warehouse,-8.371977401811217
4300,108,wholesale,Smart,Factory,-88.72433237346857
4301,108,wholesale,Dumb,Retail,-551.0872556064168
4302,108,wholesale,Dumb,Wholesale,-3146.5149858870122
4303,108,wholesale,Dumb,Regional Warehouse,-3024.516796700189
4304,108,wholesale,Dumb,Factory,-551.0872556064168
4305,108,wholesale,Dumber,Retail,-3038.4247706006536
4306,108,wholesale,Dumber,Wholesale,-3081.020008868777
4307,108,wholesale,Dumber,Regional Warehouse,-3001.360404091986
4308,108,wholesale,Dumber,Factory,-3038.4247706006536
4309,109,wholesale,Smart,Retail,4667.647680543212
4310,109,wholesale,Smart,Wholesale,15317.37658336118
4311,109,wholesale,Smart,Regional Warehouse,5898.147540896778
4312,109,wholesale,Smart,Factory,4667.647680543212
4313,109,wholesale,Dumb,Retail,1943.3048631979534
4314,109,wholesale,Dumb,Wholesale,8968.19749506066
4315,109,wholesale,Dumb,Regional Warehouse,2947.4211788091284
4316,109,wholesale,Dumb,Factory,1943.3048631979534
4317,109,wholesale,Dumber,Retail,2005.1072055548198
4318,109,wholesale,Dumber,Wholesale,9396.013558948744
4319,109,wholesale,Dumber,Regional Warehouse,3085.3302708318474
4320,109,wholesale,Dumber,Factory,2005.1072055548198
4321,110,wholesale,Smart,Retail,-18.043766477366372
4322,110,wholesale,Smart,Wholesale,-74.91433077446024
4323,110,wholesale,Smart,Regional Warehouse,49.49710995602955
4324,110,wholesale,Smart,Factory,-18.043766477366372
4325,110,wholesale,Dumb,Retail,-124.46431465062086
4326,110,wholesale,Dumb,Wholesale,-387.4295006968434
4327,110,wholesale,Dumb,Regional Warehouse,-297.7061992053585
4328,110,wholesale,Dumb,Factory,-124.46431465062086
