,iteration,smart_agent,strategy,agent,money
7173,97,regional warehouse,Dumber,Retail,-8684.98151236896
7174,97,regional warehouse,Dumber,Wholesale,-7813.551011295862
7175,97,regional warehouse,Dumber,Regional Warehouse,-6687.1141473914995
7176,97,regional warehouse,Dumber,Factory,-8684.98151236896
7177,98,regional warehouse,Smart,Retail,-130.8573003380911
7178,98,regional warehouse,Smart,Wholesale,-296.5078200865567
7179,98,regional warehouse,Smart,Regional Warehouse,21.618531362091776
7180,98,regional warehouse,Smart,Factory,-130.8573003380911
7181,98,regional warehouse,Dumb,Retail,-584.6988762370288
7182,98,regional warehouse,Dumb,Wholesale,-3314.425730621951
7183,98,regional warehouse,Dumb,Regional Warehouse,-3203.7341009820593
7184,98,regional warehouse,Dumb,Factory,-584.6988762370288
7185,98,regional warehouse,Dumber,Retail,-3233.2646291901306
7186,98,regional warehouse,Dumber,Wholesale,-3247.4311976468525
7187,98,regional warehouse,Dumber,Regional Warehouse,-3179.61162040051
7188,98,regional warehouse,Dumber,Factory,-3233.2646291901306
7189,99,regional warehouse,Smart,Retail,321.6749535074824
7190,99,regional warehouse,Smart,Wholesale,1311.053772158348
7191,99,regional warehouse,Smart,Regional Warehouse,570.1123427497571
7192,99,regional warehouse,Smart,Factory,321.6749535074824
7193,99,regional warehouse,Dumb,Retail,-1288.440372307876
7194,99,regional warehouse,Dumb,Wholesale,-8606.299457595322
7195,99,regional warehouse,Dumb,Regional Warehouse,-9565.185589816312
7196,99,regional warehouse,Dumb,Factory,-1288.440372307876
7197,99,regional warehouse,Dumber,Retail,-9536.401365834114
7198,99,regional warehouse,Dumber,Wholesale,-8442.335048148381
7199,99,regional warehouse,Dumber,Regional Warehouse,-9478.224779798606
7200,99,regional warehouse,Dumber,Factory,-9536.401365834114
7201,100,regional warehouse,Smart,Retail,-168.7404973078076
7202,100,regional warehouse,Smart,Wholesale,-107.76505273085778
7203,100,regional warehouse,Smart,Regional Warehouse,294.72007087414005
7204,100,regional warehouse,Smart,Factory,-168.7404973078076
7205,100,regional warehouse,Dumb,Retail,-953.663499776124
7206,100,regional warehouse,Dumb,Wholesale,-4940.763892816848
7207,100,regional warehouse,Dumb,Regional Warehouse,-4911.972439881409
7208,100,regional warehouse,Dumb,Factory,-953.663499776124
7209,100,regional warehouse,Dumber,Retail,-5059.995340792396
7210,100,regional warehouse,Dumber,Wholesale,-4851.461385840877
7211,100,regional warehouse,Dumber,Regional Warehouse,-4866.458793093006
7212,100,regional warehouse,Dumber,Factory,-5059.995340792396
7213,101,regional warehouse,Smart,Retail,10021.223923346906
7214,101,regional warehouse,Smart,Wholesale,2298.3566489528043
7215,101,regional warehouse,Smart,Regional Warehouse,6706.167665142176
7216,101,regional warehouse,Smart,Factory,10021.223923346906
7217,101,regional warehouse,Dumb,Retail,5565.478630856844
7218,101,regional warehouse,Dumb,Wholesale,-99.74513886609867
7219,101,regional warehouse,Dumb,Regional Warehouse,1534.968839658829
7220,101,regional warehouse,Dumb,Factory,5565.478630856844
7221,101,regional warehouse,Dumber,Retail,3869.0007924835145
7222,101,regional warehouse,Dumber,Wholesale,-20.071177282991407
7223,101,regional warehouse,Dumber,Regional Warehouse,1688.9946269032557
7224,101,regional warehouse,Dumber,Factory,3869.0007924835145
7225,102,regional warehouse,Smart,Retail,3586.271300824512
7226,102,regional warehouse,Smart,Wholesale,-497.0268922252647
7227,102,regional warehouse,Smart,Regional Warehouse,9910.607401912544
7228,102,regional warehouse,Smart,Factory,3586.271300824512
7229,102,regional warehouse,Dumb,Retail,1678.6331950752
7230,102,regional warehouse,Dumb,Wholesale,-1957.8046623667367
7231,102,regional warehouse,Dumb,Regional Warehouse,4479.852732474041
7232,102,regional warehouse,Dumb,Factory,1678.6331950752
7233,102,regional warehouse,Dumber,Retail,555.025156105664
7234,102,regional warehouse,Dumber,Wholesale,-1899.252112702604
7235,102,regional warehouse,Dumber,Regional Warehouse,4710.08801852902
7236,102,regional warehouse,Dumber,Factory,555.025156105664
7237,103,regional warehouse,Smart,Retail,5883.460334256307
7238,103,regional warehouse,Smart,Wholesale,2374.9712580862088
7239,103,regional warehouse,Smart,Regional Warehouse,8655.121858845287
7240,103,regional warehouse,Smart,Factory,5883.460334256307
7241,103,regional warehouse,Dumb,Retail,3124.7342928584517
7242,103,regional warehouse,Dumb,Wholesale,-1019.836405967708
7243,103,regional warehouse,Dumb,Regional Warehouse,3315.797695723569
7244,103,regional warehouse,Dumb,Factory,3124.7342928584517
7245,103,regional warehouse,Dumber,Retail,1203.8898384992547
7246,103,regional warehouse,Dumber,Wholesale,-890.201266756228
7247,103,regional warehouse,Dumber,Regional Warehouse,3481.4759410804913
7248,103,regional warehouse,Dumber,Factory,1203.8898384992547
7249,104,regional warehouse,Smart,Retail,7539.987386654686
7250,104,regional warehouse,Smart,Wholesale,9201.248557061243
7251,104,regional warehouse,Smart,Regional Warehouse,14111.163412000711
7252,104,regional warehouse,Smart,Factory,7539.987386654686
7253,104,regional warehouse,Dumb,Retail,2800.380840018539
7254,104,regional warehouse,Dumb,Wholesale,-611.8780568454158
7255,104,regional warehouse,Dumb,Regional Warehouse,1586.4732401130952
7256,104,regional warehouse,Dumb,Factory,2800.380840018539
7257,104,regional warehouse,Dumber,Retail,-3068.1605027049713
7258,104,regional warehouse,Dumber,Wholesale,-318.20493032376834
7259,104,regional warehouse,Dumber,Regional Warehouse,1947.8389055493708
7260,104,regional warehouse,Dumber,Factory,-3068.1605027049713
7261,105,regional warehouse,Smart,Retail,3986.0574000166444
7262,105,regional warehouse,Smart,Wholesale,7744.472781994212
7263,105,regional warehouse,Smart,Regional Warehouse,11710.320708748031
7264,105,regional warehouse,Smart,Factory,3986.0574000166444
7265,105,regional warehouse,Dumb,Retail,744.2128411299472
7266,105,regional warehouse,Dumb,Wholesale,-5.738578463992766
7267,105,regional warehouse,Dumb,Regional Warehouse,1408.677120118144
7268,105,regional warehouse,Dumb,Factory,744.2128411299472
7269,105,regional warehouse,Dumber,Retail,-3531.9666672809294
7270,105,regional warehouse,Dumber,Wholesale,253.35596077056198
7271,105,regional warehouse,Dumber,Regional Warehouse,1720.3349301763756
7272,105,regional warehouse,Dumber,Factory,-3531.9666672809294
7273,106,regional warehouse,Smart,Retail,1729.0123598177179
7274,106,regional warehouse,Smart,Wholesale,4923.026875949065
7275,106,regional warehouse,Smart,Regional Warehouse,9158.445180328292
7276,106,regional warehouse,Smart,Factory,1729.0123598177179
7277,106,regional warehouse,Dumb,Retail,368.3381488225856
7278,106,regional warehouse,Dumb,Wholesale,-1068.2286959016947
7279,106,regional warehouse,Dumb,Regional Warehouse,1459.636174054022
7280,106,regional warehouse,Dumb,Factory,368.3381488225856
7281,106,regional warehouse,Dumber,Retail,-3490.0334503183094
7282,106,regional warehouse,Dumber,Wholesale,-889.2805734572992
7283,106,regional warehouse,Dumber,Regional Warehouse,1672.2934442299254
7284,106,regional warehouse,Dumber,Factory,-3490.0334503183094
7285,107,regional warehouse,Smart,Retail,6216.640695313896
7286,107,regional warehouse,Smart,Wholesale,5909.781667280538
7287,107,regional warehouse,Smart,Regional Warehouse,8624.798187980285
7288,107,regional warehouse,Smart,Factory,6216.640695313896
7289,107,regional warehouse,Dumb,Retail,2738.8872417217776
7290,107,regional warehouse,Dumb,Wholesale,-1472.6665481576822
7291,107,regional warehouse,Dumb,Regional Warehouse,-128.3314631907336
7292,107,regional warehouse,Dumb,Factory,2738.8872417217776
7293,107,regional warehouse,Dumber,Retail,-1635.9085529271724
7294,107,regional warehouse,Dumber,Wholesale,-1242.5438933197045
7295,107,regional warehouse,Dumber,Regional Warehouse,103.5118607097152
7296,107,regional warehouse,Dumber,Factory,-1635.9085529271724
7297,108,regional warehouse,Smart,Retail,9296.063878918865
7298,108,regional warehouse,Smart,Wholesale,4669.628154388543
7299,108,regional warehouse,Smart,Regional Warehouse,18852.511045859494
7300,108,regional warehouse,Smart,Factory,9296.063878918865
7301,108,regional warehouse,Dumb,Retail,5476.03297442228
7302,108,regional warehouse,Dumb,Wholesale,2126.256892664397
7303,108,regional warehouse,Dumb,Regional Warehouse,11636.071135561795
7304,108,regional warehouse,Dumb,Factory,5476.03297442228
7305,108,regional warehouse,Dumber,Retail,5188.939690875207
7306,108,regional warehouse,Dumber,Wholesale,2298.250751167433
7307,108,regional warehouse,Dumber,Regional Warehouse,12009.283873292361
7308,108,regional warehouse,Dumber,Factory,5188.939690875207
7309,109,regional warehouse,Smart,Retail,-36.87535328429408
7310,109,regional warehouse,Smart,Wholesale,1062.7784521625674
7311,109,regional warehouse,Smart,Regional Warehouse,393.9251559135084
7312,109,regional warehouse,Smart,Factory,-36.87535328429408
7313,109,regional warehouse,Dumb,Retail,-1267.7731677871168
7314,109,regional warehouse,Dumb,Wholesale,-7914.945379018863
7315,109,regional warehouse,Dumb,Regional Warehouse,-8626.589306212149
7316,109,regional warehouse,Dumb,Factory,-1267.7731677871168
7317,109,regional warehouse,Dumber,Retail,-8692.94219987529
7318,109,regional warehouse,Dumber,Wholesale,-7761.103214503059
7319,109,regional warehouse,Dumber,Regional Warehouse,-8555.734263698936
7320,109,regional warehouse,Dumber,Factory,-8692.94219987529
7321,110,regional warehouse,Smart,Retail,2447.8658963724347
7322,110,regional warehouse,Smart,Wholesale,5185.313853450129
7323,110,regional warehouse,Smart,Regional Warehouse,12077.577443024991
7324,110,regional warehouse,Smart,Factory,2447.8658963724347
7325,110,regional warehouse,Dumb,Retail,1241.3401018666445
7326,110,regional warehouse,Dumb,Wholesale,1561.3900293250663
7327,110,regional warehouse,Dumb,Regional Warehouse,6074.350638475464
7328,110,regional warehouse,Dumb,Factory,1241.3401018666445
7329,110,regional warehouse,Dumber,Retail,-60.81701804030915
7330,110,regional warehouse,Dumber,Wholesale,1738.7413898956806
7331,110,regional warehouse,Dumber,Regional Warehouse,6325.499661346803
7332,110,regional warehouse,Dumber,Factory,-60.81701804030915
7333,111,regional warehouse,Smart,Retail,2929.6386594805745
7334,111,regional warehouse,Smart,Wholesale,5372.556364457136
7335,111,regional warehouse,Smart,Regional Warehouse,9671.87137528984
7336,111,regional warehouse,Smart,Factory,2929.6386594805745
7337,111,regional warehouse,Dumb,Retail,227.18338099625328
7338,111,regional warehouse,Dumb,Wholesale,-5153.00650527964
7339,111,regional warehouse,Dumb,Regional Warehouse,-2468.5575148520415
7340,111,regional warehouse,Dumb,Factory,227.18338099625328
7341,111,regional warehouse,Dumber,Retail,-6864.877379695601
7342,111,regional warehouse,Dumber,Wholesale,-4891.256282719282
7343,111,regional warehouse,Dumber,Regional Warehouse,-2198.3186942169427
7344,111,regional warehouse,Dumber,Factory,-6864.877379695601
7345,112,regional warehouse,Smart,Retail,1652.7684890806977
7346,112,regional warehouse,Smart,Wholesale,4458.712956016416
7347,112,regional warehouse,Smart,Regional Warehouse,4292.033578146955
7348,112,regional warehouse,Smart,Factory,1652.7684890806977
7349,112,regional warehouse,Dumb,Retail,847.2434126298936
7350,112,regional warehouse,Dumb,Wholesale,2601.46264671526
7351,112,regional warehouse,Dumb,Regional Warehouse,2411.895838331229
7352,112,regional warehouse,Dumb,Factory,847.2434126298936
7353,112,regional warehouse,Dumber,Retail,699.3713489332018
7354,112,regional warehouse,Dumber,Wholesale,2738.3365566385833
7355,112,regional warehouse,Dumber,Regional Warehouse,2499.6924290731504
7356,112,regional warehouse,Dumber,Factory,699.3713489332018
7357,113,regional warehouse,Smart,Retail,11055.202040675806
7358,113,regional warehouse,Smart,Wholesale,5842.116186437647
7359,113,regional warehouse,Smart,Regional Warehouse,8565.147695071062
7360,113,regional warehouse,Smart,Factory,11055.202040675806
7361,113,regional warehouse,Dumb,Retail,4675.72077346195
7362,113,regional warehouse,Dumb,Wholesale,-3583.1701147765557
7363,113,regional warehouse,Dumb,Regional Warehouse,-3378.224054501082
7364,113,regional warehouse,Dumb,Factory,4675.72077346195
7365,113,regional warehouse,Dumber,Retail,-2019.6165754247932
7366,113,regional warehouse,Dumber,Wholesale,-3360.137668125756
7367,113,regional warehouse,Dumber,Regional Warehouse,-3127.9067867874833
7368,113,regional warehouse,Dumber,Factory,-2019.6165754247932
7369,114,regional warehouse,Smart,Retail,63.72785666752488
7370,114,regional warehouse,Smart,Wholesale,-266.6727746558628
7371,114,regional warehouse,Smart,Regional Warehouse,564.1761148486839
7372,114,regional warehouse,Smart,Factory,63.72785666752488
7373,114,regional warehouse,Dumb,Retail,-333.24154028871703
7374,114,regional warehouse,Dumb,Wholesale,-2224.8924813309795
7375,114,regional warehouse,Dumb,Regional Warehouse,-1763.3497666241597
7376,114,regional warehouse,Dumb,Factory,-333.24154028871703
7377,114,regional warehouse,Dumber,Retail,-1994.1615429078174
7378,114,regional warehouse,Dumber,Wholesale,-2165.6530459091364
7379,114,regional warehouse,Dumber,Regional Warehouse,-1737.1500289772164
7380,114,regional warehouse,Dumber,Factory,-1994.1615429078174
7381,115,regional warehouse,Smart,Retail,664.389813129616
7382,115,regional warehouse,Smart,Wholesale,123.12681523603428
7383,115,regional warehouse,Smart,Regional Warehouse,1009.8612084388594
7384,115,regional warehouse,Smart,Factory,664.389813129616
7385,115,regional warehouse,Dumb,Retail,-424.0608414013593
7386,115,regional warehouse,Dumb,Wholesale,-4875.044802431652
7387,115,regional warehouse,Dumb,Regional Warehouse,-4454.89730718081
7388,115,regional warehouse,Dumb,Factory,-424.0608414013593
7389,115,regional warehouse,Dumber,Retail,-4742.4138837065275
7390,115,regional warehouse,Dumber,Wholesale,-4782.532485314527
7391,115,regional warehouse,Dumber,Regional Warehouse,-4396.941687258792
7392,115,regional warehouse,Dumber,Factory,-4742.4138837065275
7393,116,regional warehouse,Smart,Retail,521.8956688434524
7394,116,regional warehouse,Smart,Wholesale,-38.729536712771605
7395,116,regional warehouse,Smart,Regional Warehouse,165.62245161605867
7396,116,regional warehouse,Smart,Factory,521.8956688434524
7397,116,regional warehouse,Dumb,Retail,-151.13258304154695
7398,116,regional warehouse,Dumb,Wholesale,-2701.6449523342562
7399,116,regional warehouse,Dumb,Regional Warehouse,-2598.322512891565
7400,116,regional warehouse,Dumb,Factory,-151.13258304154695
7401,116,regional warehouse,Dumber,Retail,-2370.3514728587993
7402,116,regional warehouse,Dumber,Wholesale,-2631.655984679047
7403,116,regional warehouse,Dumber,Regional Warehouse,-2577.213425443855
7404,116,regional warehouse,Dumber,Factory,-2370.3514728587993
7405,117,regional warehouse,Smart,Retail,2984.6039663141396
7406,117,regional warehouse,Smart,Wholesale,7979.792452886634
7407,117,regional warehouse,Smart,Regional Warehouse,8590.18814417545
7408,117,regional warehouse,Smart,Factory,2984.6039663141396
7409,117,regional warehouse,Dumb,Retail,961.4749143175636
7410,117,regional warehouse,Dumb,Wholesale,-645.940087013531
7411,117,regional warehouse,Dumb,Regional Warehouse,188.35696663535043
7412,117,regional warehouse,Dumb,Factory,961.4749143175636
7413,117,regional warehouse,Dumber,Retail,-3665.2881437259566
7414,117,regional warehouse,Dumber,Wholesale,-352.107429045552
7415,117,regional warehouse,Dumber,Regional Warehouse,376.1069639755594
7416,117,regional warehouse,Dumber,Factory,-3665.2881437259566
7417,118,regional warehouse,Smart,Retail,2701.5830586197653
7418,118,regional warehouse,Smart,Wholesale,8537.045773341077
7419,118,regional warehouse,Smart,Regional Warehouse,10505.58561252766
7420,118,regional warehouse,Smart,Factory,2701.5830586197653
7421,118,regional warehouse,Dumb,Retail,1169.5397046835112
7422,118,regional warehouse,Dumb,Wholesale,4597.9772827982515
7423,118,regional warehouse,Dumb,Regional Warehouse,6139.054930422005
7424,118,regional warehouse,Dumb,Factory,1169.5397046835112
7425,118,regional warehouse,Dumber,Retail,558.6738485757534
7426,118,regional warehouse,Dumber,Wholesale,4838.0218159270835
7427,118,regional warehouse,Dumber,Regional Warehouse,6344.201197955797
7428,118,regional warehouse,Dumber,Factory,558.6738485757534
7429,119,regional warehouse,Smart,Retail,1268.0033393492968
7430,119,regional warehouse,Smart,Wholesale,31.46547208387124
7431,119,regional warehouse,Smart,Regional Warehouse,2565.099483602005
7432,119,regional warehouse,Smart,Factory,1268.0033393492968
7433,119,regional warehouse,Dumb,Retail,-977.0721173899785
7434,119,regional warehouse,Dumb,Wholesale,-9007.603162780866
7435,119,regional warehouse,Dumb,Regional Warehouse,-7647.346913297098
7436,119,regional warehouse,Dumb,Factory,-977.0721173899785
7437,119,regional warehouse,Dumber,Retail,-8672.219979089616
7438,119,regional warehouse,Dumber,Wholesale,-8874.438328583583
7439,119,regional warehouse,Dumber,Regional Warehouse,-7531.193346352461
7440,119,regional warehouse,Dumber,Factory,-8672.219979089616
7441,120,regional warehouse,Smart,Retail,7509.346154867009
7442,120,regional warehouse,Smart,Wholesale,6926.797314971601
7443,120,regional warehouse,Smart,Regional Warehouse,18487.510774801132
7444,120,regional warehouse,Smart,Factory,7509.346154867009
7445,120,regional warehouse,Dumb,Retail,3309.2056566169895
7446,120,regional warehouse,Dumb,Wholesale,-1859.5522520603229
7447,120,regional warehouse,Dumb,Regional Warehouse,4482.969366548248
7448,120,regional warehouse,Dumb,Factory,3309.2056566169895
7449,120,regional warehouse,Dumber,Retail,-2452.0897101742926
7450,120,regional warehouse,Dumber,Wholesale,-1619.8234193081344
7451,120,regional warehouse,Dumber,Regional Warehouse,4935.0978340437905
7452,120,regional warehouse,Dumber,Factory,-2452.0897101742926
7453,121,regional warehouse,Smart,Retail,8551.170811808339
7454,121,regional warehouse,Smart,Wholesale,16238.866920168299
7455,121,regional warehouse,Smart,Regional Warehouse,896.9899476269447
7456,121,regional warehouse,Smart,Factory,8551.170811808339
7457,121,regional warehouse,Dumb,Retail,4561.610293156261
7458,121,regional warehouse,Dumb,Wholesale,8475.436896679757
7459,121,regional warehouse,Dumb,Regional Warehouse,-2474.4481721971747
7460,121,regional warehouse,Dumb,Factory,4561.610293156261
7461,121,regional warehouse,Dumber,Retail,2540.419403595938
7462,121,regional warehouse,Dumber,Wholesale,8867.475049971652
7463,121,regional warehouse,Dumber,Regional Warehouse,-2442.6671321714775
7464,121,regional warehouse,Dumber,Factory,2540.419403595938
7465,122,regional warehouse,Smart,Retail,11148.847599105908
7466,122,regional warehouse,Smart,Wholesale,7221.916029757938
7467,122,regional warehouse,Smart,Regional Warehouse,20057.432773645316
7468,122,regional warehouse,Smart,Factory,11148.847599105908
7469,122,regional warehouse,Dumb,Retail,5115.490118856769
7470,122,regional warehouse,Dumb,Wholesale,-986.762364557914
7471,122,regional warehouse,Dumb,Regional Warehouse,5603.882991910022
7472,122,regional warehouse,Dumb,Factory,5115.490118856769
7473,122,regional warehouse,Dumber,Retail,-102.75740986211505
7474,122,regional warehouse,Dumber,Wholesale,-755.7068854439542
7475,122,regional warehouse,Dumber,Regional Warehouse,6110.568260061429
7476,122,regional warehouse,Dumber,Factory,-102.75740986211505
7477,123,regional warehouse,Smart,Retail,13410.601996078278
7478,123,regional warehouse,Smart,Wholesale,23673.31619736854
7479,123,regional warehouse,Smart,Regional Warehouse,14978.357294009154
7480,123,regional warehouse,Smart,Factory,13410.601996078278
7481,123,regional warehouse,Dumb,Retail,6334.229271173978
7482,123,regional warehouse,Dumb,Wholesale,9866.602214507135
7483,123,regional warehouse,Dumb,Regional Warehouse,4381.774110073764
7484,123,regional warehouse,Dumb,Factory,6334.229271173978
7485,123,regional warehouse,Dumber,Retail,1787.183291219374
7486,123,regional warehouse,Dumber,Wholesale,10483.098225687794
7487,123,regional warehouse,Dumber,Regional Warehouse,4685.7228016236395
7488,123,regional warehouse,Dumber,Factory,1787.183291219374
7489,124,regional warehouse,Smart,Retail,4760.345730391246
7490,124,regional warehouse,Smart,Wholesale,1352.184098918923
7491,124,regional warehouse,Smart,Regional Warehouse,3212.76263439758
7492,124,regional warehouse,Smart,Factory,4760.345730391246
7493,124,regional warehouse,Dumb,Retail,1387.3434638197086
7494,124,regional warehouse,Dumb,Wholesale,-5096.104778043546
7495,124,regional warehouse,Dumb,Regional Warehouse,-4100.771594645293
7496,124,regional warehouse,Dumb,Factory,1387.3434638197086
7497,124,regional warehouse,Dumber,Retail,-3730.5979269970694
7498,124,regional warehouse,Dumber,Wholesale,-4968.490252232795
7499,124,regional warehouse,Dumber,Regional Warehouse,-4007.069427554788
7500,124,regional warehouse,Dumber,Factory,-3730.5979269970694
7501,125,regional warehouse,Smart,Retail,4481.682932688874
7502,125,regional warehouse,Smart,Wholesale,1697.491644841068
7503,125,regional warehouse,Smart,Regional Warehouse,2258.1831226048466
7504,125,regional warehouse,Smart,Factory,4481.682932688874
7505,125,regional warehouse,Dumb,Retail,901.0833832483943
7506,125,regional warehouse,Dumb,Wholesale,-6804.050056028247
7507,125,regional warehouse,Dumb,Regional Warehouse,-7250.662620590012
7508,125,regional warehouse,Dumb,Factory,901.0833832483943
7509,125,regional warehouse,Dumber,Retail,-6017.194584101998
7510,125,regional warehouse,Dumber,Wholesale,-6655.278050555796
7511,125,regional warehouse,Dumber,Regional Warehouse,-7148.452078701558
7512,125,regional warehouse,Dumber,Factory,-6017.194584101998
7513,126,regional warehouse,Smart,Retail,1411.580528489912
7514,126,regional warehouse,Smart,Wholesale,3775.5050688860674
7515,126,regional warehouse,Smart,Regional Warehouse,7747.757263956922
7516,126,regional warehouse,Smart,Factory,1411.580528489912
7517,126,regional warehouse,Dumb,Retail,-130.7239574815195
7518,126,regional warehouse,Dumb,Wholesale,-1730.9016440198225
7519,126,regional warehouse,Dumb,Regional Warehouse,69.74393753665703
7520,126,regional warehouse,Dumb,Factory,-130.7239574815195
7521,126,regional warehouse,Dumber,Retail,-3894.343822886898
7522,126,regional warehouse,Dumber,Wholesale,-1574.0868506034055
7523,126,regional warehouse,Dumber,Regional Warehouse,281.08927862332274
7524,126,regional warehouse,Dumber,Factory,-3894.343822886898
7525,127,regional warehouse,Smart,Retail,3494.2919763628015
7526,127,regional warehouse,Smart,Wholesale,5267.56923253911
7527,127,regional warehouse,Smart,Regional Warehouse,6277.253681036112
7528,127,regional warehouse,Smart,Factory,3494.2919763628015
7529,127,regional warehouse,Dumb,Retail,917.1502522379285
7530,127,regional warehouse,Dumb,Wholesale,-5257.080816088911
7531,127,regional warehouse,Dumb,Regional Warehouse,-4312.085316170263
7532,127,regional warehouse,Dumb,Factory,917.1502522379285
7533,127,regional warehouse,Dumber,Retail,-6416.619337596894
7534,127,regional warehouse,Dumber,Wholesale,-5002.383659539019
7535,127,regional warehouse,Dumber,Regional Warehouse,-4145.369989723396
7536,127,regional warehouse,Dumber,Factory,-6416.619337596894
7537,128,regional warehouse,Smart,Retail,12063.106808330433
7538,128,regional warehouse,Smart,Wholesale,17444.123382450874
7539,128,regional warehouse,Smart,Regional Warehouse,3920.2680882085224
7540,128,regional warehouse,Smart,Factory,12063.106808330433
7541,128,regional warehouse,Dumb,Retail,5626.661503909481
7542,128,regional warehouse,Dumb,Wholesale,7099.705758734168
7543,128,regional warehouse,Dumb,Regional Warehouse,-3082.7852597774345
7544,128,regional warehouse,Dumb,Factory,5626.661503909481
7545,128,regional warehouse,Dumber,Retail,1878.8186276019887
7546,128,regional warehouse,Dumber,Wholesale,7545.853763268195
7547,128,regional warehouse,Dumber,Regional Warehouse,-2944.7591155216096
7548,128,regional warehouse,Dumber,Factory,1878.8186276019887
7549,129,regional warehouse,Smart,Retail,7525.61083572931
7550,129,regional warehouse,Smart,Wholesale,1404.9313072996376
7551,129,regional warehouse,Smart,Regional Warehouse,1528.3435993611893
7552,129,regional warehouse,Smart,Factory,7525.61083572931
7553,129,regional warehouse,Dumb,Retail,4282.9171147109755
7554,129,regional warehouse,Dumb,Wholesale,214.18638085167106
7555,129,regional warehouse,Dumb,Regional Warehouse,-205.51816384707462
7556,129,regional warehouse,Dumb,Factory,4282.9171147109755
7557,129,regional warehouse,Dumber,Retail,3522.9794620727052
7558,129,regional warehouse,Dumber,Wholesale,271.87191741422487
7559,129,regional warehouse,Dumber,Regional Warehouse,-180.12839600070234
7560,129,regional warehouse,Dumber,Factory,3522.9794620727052
7561,130,regional warehouse,Smart,Retail,592.7700280474701
7562,130,regional warehouse,Smart,Wholesale,8253.332384278841
7563,130,regional warehouse,Smart,Regional Warehouse,4123.66981184064
7564,130,regional warehouse,Smart,Factory,592.7700280474701
7565,130,regional warehouse,Dumb,Retail,-771.3562003219251
7566,130,regional warehouse,Dumb,Wholesale,814.1967718446983
7567,130,regional warehouse,Dumb,Regional Warehouse,-1296.6972915973715
7568,130,regional warehouse,Dumb,Factory,-771.3562003219251
7569,130,regional warehouse,Dumber,Retail,-4014.566921784998
7570,130,regional warehouse,Dumber,Wholesale,1112.9957891467946
7571,130,regional warehouse,Dumber,Regional Warehouse,-1210.9871862603968
7572,130,regional warehouse,Dumber,Factory,-4014.566921784998
7573,131,regional warehouse,Smart,Retail,3845.620156803757
7574,131,regional warehouse,Smart,Wholesale,5887.525435996875
7575,131,regional warehouse,Smart,Regional Warehouse,6791.163538564888
7576,131,regional warehouse,Smart,Factory,3845.620156803757
7577,131,regional warehouse,Dumb,Retail,1959.322222683097
7578,131,regional warehouse,Dumb,Wholesale,3774.200417077682
7579,131,regional warehouse,Dumb,Regional Warehouse,4699.779946489504
7580,131,regional warehouse,Dumb,Factory,1959.322222683097
7581,131,regional warehouse,Dumber,Retail,2274.4147004426322
7582,131,regional warehouse,Dumber,Wholesale,3959.299765731853
7583,131,regional warehouse,Dumber,Regional Warehouse,4826.938728148847
7584,131,regional warehouse,Dumber,Factory,2274.4147004426322
7585,132,regional warehouse,Smart,Retail,1039.162471235954
7586,132,regional warehouse,Smart,Wholesale,8894.3688101219
7587,132,regional warehouse,Smart,Regional Warehouse,6351.707860907807
7588,132,regional warehouse,Smart,Factory,1039.162471235954
7589,132,regional warehouse,Dumb,Retail,-146.36176235756665
7590,132,regional warehouse,Dumb,Wholesale,2387.3892382453346
7591,132,regional warehouse,Dumb,Regional Warehouse,256.42083556641614
7592,132,regional warehouse,Dumb,Factory,-146.36176235756665
7593,132,regional warehouse,Dumber,Retail,-2863.6784688732696
7594,132,regional warehouse,Dumber,Wholesale,2661.3618997430713
7595,132,regional warehouse,Dumber,Regional Warehouse,432.13818151334044
7596,132,regional warehouse,Dumber,Factory,-2863.6784688732696
7597,133,regional warehouse,Smart,Retail,-25.53593157627766
7598,133,regional warehouse,Smart,Wholesale,-381.77291523379404
7599,133,regional warehouse,Smart,Regional Warehouse,1432.5556415940227
7600,133,regional warehouse,Smart,Factory,-25.53593157627766
7601,133,regional warehouse,Dumb,Retail,-1556.590673151673
7602,133,regional warehouse,Dumb,Wholesale,-9390.698335972851
7603,133,regional warehouse,Dumb,Regional Warehouse,-8627.217279031338
7604,133,regional warehouse,Dumb,Factory,-1556.590673151673
7605,133,regional warehouse,Dumber,Retail,-9564.48023878399
7606,133,regional warehouse,Dumber,Wholesale,-9268.892582676084
7607,133,regional warehouse,Dumber,Regional Warehouse,-8523.173397076056
7608,133,regional warehouse,Dumber,Factory,-9564.48023878399
7609,134,regional warehouse,Smart,Retail,6589.127653938266
7610,134,regional warehouse,Smart,Wholesale,10360.390811006055
7611,134,regional warehouse,Smart,Regional Warehouse,14174.175929598101
7612,134,regional warehouse,Smart,Factory,6589.127653938266
7613,134,regional warehouse,Dumb,Retail,2702.748212685007
7614,134,regional warehouse,Dumb,Wholesale,-1227.5569388248239
7615,134,regional warehouse,Dumb,Regional Warehouse,19.067071508857907
7616,134,regional warehouse,Dumb,Factory,2702.748212685007
7617,134,regional warehouse,Dumber,Retail,-4363.617752184295
7618,134,regional warehouse,Dumber,Wholesale,-890.4637574408167
7619,134,regional warehouse,Dumber,Regional Warehouse,404.1307631290065
7620,134,regional warehouse,Dumber,Factory,-4363.617752184295
7621,135,regional warehouse,Smart,Retail,9627.646460323185
