,iteracion,agente,estrategia,desempeño
4212,131,Menudeo,Nadie aprendió,0.0
4213,131,Menudeo,Solo otro agente aprendió,2.0108465713475137
4214,131,Menudeo,Solo este agente aprendió,1.0024885325682775
4215,131,Menudeo,Todos aprendieron,3.657490778078427
4220,131,Mayoreo,Nadie aprendió,0.0
4221,131,Mayoreo,Solo otro agente aprendió,-0.33074943245757793
4222,131,Mayoreo,Solo este agente aprendió,1.0749759621135733
4228,132,Fábrica,Nadie aprendió,0.0
4229,132,Fábrica,Solo otro agente aprendió,1.0201273719682478
4230,132,Fábrica,Solo este agente aprendió,0.9329140345981928
4231,132,Fábrica,Todos aprendieron,1.3074689345128296
4236,132,Almacén Regional,Nadie aprendió,0.0
4237,132,Almacén Regional,Solo otro agente aprendió,-0.15273322519273572
4238,132,Almacén Regional,Solo este agente aprendió,1.038653424592973
4244,132,Menudeo,Nadie aprendió,0.0
4245,132,Menudeo,Solo otro agente aprendió,0.9756403072809304
4246,132,Menudeo,Solo este agente aprendió,0.9774010992855102
4247,132,Menudeo,Todos aprendieron,1.3074689345128296
4252,132,Mayoreo,Nadie aprendió,0.0
4253,132,Mayoreo,Solo otro agente aprendió,0.39275063214055467
4254,132,Mayoreo,Solo este agente aprendió,0.5660683559369374
4255,132,Mayoreo,Todos aprendieron,1.7262701840833874
4260,133,Fábrica,Nadie aprendió,0.0
4261,133,Fábrica,Solo otro agente aprendió,1.2081083415973717
4262,133,Fábrica,Solo este agente aprendió,1.050212015468524
4263,133,Fábrica,Todos aprendieron,1.8671317962013845
4268,133,Almacén Regional,Nadie aprendió,0.0
4269,133,Almacén Regional,Solo otro agente aprendió,1.6404859912272793
4270,133,Almacén Regional,Solo este agente aprendió,-0.7618702478371637
4276,133,Menudeo,Nadie aprendió,0.0
4277,133,Menudeo,Solo otro agente aprendió,1.2223484604295467
4278,133,Menudeo,Solo este agente aprendió,1.0359718966363487
4279,133,Menudeo,Todos aprendieron,1.8671317962013845
4284,133,Mayoreo,Nadie aprendió,0.0
4285,133,Mayoreo,Solo otro agente aprendió,0.0625008325394404
4286,133,Mayoreo,Solo este agente aprendió,0.9042665045818854
4287,133,Mayoreo,Todos aprendieron,1.369268151062148
4292,134,Fábrica,Nadie aprendió,0.0
4293,134,Fábrica,Solo otro agente aprendió,1.265075935768733
4294,134,Fábrica,Solo este agente aprendió,1.1222674799101684
4295,134,Fábrica,Todos aprendieron,2.1191784047260342
4300,134,Almacén Regional,Nadie aprendió,0.0
4301,134,Almacén Regional,Solo otro agente aprendió,-0.1165677601594817
4302,134,Almacén Regional,Solo este agente aprendió,1.0021851335496523
4303,134,Almacén Regional,Todos aprendieron,4.951543343749602
4308,134,Menudeo,Nadie aprendió,0.0
4309,134,Menudeo,Solo otro agente aprendió,1.2573596681087145
4310,134,Menudeo,Solo este agente aprendió,1.1299837475701866
4311,134,Menudeo,Todos aprendieron,2.1191784047260342
4316,134,Mayoreo,Nadie aprendió,0.0
4317,134,Mayoreo,Solo otro agente aprendió,0.6087819575778942
4318,134,Mayoreo,Solo este agente aprendió,0.3064388968717245
4319,134,Mayoreo,Todos aprendieron,3.1223826523435645
4324,135,Fábrica,Nadie aprendió,0.0
4325,135,Fábrica,Solo otro agente aprendió,1.4020530122532617
4326,135,Fábrica,Solo este agente aprendió,1.070233827881716
4327,135,Fábrica,Todos aprendieron,2.3604926761877647
4332,135,Almacén Regional,Nadie aprendió,0.0
4333,135,Almacén Regional,Solo otro agente aprendió,0.34824272418481045
4334,135,Almacén Regional,Solo este agente aprendió,0.6290498917664138
4335,135,Almacén Regional,Todos aprendieron,1.6972259812540593
4340,135,Menudeo,Nadie aprendió,0.0
4341,135,Menudeo,Solo otro agente aprendió,1.3712206275019514
4342,135,Menudeo,Solo este agente aprendió,1.1010662126330264
4343,135,Menudeo,Todos aprendieron,2.3604926761877647
4348,135,Mayoreo,Nadie aprendió,0.0
4349,135,Mayoreo,Solo otro agente aprendió,0.2688211887521437
4350,135,Mayoreo,Solo este agente aprendió,0.6805424057459109
4351,135,Mayoreo,Todos aprendieron,2.079342149136729
4356,136,Fábrica,Nadie aprendió,0.0
4358,136,Fábrica,Solo este agente aprendió,-0.13185435390409495
4364,136,Almacén Regional,Nadie aprendió,0.0
4365,136,Almacén Regional,Solo otro agente aprendió,1.3842015717301912
4366,136,Almacén Regional,Solo este agente aprendió,-2.595715676272639
4372,136,Menudeo,Nadie aprendió,0.0
4380,136,Mayoreo,Nadie aprendió,0.0
4381,136,Mayoreo,Solo otro agente aprendió,0.19924992572492203
4382,136,Mayoreo,Solo este agente aprendió,0.7272176133120208
4383,136,Mayoreo,Todos aprendieron,2.6160412352538795
4388,137,Fábrica,Nadie aprendió,0.0
4389,137,Fábrica,Solo otro agente aprendió,2.185133903551628
4390,137,Fábrica,Solo este agente aprendió,0.9415299683271503
4391,137,Fábrica,Todos aprendieron,3.554707984514348
4396,137,Almacén Regional,Nadie aprendió,0.0
4397,137,Almacén Regional,Solo otro agente aprendió,0.2814163695182004
4398,137,Almacén Regional,Solo este agente aprendió,0.38811858882779987
4404,137,Menudeo,Nadie aprendió,0.0
4405,137,Menudeo,Solo otro agente aprendió,1.7834960218100426
4406,137,Menudeo,Solo este agente aprendió,1.3431678500687356
4407,137,Menudeo,Todos aprendieron,3.554707984514348
4412,137,Mayoreo,Nadie aprendió,0.0
4413,137,Mayoreo,Solo otro agente aprendió,0.33236065302703427
4414,137,Mayoreo,Solo este agente aprendió,0.6180072415855794
4415,137,Mayoreo,Todos aprendieron,1.8770837252256047
4420,138,Fábrica,Nadie aprendió,0.0
4421,138,Fábrica,Solo otro agente aprendió,1.1763671419705581
4422,138,Fábrica,Solo este agente aprendió,0.9164094560459354
4423,138,Fábrica,Todos aprendieron,1.6506155461282512
4428,138,Almacén Regional,Nadie aprendió,0.0
4429,138,Almacén Regional,Solo otro agente aprendió,-1.5892773966839255
4430,138,Almacén Regional,Solo este agente aprendió,0.12632618266838042
4436,138,Menudeo,Nadie aprendió,0.0
4437,138,Menudeo,Solo otro agente aprendió,0.9853545448607856
4438,138,Menudeo,Solo este agente aprendió,1.1074220531557077
4439,138,Menudeo,Todos aprendieron,1.6506155461282512
4444,138,Mayoreo,Nadie aprendió,0.0
4445,138,Mayoreo,Solo otro agente aprendió,-0.25602306422436105
4446,138,Mayoreo,Solo este agente aprendió,1.190593448347406
4447,138,Mayoreo,Todos aprendieron,2.104358134050472
4452,139,Fábrica,Nadie aprendió,0.0
4453,139,Fábrica,Solo otro agente aprendió,1.0213859466226602
4454,139,Fábrica,Solo este agente aprendió,1.0873222229865085
4455,139,Fábrica,Todos aprendieron,1.6308616096624782
4460,139,Almacén Regional,Nadie aprendió,0.0
4461,139,Almacén Regional,Solo otro agente aprendió,0.5604973216349487
4462,139,Almacén Regional,Solo este agente aprendió,0.37399226599176616
4463,139,Almacén Regional,Todos aprendieron,3.2292545162834014
4468,139,Menudeo,Nadie aprendió,0.0
4469,139,Menudeo,Solo otro agente aprendió,1.1719541240533558
4470,139,Menudeo,Solo este agente aprendió,0.9367540455558128
4471,139,Menudeo,Todos aprendieron,1.6308616096624782
4476,139,Mayoreo,Nadie aprendió,0.0
4477,139,Mayoreo,Solo otro agente aprendió,0.10132421637300708
4478,139,Mayoreo,Solo este agente aprendió,0.8743756633859279
4479,139,Mayoreo,Todos aprendieron,1.2681580687212088
4484,140,Fábrica,Nadie aprendió,0.0
4485,140,Fábrica,Solo otro agente aprendió,1.0012668992420886
4486,140,Fábrica,Solo este agente aprendió,0.9853472261022892
4487,140,Fábrica,Todos aprendieron,1.3582769088467406
4492,140,Almacén Regional,Nadie aprendió,0.0
4493,140,Almacén Regional,Solo otro agente aprendió,0.6706783732053301
4494,140,Almacén Regional,Solo este agente aprendió,-1.048077262636966
4500,140,Menudeo,Nadie aprendió,0.0
4501,140,Menudeo,Solo otro agente aprendió,1.049912912942711
4502,140,Menudeo,Solo este agente aprendió,0.9367012124016669
4503,140,Menudeo,Todos aprendieron,1.3582769088467406
4508,140,Mayoreo,Nadie aprendió,0.0
4509,140,Mayoreo,Solo otro agente aprendió,0.20817904169142837
4510,140,Mayoreo,Solo este agente aprendió,0.7396632205189013
4511,140,Mayoreo,Todos aprendieron,2.0089060090654014
4516,141,Fábrica,Nadie aprendió,0.0
4517,141,Fábrica,Solo otro agente aprendió,0.9336405046127969
4518,141,Fábrica,Solo este agente aprendió,1.0106572031851326
4519,141,Fábrica,Todos aprendieron,1.2338976275264095
4524,141,Almacén Regional,Nadie aprendió,0.0
4525,141,Almacén Regional,Solo otro agente aprendió,0.43785804044322807
4526,141,Almacén Regional,Solo este agente aprendió,0.5357811502060521
4527,141,Almacén Regional,Todos aprendieron,1.723322001541587
4532,141,Menudeo,Nadie aprendió,0.0
4533,141,Menudeo,Solo otro agente aprendió,0.9569709937034117
4534,141,Menudeo,Solo este agente aprendió,0.9873267140945179
4535,141,Menudeo,Todos aprendieron,1.2338976275264095
4540,141,Mayoreo,Nadie aprendió,0.0
4541,141,Mayoreo,Solo otro agente aprendió,0.3102701901035849
4542,141,Mayoreo,Solo este agente aprendió,0.6482327891395885
4543,141,Mayoreo,Todos aprendieron,1.7291829031226924
4548,142,Fábrica,Nadie aprendió,0.0
4549,142,Fábrica,Solo otro agente aprendió,1.194471555338369
4550,142,Fábrica,Solo este agente aprendió,1.0488036453857426
4551,142,Fábrica,Todos aprendieron,1.8396704773572712
4556,142,Almacén Regional,Nadie aprendió,0.0
4557,142,Almacén Regional,Solo otro agente aprendió,-0.5902855581582434
4558,142,Almacén Regional,Solo este agente aprendió,1.4789870201015205
4564,142,Menudeo,Nadie aprendió,0.0
4565,142,Menudeo,Solo otro agente aprendió,1.1668768183968417
4566,142,Menudeo,Solo este agente aprendió,1.0763983823272696
4567,142,Menudeo,Todos aprendieron,1.8396704773572712
4572,142,Mayoreo,Nadie aprendió,0.0
4573,142,Mayoreo,Solo otro agente aprendió,0.823125190063152
4574,142,Mayoreo,Solo este agente aprendió,0.05793262989773857
4575,142,Mayoreo,Todos aprendieron,3.845966906226448
4580,143,Fábrica,Nadie aprendió,0.0
4581,143,Fábrica,Solo otro agente aprendió,1.3435428020314404
4582,143,Fábrica,Solo este agente aprendió,0.9457396055108767
4583,143,Fábrica,Todos aprendieron,2.0377014708033614
4588,143,Almacén Regional,Nadie aprendió,0.0
4589,143,Almacén Regional,Solo otro agente aprendió,-9.902818527192222
4596,143,Menudeo,Nadie aprendió,0.0
4597,143,Menudeo,Solo otro agente aprendió,1.2332616063489552
4598,143,Menudeo,Solo este agente aprendió,1.0560208011933618
4599,143,Menudeo,Todos aprendieron,2.0377014708033614
4604,143,Mayoreo,Nadie aprendió,0.0
4605,143,Mayoreo,Solo otro agente aprendió,-0.011376376115158548
4606,143,Mayoreo,Solo este agente aprendió,0.9521078830164054
4607,143,Mayoreo,Todos aprendieron,2.295299874986356
4612,144,Fábrica,Nadie aprendió,0.0
4613,144,Fábrica,Solo otro agente aprendió,0.3586046780103966
4614,144,Fábrica,Solo este agente aprendió,-0.015944072481418242
4615,144,Fábrica,Todos aprendieron,3.620822422286585
4620,144,Almacén Regional,Nadie aprendió,0.0
4621,144,Almacén Regional,Solo otro agente aprendió,-0.4667263375018842
4622,144,Almacén Regional,Solo este agente aprendió,-0.6326999420148446
4623,144,Almacén Regional,Todos aprendieron,2.9602123803621794
4628,144,Menudeo,Nadie aprendió,0.0
4629,144,Menudeo,Solo otro agente aprendió,0.508539065234312
4630,144,Menudeo,Solo este agente aprendió,-0.16587845970533385
4631,144,Menudeo,Todos aprendieron,3.620822422286585
4636,144,Mayoreo,Nadie aprendió,0.0
4637,144,Mayoreo,Solo otro agente aprendió,0.5054371731968524
4638,144,Mayoreo,Solo este agente aprendió,-1.658587656402624
4639,144,Mayoreo,Todos aprendieron,3.6909504752733353
4644,145,Fábrica,Nadie aprendió,0.0
4652,145,Almacén Regional,Nadie aprendió,0.0
4653,145,Almacén Regional,Solo otro agente aprendió,-0.4880452027398977
4654,145,Almacén Regional,Solo este agente aprendió,-0.6305586622560561
4655,145,Almacén Regional,Todos aprendieron,3.845101344252347
4660,145,Menudeo,Nadie aprendió,0.0
4662,145,Menudeo,Solo este agente aprendió,1.261767195645434
4668,145,Mayoreo,Nadie aprendió,0.0
4669,145,Mayoreo,Solo otro agente aprendió,-1.3745714009314232
4670,145,Mayoreo,Solo este agente aprendió,0.05802262053949207
4676,146,Fábrica,Nadie aprendió,0.0
4677,146,Fábrica,Solo otro agente aprendió,1.2811020108223736
4678,146,Fábrica,Solo este agente aprendió,1.0090087679888669
4679,146,Fábrica,Todos aprendieron,2.001510449962023
4684,146,Almacén Regional,Nadie aprendió,0.0
4685,146,Almacén Regional,Solo otro agente aprendió,-1.2055917615759388
4686,146,Almacén Regional,Solo este agente aprendió,0.5620331599547189
4692,146,Menudeo,Nadie aprendió,0.0
4693,146,Menudeo,Solo otro agente aprendió,1.198216208878948
4694,146,Menudeo,Solo este agente aprendió,1.0918945699322922
4695,146,Menudeo,Todos aprendieron,2.001510449962023
4700,146,Mayoreo,Nadie aprendió,0.0
4701,146,Mayoreo,Solo otro agente aprendió,0.13244719536456873
4702,146,Mayoreo,Solo este agente aprendió,0.8312914406566732
4703,146,Mayoreo,Todos aprendieron,1.481713729032353
4708,147,Fábrica,Nadie aprendió,0.0
4709,147,Fábrica,Solo otro agente aprendió,2.8247079176908114
4710,147,Fábrica,Solo este agente aprendió,1.1841349532049918
4716,147,Almacén Regional,Nadie aprendió,0.0
4717,147,Almacén Regional,Solo otro agente aprendió,0.12729659566870866
4718,147,Almacén Regional,Solo este agente aprendió,-1.2051443310173189
4719,147,Almacén Regional,Todos aprendieron,2.5285026766065313
4724,147,Menudeo,Nadie aprendió,0.0
4725,147,Menudeo,Solo otro agente aprendió,1.733843696673239
4726,147,Menudeo,Solo este agente aprendió,2.274999174222564
4732,147,Mayoreo,Nadie aprendió,0.0
4740,148,Fábrica,Nadie aprendió,0.0
4741,148,Fábrica,Solo otro agente aprendió,1.5472868017106467
4742,148,Fábrica,Solo este agente aprendió,1.2562150013340458
4743,148,Fábrica,Todos aprendieron,3.028017174362886
4748,148,Almacén Regional,Nadie aprendió,0.0
4749,148,Almacén Regional,Solo otro agente aprendió,-2.4945266479891277
4750,148,Almacén Regional,Solo este agente aprendió,0.9186444592803352
4756,148,Menudeo,Nadie aprendió,0.0
4757,148,Menudeo,Solo otro agente aprendió,1.564107603474524
4758,148,Menudeo,Solo este agente aprendió,1.2393941995701685
4759,148,Menudeo,Todos aprendieron,3.028017174362886
4764,148,Mayoreo,Nadie aprendió,0.0
4765,148,Mayoreo,Solo otro agente aprendió,0.7284158754967541
4766,148,Mayoreo,Solo este agente aprendió,-2.174635561273947
4772,149,Fábrica,Nadie aprendió,0.0
4774,149,Fábrica,Solo este agente aprendió,3.6329022567606684
4780,149,Almacén Regional,Nadie aprendió,0.0
4781,149,Almacén Regional,Solo otro agente aprendió,-2.7153410002704836
4782,149,Almacén Regional,Solo este agente aprendió,1.3984004745330392
4788,149,Menudeo,Nadie aprendió,0.0
4790,149,Menudeo,Solo este agente aprendió,1.990037060120791
4796,149,Mayoreo,Nadie aprendió,0.0
4797,149,Mayoreo,Solo otro agente aprendió,-0.05290517030320072
4798,149,Mayoreo,Solo este agente aprendió,0.9634371403085144
4799,149,Mayoreo,Todos aprendieron,2.266428027799576
4804,150,Fábrica,Nadie aprendió,0.0
4805,150,Fábrica,Solo otro agente aprendió,2.421751582479268
4806,150,Fábrica,Solo este agente aprendió,1.004732821952261
4807,150,Fábrica,Todos aprendieron,4.186118895664936
4812,150,Almacén Regional,Nadie aprendió,0.0
4820,150,Menudeo,Nadie aprendió,0.0
4821,150,Menudeo,Solo otro agente aprendió,2.056144250891431
4822,150,Menudeo,Solo este agente aprendió,1.3703401535400979
4823,150,Menudeo,Todos aprendieron,4.186118895664936
4828,150,Mayoreo,Nadie aprendió,0.0
4829,150,Mayoreo,Solo otro agente aprendió,-1.1861663629265695
4830,150,Mayoreo,Solo este agente aprendió,1.5398699739584287
4836,151,Fábrica,Nadie aprendió,0.0
4837,151,Fábrica,Solo otro agente aprendió,0.9536178561132522
4838,151,Fábrica,Solo este agente aprendió,0.9882226900784975
4839,151,Fábrica,Todos aprendieron,1.2378397510751076
4844,151,Almacén Regional,Nadie aprendió,0.0
4845,151,Almacén Regional,Solo otro agente aprendió,0.37657829339695936
4846,151,Almacén Regional,Solo este agente aprendió,0.5878892034539142
4847,151,Almacén Regional,Todos aprendieron,2.1013390554753864
4852,151,Menudeo,Nadie aprendió,0.0
4853,151,Menudeo,Solo otro agente aprendió,0.9606810594118226
4854,151,Menudeo,Solo este agente aprendió,0.9811594867799271
4855,151,Menudeo,Todos aprendieron,1.2378397510751076
4860,151,Mayoreo,Nadie aprendió,0.0
4861,151,Mayoreo,Solo otro agente aprendió,0.3102254085793294
4862,151,Mayoreo,Solo este agente aprendió,0.6625755384564344
4863,151,Mayoreo,Todos aprendieron,1.2983133647452425
4868,152,Fábrica,Nadie aprendió,0.0
4869,152,Fábrica,Solo otro agente aprendió,1.1809212830654428
4870,152,Fábrica,Solo este agente aprendió,1.1038250497205953
4871,152,Fábrica,Todos aprendieron,2.0503371633651546
4876,152,Almacén Regional,Nadie aprendió,0.0
4877,152,Almacén Regional,Solo otro agente aprendió,2.642776573852758
4878,152,Almacén Regional,Solo este agente aprendió,-1.9139395678253397
4884,152,Menudeo,Nadie aprendió,0.0
4885,152,Menudeo,Solo otro agente aprendió,1.0399647578708644
4886,152,Menudeo,Solo este agente aprendió,1.2447815749151734
4887,152,Menudeo,Todos aprendieron,2.0503371633651546
4892,152,Mayoreo,Nadie aprendió,0.0
4893,152,Mayoreo,Solo otro agente aprendió,-0.08496200989190962
4894,152,Mayoreo,Solo este agente aprendió,0.9921870787796875
4895,152,Mayoreo,Todos aprendieron,2.987507090982117
4900,153,Fábrica,Nadie aprendió,0.0
4901,153,Fábrica,Solo otro agente aprendió,2.0751603485503503
4902,153,Fábrica,Solo este agente aprendió,0.9111953846797209
4903,153,Fábrica,Todos aprendieron,3.2598547820813355
4908,153,Almacén Regional,Nadie aprendió,0.0
4909,153,Almacén Regional,Solo otro agente aprendió,0.25651059237561946
4910,153,Almacén Regional,Solo este agente aprendió,0.5697895880669955
4916,153,Menudeo,Nadie aprendió,0.0
4917,153,Menudeo,Solo otro agente aprendió,1.7737842623713374
4918,153,Menudeo,Solo este agente aprendió,1.2125714708587334
4919,153,Menudeo,Todos aprendieron,3.2598547820813355
4924,153,Mayoreo,Nadie aprendió,0.0
4925,153,Mayoreo,Solo otro agente aprendió,-0.25097098386574856
4926,153,Mayoreo,Solo este agente aprendió,1.1468651128598317
4927,153,Mayoreo,Todos aprendieron,3.6256227008793456
4932,154,Fábrica,Nadie aprendió,0.0
4933,154,Fábrica,Solo otro agente aprendió,0.711458544097185
4934,154,Fábrica,Solo este agente aprendió,0.9149566342277159
4940,154,Almacén Regional,Nadie aprendió,0.0
4941,154,Almacén Regional,Solo otro agente aprendió,0.16565097918698354
4942,154,Almacén Regional,Solo este agente aprendió,-1.216407071516674
4943,154,Almacén Regional,Todos aprendieron,1.3417167750902992
4948,154,Menudeo,Nadie aprendió,0.0
4949,154,Menudeo,Solo otro agente aprendió,2.590166011215491
4950,154,Menudeo,Solo este agente aprendió,-0.9637508328905896
4956,154,Mayoreo,Nadie aprendió,0.0
4957,154,Mayoreo,Solo otro agente aprendió,-0.90585461620694
4958,154,Mayoreo,Solo este agente aprendió,-0.180533478119026
4959,154,Mayoreo,Todos aprendieron,1.8666328310206883
4964,155,Fábrica,Nadie aprendió,0.0
4965,155,Fábrica,Solo otro agente aprendió,3.4009537113145085
4972,155,Almacén Regional,Nadie aprendió,0.0
4973,155,Almacén Regional,Solo otro agente aprendió,0.06089043955300115
4974,155,Almacén Regional,Solo este agente aprendió,-1.1401341900606834
4975,155,Almacén Regional,Todos aprendieron,2.565499476532193
4980,155,Menudeo,Nadie aprendió,0.0
4982,155,Menudeo,Solo este agente aprendió,3.954217008854872
4988,155,Mayoreo,Nadie aprendió,0.0
4989,155,Mayoreo,Solo otro agente aprendió,0.44469980537877835
4990,155,Mayoreo,Solo este agente aprendió,-1.558896043811793
4991,155,Mayoreo,Todos aprendieron,2.5785788241330736
4996,156,Fábrica,Nadie aprendió,0.0
4997,156,Fábrica,Solo otro agente aprendió,2.3869314823959886
4998,156,Fábrica,Solo este agente aprendió,0.9770170207053904
4999,156,Fábrica,Todos aprendieron,4.541676168602455
5004,156,Almacén Regional,Nadie aprendió,0.0
5005,156,Almacén Regional,Solo otro agente aprendió,-0.12806128045379067
5006,156,Almacén Regional,Solo este agente aprendió,-0.9948892791031776
5007,156,Almacén Regional,Todos aprendieron,4.5522996683447525
5012,156,Menudeo,Nadie aprendió,0.0
5013,156,Menudeo,Solo otro agente aprendió,1.626330548746985
5014,156,Menudeo,Solo este agente aprendió,1.737617954354394
5015,156,Menudeo,Todos aprendieron,4.541676168602455
5020,156,Mayoreo,Nadie aprendió,0.0
5021,156,Mayoreo,Solo otro agente aprendió,-0.562205533943555
5022,156,Mayoreo,Solo este agente aprendió,-0.6622739166402004
5028,157,Fábrica,Nadie aprendió,0.0
5029,157,Fábrica,Solo otro agente aprendió,1.739797097715405
5030,157,Fábrica,Solo este agente aprendió,1.5645662744454003
5031,157,Fábrica,Todos aprendieron,4.362051519096414
5036,157,Almacén Regional,Nadie aprendió,0.0
5037,157,Almacén Regional,Solo otro agente aprendió,-0.3755055675528974
5038,157,Almacén Regional,Solo este agente aprendió,-0.7852453338063048
5044,157,Menudeo,Nadie aprendió,0.0
5045,157,Menudeo,Solo otro agente aprendió,1.5842206790400455
5046,157,Menudeo,Solo este agente aprendió,1.7201426931207595
5047,157,Menudeo,Todos aprendieron,4.362051519096414
5052,157,Mayoreo,Nadie aprendió,0.0
5053,157,Mayoreo,Solo otro agente aprendió,0.7329065503581567
5054,157,Mayoreo,Solo este agente aprendió,0.20593556707605848
5055,157,Mayoreo,Todos aprendieron,2.4118112186970317
5060,158,Fábrica,Nadie aprendió,0.0
5061,158,Fábrica,Solo otro agente aprendió,0.6889711337782616
5062,158,Fábrica,Solo este agente aprendió,-0.6621570877298406
5063,158,Fábrica,Todos aprendieron,3.0998515556312083
5068,158,Almacén Regional,Nadie aprendió,0.0
5069,158,Almacén Regional,Solo otro agente aprendió,-0.3310027240864908
5070,158,Almacén Regional,Solo este agente aprendió,-0.7131293689015863
5071,158,Almacén Regional,Todos aprendieron,0.9804453021226266
5076,158,Menudeo,Nadie aprendió,0.0
5077,158,Menudeo,Solo otro agente aprendió,0.635550812215359
5078,158,Menudeo,Solo este agente aprendió,-0.6087367661669381
5079,158,Menudeo,Todos aprendieron,3.0998515556312083
5084,158,Mayoreo,Nadie aprendió,0.0
5085,158,Mayoreo,Solo otro agente aprendió,-0.16614173024064413
5086,158,Mayoreo,Solo este agente aprendió,-0.8959400162592168
5087,158,Mayoreo,Todos aprendieron,1.2149486234074007
5092,159,Fábrica,Nadie aprendió,0.0
5093,159,Fábrica,Solo otro agente aprendió,0.6967793360861165
5094,159,Fábrica,Solo este agente aprendió,-0.812914048078079
5095,159,Fábrica,Todos aprendieron,2.6464969908893194
5100,159,Almacén Regional,Nadie aprendió,0.0
5101,159,Almacén Regional,Solo otro agente aprendió,0.11496615949559923
5102,159,Almacén Regional,Solo este agente aprendió,-1.158662055022753
5103,159,Almacén Regional,Todos aprendieron,1.0520422772748643
5108,159,Menudeo,Nadie aprendió,0.0
5109,159,Menudeo,Solo otro agente aprendió,0.25827096403798094
5110,159,Menudeo,Solo este agente aprendió,-0.3744056760299434
5111,159,Menudeo,Todos aprendieron,2.6464969908893194
5116,159,Mayoreo,Nadie aprendió,0.0
5117,159,Mayoreo,Solo otro agente aprendió,-0.49774555853209085
5118,159,Mayoreo,Solo este agente aprendió,-0.5954357100909393
5119,159,Mayoreo,Todos aprendieron,2.0038928810702332
5124,160,Fábrica,Nadie aprendió,0.0
5125,160,Fábrica,Solo otro agente aprendió,1.2922883425541956
5126,160,Fábrica,Solo este agente aprendió,0.9149557365681689
5127,160,Fábrica,Todos aprendieron,1.805834548791627
5132,160,Almacén Regional,Nadie aprendió,0.0
5133,160,Almacén Regional,Solo otro agente aprendió,0.7445033546866177
5134,160,Almacén Regional,Solo este agente aprendió,0.2106070082775582
5135,160,Almacén Regional,Todos aprendieron,2.5743551562717153
5140,160,Menudeo,Nadie aprendió,0.0
5141,160,Menudeo,Solo otro agente aprendió,1.114870990913796
5142,160,Menudeo,Solo este agente aprendió,1.0923730882085685
5143,160,Menudeo,Todos aprendieron,1.805834548791627
5148,160,Mayoreo,Nadie aprendió,0.0
5149,160,Mayoreo,Solo otro agente aprendió,0.10328569288509268
5150,160,Mayoreo,Solo este agente aprendió,0.8554008782850054
5151,160,Mayoreo,Todos aprendieron,1.570096695530194
5156,161,Fábrica,Nadie aprendió,0.0
5157,161,Fábrica,Solo otro agente aprendió,1.4379479468753091
5158,161,Fábrica,Solo este agente aprendió,0.9151637210362861
5159,161,Fábrica,Todos aprendieron,2.0258022528101964
5164,161,Almacén Regional,Nadie aprendió,0.0
5165,161,Almacén Regional,Solo otro agente aprendió,-0.2643771172680026
5166,161,Almacén Regional,Solo este agente aprendió,1.1665130434790272
5167,161,Almacén Regional,Todos aprendieron,4.836066214549844
5172,161,Menudeo,Nadie aprendió,0.0
5173,161,Menudeo,Solo otro agente aprendió,1.221666350868412
5174,161,Menudeo,Solo este agente aprendió,1.1314453170431835
5175,161,Menudeo,Todos aprendieron,2.0258022528101964
5180,161,Mayoreo,Nadie aprendió,0.0
5181,161,Mayoreo,Solo otro agente aprendió,0.10580422119388247
5182,161,Mayoreo,Solo este agente aprendió,0.8559889571474343
5183,161,Mayoreo,Todos aprendieron,1.50319144580133
5188,162,Fábrica,Nadie aprendió,0.0
5189,162,Fábrica,Solo otro agente aprendió,1.5539895024208876
5190,162,Fábrica,Solo este agente aprendió,1.2072153014769238
5191,162,Fábrica,Todos aprendieron,2.9639804101199054
5196,162,Almacén Regional,Nadie aprendió,0.0
5197,162,Almacén Regional,Solo otro agente aprendió,-0.24094162726202997
5198,162,Almacén Regional,Solo este agente aprendió,-0.9102973025631346
5199,162,Almacén Regional,Todos aprendieron,4.920991379773452
5204,162,Menudeo,Nadie aprendió,0.0
5205,162,Menudeo,Solo otro agente aprendió,1.639193601337464
5206,162,Menudeo,Solo este agente aprendió,1.1220112025603477
5207,162,Menudeo,Todos aprendieron,2.9639804101199054
5212,162,Mayoreo,Nadie aprendió,0.0
5213,162,Mayoreo,Solo otro agente aprendió,-0.881698120590693
5214,162,Mayoreo,Solo este agente aprendió,1.6453664658711709
5220,163,Fábrica,Nadie aprendió,0.0
5221,163,Fábrica,Solo otro agente aprendió,1.09548620043615
5222,163,Fábrica,Solo este agente aprendió,0.1673503446797415
5228,163,Almacén Regional,Nadie aprendió,0.0
5229,163,Almacén Regional,Solo otro agente aprendió,-0.5428801488051369
5230,163,Almacén Regional,Solo este agente aprendió,-0.5379225743486911
5231,163,Almacén Regional,Todos aprendieron,2.4423979627410795
5236,163,Menudeo,Nadie aprendió,0.0
5237,163,Menudeo,Solo otro agente aprendió,1.83643611037758
5238,163,Menudeo,Solo este agente aprendió,-0.573599565261688
5244,163,Mayoreo,Nadie aprendió,0.0
5245,163,Mayoreo,Solo otro agente aprendió,-0.6711420557835452
5246,163,Mayoreo,Solo este agente aprendió,-0.4172325787076135
5247,163,Mayoreo,Todos aprendieron,2.053838566063828
5252,164,Fábrica,Nadie aprendió,0.0
5253,164,Fábrica,Solo otro agente aprendió,0.9540633152677206
5254,164,Fábrica,Solo este agente aprendió,1.0075331984706184
