,iteracion,agente,estrategia,desempeño
2030,63,Almacén Regional,Solo este agente aprendió,1.2951755176821913
2031,63,Almacén Regional,Todos aprendieron,3.1743088283433134
2036,63,Menudeo,Nadie aprendió,0.0
2037,63,Menudeo,Solo otro agente aprendió,1.2904853484271086
2038,63,Menudeo,Solo este agente aprendió,0.9912524541042104
2039,63,Menudeo,Todos aprendieron,1.948388919666517
2044,63,Mayoreo,Nadie aprendió,0.0
2045,63,Mayoreo,Solo otro agente aprendió,0.6994959957229959
2046,63,Mayoreo,Solo este agente aprendió,0.25743018010643
2047,63,Mayoreo,Todos aprendieron,1.7144447116436734
2052,64,Fábrica,Nadie aprendió,0.0
2053,64,Fábrica,Solo otro agente aprendió,1.0359613729698334
2054,64,Fábrica,Solo este agente aprendió,1.0744317711859168
2055,64,Fábrica,Todos aprendieron,1.6443650657330666
2060,64,Almacén Regional,Nadie aprendió,0.0
2061,64,Almacén Regional,Solo otro agente aprendió,-0.7845010915863398
2062,64,Almacén Regional,Solo este agente aprendió,-0.3388578677948693
2063,64,Almacén Regional,Todos aprendieron,4.156387114686777
2068,64,Menudeo,Nadie aprendió,0.0
2069,64,Menudeo,Solo otro agente aprendió,1.1354411888440035
2070,64,Menudeo,Solo este agente aprendió,0.9749519553117466
2071,64,Menudeo,Todos aprendieron,1.6443650657330666
2076,64,Mayoreo,Nadie aprendió,0.0
2077,64,Mayoreo,Solo otro agente aprendió,0.5374454165745336
2078,64,Mayoreo,Solo este agente aprendió,0.4189693267033113
2079,64,Mayoreo,Todos aprendieron,1.6170327365942905
2084,65,Fábrica,Nadie aprendió,0.0
2085,65,Fábrica,Solo otro agente aprendió,1.53518092345462
2086,65,Fábrica,Solo este agente aprendió,1.1978701998087158
2087,65,Fábrica,Todos aprendieron,2.9775354087964425
2092,65,Almacén Regional,Nadie aprendió,0.0
2093,65,Almacén Regional,Solo otro agente aprendió,0.17459124791863356
2094,65,Almacén Regional,Solo este agente aprendió,0.6669801366930501
2100,65,Menudeo,Nadie aprendió,0.0
2101,65,Menudeo,Solo otro agente aprendió,1.2630574533677879
2102,65,Menudeo,Solo este agente aprendió,1.469993669895548
2103,65,Menudeo,Todos aprendieron,2.9775354087964425
2108,65,Mayoreo,Nadie aprendió,0.0
2109,65,Mayoreo,Solo otro agente aprendió,0.41226482631581
2110,65,Mayoreo,Solo este agente aprendió,0.5430545335951579
2111,65,Mayoreo,Todos aprendieron,1.6472274669732525
2116,66,Fábrica,Nadie aprendió,0.0
2117,66,Fábrica,Solo otro agente aprendió,2.2147149636149885
2118,66,Fábrica,Solo este agente aprendió,0.8199166483910858
2119,66,Fábrica,Todos aprendieron,3.670840874800842
2124,66,Almacén Regional,Nadie aprendió,0.0
2125,66,Almacén Regional,Solo otro agente aprendió,-0.9120550079476638
2126,66,Almacén Regional,Solo este agente aprendió,-0.1593090308380576
2127,66,Almacén Regional,Todos aprendieron,2.2154424957082233
2132,66,Menudeo,Nadie aprendió,0.0
2133,66,Menudeo,Solo otro agente aprendió,1.4477735003380114
2134,66,Menudeo,Solo este agente aprendió,1.5868581116680631
2135,66,Menudeo,Todos aprendieron,3.670840874800842
2140,66,Mayoreo,Nadie aprendió,0.0
2141,66,Mayoreo,Solo otro agente aprendió,-0.452313415727265
2142,66,Mayoreo,Solo este agente aprendió,1.291505852335184
2143,66,Mayoreo,Todos aprendieron,4.789307384016411
2148,67,Fábrica,Nadie aprendió,0.0
2149,67,Fábrica,Solo otro agente aprendió,2.0328746118437544
2150,67,Fábrica,Solo este agente aprendió,0.7890601891805289
2151,67,Fábrica,Todos aprendieron,3.038512671201037
2156,67,Almacén Regional,Nadie aprendió,0.0
2157,67,Almacén Regional,Solo otro agente aprendió,-0.1657455500485084
2158,67,Almacén Regional,Solo este agente aprendió,1.1117949757963506
2159,67,Almacén Regional,Todos aprendieron,2.883653520762524
2164,67,Menudeo,Nadie aprendió,0.0
2165,67,Menudeo,Solo otro agente aprendió,1.757552974278409
2166,67,Menudeo,Solo este agente aprendió,1.0643818267458742
2167,67,Menudeo,Todos aprendieron,3.038512671201037
2172,67,Mayoreo,Nadie aprendió,0.0
2173,67,Mayoreo,Solo otro agente aprendió,-0.41212001652879754
2174,67,Mayoreo,Solo este agente aprendió,1.351840091520241
2175,67,Mayoreo,Todos aprendieron,2.054667239567146
2180,68,Fábrica,Nadie aprendió,0.0
2181,68,Fábrica,Solo otro agente aprendió,2.868987263377851
2182,68,Fábrica,Solo este agente aprendió,1.0570665000230375
2188,68,Almacén Regional,Nadie aprendió,0.0
2189,68,Almacén Regional,Solo otro agente aprendió,-1.140583108456225
2190,68,Almacén Regional,Solo este agente aprendió,0.049084656153426304
2191,68,Almacén Regional,Todos aprendieron,3.0313738873691634
2196,68,Menudeo,Nadie aprendió,0.0
2197,68,Menudeo,Solo otro agente aprendió,2.019784873827809
2198,68,Menudeo,Solo este agente aprendió,1.9062688895730795
2204,68,Mayoreo,Nadie aprendió,0.0
2205,68,Mayoreo,Solo otro agente aprendió,-0.4835572940088336
2206,68,Mayoreo,Solo este agente aprendió,-0.8719687631248103
2212,69,Fábrica,Nadie aprendió,0.0
2214,69,Fábrica,Solo este agente aprendió,-1.3598309505992836
2220,69,Almacén Regional,Nadie aprendió,0.0
2221,69,Almacén Regional,Solo otro agente aprendió,0.004478633765926365
2222,69,Almacén Regional,Solo este agente aprendió,-1.212624692641961
2228,69,Menudeo,Nadie aprendió,0.0
2229,69,Menudeo,Solo otro agente aprendió,2.0287348745307754
2230,69,Menudeo,Solo este agente aprendió,4.7769275884272275
2236,69,Mayoreo,Nadie aprendió,0.0
2237,69,Mayoreo,Solo otro agente aprendió,-1.2349569129259383
2238,69,Mayoreo,Solo este agente aprendió,-0.07259846344831926
2244,70,Fábrica,Nadie aprendió,0.0
2245,70,Fábrica,Solo otro agente aprendió,4.025530648605934
2246,70,Fábrica,Solo este agente aprendió,0.5754229518339481
2252,70,Almacén Regional,Nadie aprendió,0.0
2253,70,Almacén Regional,Solo otro agente aprendió,0.11944594339862363
2254,70,Almacén Regional,Solo este agente aprendió,0.8201833049186459
2255,70,Almacén Regional,Todos aprendieron,3.2530890741744063
2260,70,Menudeo,Nadie aprendió,0.0
2261,70,Menudeo,Solo otro agente aprendió,1.7543146172207316
2262,70,Menudeo,Solo este agente aprendió,2.8466389832191505
2268,70,Mayoreo,Nadie aprendió,0.0
2269,70,Mayoreo,Solo otro agente aprendió,-0.6405288519925951
2270,70,Mayoreo,Solo este agente aprendió,1.5151754648522986
2271,70,Mayoreo,Todos aprendieron,3.5343476151910767
2276,71,Fábrica,Nadie aprendió,0.0
2278,71,Fábrica,Solo este agente aprendió,0.45377766475242964
2284,71,Almacén Regional,Nadie aprendió,0.0
2285,71,Almacén Regional,Solo otro agente aprendió,-0.9443521782184197
2286,71,Almacén Regional,Solo este agente aprendió,-0.12168163228356381
2287,71,Almacén Regional,Todos aprendieron,2.086925561840875
2292,71,Menudeo,Nadie aprendió,0.0
2294,71,Menudeo,Solo este agente aprendió,1.9324877567923764
2300,71,Mayoreo,Nadie aprendió,0.0
2301,71,Mayoreo,Solo otro agente aprendió,-0.6972679654599355
2302,71,Mayoreo,Solo este agente aprendió,-0.439824529898667
2303,71,Mayoreo,Todos aprendieron,3.402115660365322
2308,72,Fábrica,Nadie aprendió,0.0
2309,72,Fábrica,Solo otro agente aprendió,2.5447587949046935
2310,72,Fábrica,Solo este agente aprendió,2.333767678986153
2316,72,Almacén Regional,Nadie aprendió,0.0
2317,72,Almacén Regional,Solo otro agente aprendió,-1.4354963765100444
2318,72,Almacén Regional,Solo este agente aprendió,0.27797427093541605
2324,72,Menudeo,Nadie aprendió,0.0
2326,72,Menudeo,Solo este agente aprendió,-0.7802437441936511
2332,72,Mayoreo,Nadie aprendió,0.0
2333,72,Mayoreo,Solo otro agente aprendió,0.9923889130782388
2334,72,Mayoreo,Solo este agente aprendió,-2.600273772008375
2340,73,Fábrica,Nadie aprendió,0.0
2341,73,Fábrica,Solo otro agente aprendió,1.0935305519129093
2342,73,Fábrica,Solo este agente aprendió,1.1425293637414102
2343,73,Fábrica,Todos aprendieron,1.9093990465368176
2348,73,Almacén Regional,Nadie aprendió,0.0
2356,73,Menudeo,Nadie aprendió,0.0
2357,73,Menudeo,Solo otro agente aprendió,1.264225046824476
2358,73,Menudeo,Solo este agente aprendió,0.9718348688298436
2359,73,Menudeo,Todos aprendieron,1.9093990465368176
2364,73,Mayoreo,Nadie aprendió,0.0
2365,73,Mayoreo,Solo otro agente aprendió,-1.4243518599374634
2366,73,Mayoreo,Solo este agente aprendió,-0.3336724682181656
2372,74,Fábrica,Nadie aprendió,0.0
2373,74,Fábrica,Solo otro agente aprendió,2.441532984417504
2374,74,Fábrica,Solo este agente aprendió,0.8266321625148337
2375,74,Fábrica,Todos aprendieron,4.219248082238366
2380,74,Almacén Regional,Nadie aprendió,0.0
2381,74,Almacén Regional,Solo otro agente aprendió,-0.469920197368912
2382,74,Almacén Regional,Solo este agente aprendió,-0.6682193527181601
2383,74,Almacén Regional,Todos aprendieron,4.498472775630773
2388,74,Menudeo,Nadie aprendió,0.0
2389,74,Menudeo,Solo otro agente aprendió,1.514365185535222
2390,74,Menudeo,Solo este agente aprendió,1.7537999613971162
2391,74,Menudeo,Todos aprendieron,4.219248082238366
2396,74,Mayoreo,Nadie aprendió,0.0
2397,74,Mayoreo,Solo otro agente aprendió,-1.9282487475489027
2398,74,Mayoreo,Solo este agente aprendió,0.6045194707814534
2404,75,Fábrica,Nadie aprendió,0.0
2405,75,Fábrica,Solo otro agente aprendió,1.3208103982059176
2406,75,Fábrica,Solo este agente aprendió,1.0137770342390278
2407,75,Fábrica,Todos aprendieron,2.0667714869583795
2412,75,Almacén Regional,Nadie aprendió,0.0
2420,75,Menudeo,Nadie aprendió,0.0
2421,75,Menudeo,Solo otro agente aprendió,1.3188177543141575
2422,75,Menudeo,Solo este agente aprendió,1.0157696781307877
2423,75,Menudeo,Todos aprendieron,2.0667714869583795
2428,75,Mayoreo,Nadie aprendió,0.0
2429,75,Mayoreo,Solo otro agente aprendió,-1.1590365328487435
2430,75,Mayoreo,Solo este agente aprendió,1.9199419305379068
2436,76,Fábrica,Nadie aprendió,0.0
2437,76,Fábrica,Solo otro agente aprendió,1.7637035207215561
2438,76,Fábrica,Solo este agente aprendió,1.27174970326417
2439,76,Fábrica,Todos aprendieron,3.459218496681412
2444,76,Almacén Regional,Nadie aprendió,0.0
2445,76,Almacén Regional,Solo otro agente aprendió,-0.37399839752971725
2446,76,Almacén Regional,Solo este agente aprendió,-0.7203024115548963
2447,76,Almacén Regional,Todos aprendieron,3.0580037594360294
2452,76,Menudeo,Nadie aprendió,0.0
2453,76,Menudeo,Solo otro agente aprendió,2.1192088714762134
2454,76,Menudeo,Solo este agente aprendió,0.9162443525095131
2455,76,Menudeo,Todos aprendieron,3.459218496681412
2460,76,Mayoreo,Nadie aprendió,0.0
2461,76,Mayoreo,Solo otro agente aprendió,2.873741603034532
2462,76,Mayoreo,Solo este agente aprendió,-3.0091502463772732
2468,77,Fábrica,Nadie aprendió,0.0
2469,77,Fábrica,Solo otro agente aprendió,1.0387425142355386
2470,77,Fábrica,Solo este agente aprendió,1.340688273212465
2471,77,Fábrica,Todos aprendieron,2.2198884207496827
2476,77,Almacén Regional,Nadie aprendió,0.0
2477,77,Almacén Regional,Solo otro agente aprendió,0.021333949751892678
2478,77,Almacén Regional,Solo este agente aprendió,0.8854675819516754
2479,77,Almacén Regional,Todos aprendieron,4.5638406823299
2484,77,Menudeo,Nadie aprendió,0.0
2485,77,Menudeo,Solo otro agente aprendió,1.4202699873072775
2486,77,Menudeo,Solo este agente aprendió,0.9591608001407261
2487,77,Menudeo,Todos aprendieron,2.2198884207496827
2492,77,Mayoreo,Nadie aprendió,0.0
2493,77,Mayoreo,Solo otro agente aprendió,0.17267287539307782
2494,77,Mayoreo,Solo este agente aprendió,0.7735031276584899
2495,77,Mayoreo,Todos aprendieron,2.051884053579225
2500,78,Fábrica,Nadie aprendió,0.0
2501,78,Fábrica,Solo otro agente aprendió,1.7401975831489902
2502,78,Fábrica,Solo este agente aprendió,1.359559252176465
2508,78,Almacén Regional,Nadie aprendió,0.0
2516,78,Menudeo,Nadie aprendió,0.0
2517,78,Menudeo,Solo otro agente aprendió,3.77685593435984
2518,78,Menudeo,Solo este agente aprendió,-0.677099099034385
2524,78,Mayoreo,Nadie aprendió,0.0
2532,79,Fábrica,Nadie aprendió,0.0
2533,79,Fábrica,Solo otro agente aprendió,1.4569568325635476
2534,79,Fábrica,Solo este agente aprendió,1.7580437260981656
2535,79,Fábrica,Todos aprendieron,3.949753582919379
2540,79,Almacén Regional,Nadie aprendió,0.0
2541,79,Almacén Regional,Solo otro agente aprendió,-2.1856277413298484
2542,79,Almacén Regional,Solo este agente aprendió,0.9904598824778945
2548,79,Menudeo,Nadie aprendió,0.0
2549,79,Menudeo,Solo otro agente aprendió,2.2988469296087533
2550,79,Menudeo,Solo este agente aprendió,0.9161536290529597
2551,79,Menudeo,Todos aprendieron,3.949753582919379
2556,79,Mayoreo,Nadie aprendió,0.0
2564,80,Fábrica,Nadie aprendió,0.0
2565,80,Fábrica,Solo otro agente aprendió,2.536847545879291
2566,80,Fábrica,Solo este agente aprendió,1.2238219173506992
2567,80,Fábrica,Todos aprendieron,4.981730016866641
2572,80,Almacén Regional,Nadie aprendió,0.0
2573,80,Almacén Regional,Solo otro agente aprendió,-4.893244425786955
2574,80,Almacén Regional,Solo este agente aprendió,0.7674448308964894
2580,80,Menudeo,Nadie aprendió,0.0
2581,80,Menudeo,Solo otro agente aprendió,1.7118182283397196
2582,80,Menudeo,Solo este agente aprendió,2.0488512348902708
2583,80,Menudeo,Todos aprendieron,4.981730016866641
2588,80,Mayoreo,Nadie aprendió,0.0
2589,80,Mayoreo,Solo otro agente aprendió,1.6420692440755993
2590,80,Mayoreo,Solo este agente aprendió,-2.9388000136649786
2596,81,Fábrica,Nadie aprendió,0.0
2597,81,Fábrica,Solo otro agente aprendió,2.527383779224856
2598,81,Fábrica,Solo este agente aprendió,-0.8186750934899798
2604,81,Almacén Regional,Nadie aprendió,0.0
2605,81,Almacén Regional,Solo otro agente aprendió,-0.24090531676732874
2606,81,Almacén Regional,Solo este agente aprendió,-0.8077767984290735
2607,81,Almacén Regional,Todos aprendieron,1.1965128936414295
2612,81,Menudeo,Nadie aprendió,0.0
2613,81,Menudeo,Solo otro agente aprendió,-0.4990518385014075
2614,81,Menudeo,Solo este agente aprendió,2.207760524236284
2620,81,Mayoreo,Nadie aprendió,0.0
2621,81,Mayoreo,Solo otro agente aprendió,-1.2486938143396276
2622,81,Mayoreo,Solo este agente aprendió,0.09606153740977741
2623,81,Mayoreo,Todos aprendieron,2.625656085069063
2628,82,Fábrica,Nadie aprendió,0.0
2629,82,Fábrica,Solo otro agente aprendió,1.6988302645314477
2630,82,Fábrica,Solo este agente aprendió,1.1627647773567744
2631,82,Fábrica,Todos aprendieron,3.195997090486575
2636,82,Almacén Regional,Nadie aprendió,0.0
2637,82,Almacén Regional,Solo otro agente aprendió,-0.05619689086248214
2638,82,Almacén Regional,Solo este agente aprendió,-1.4558373542360983
2644,82,Menudeo,Nadie aprendió,0.0
2645,82,Menudeo,Solo otro agente aprendió,1.7464509396859622
2646,82,Menudeo,Solo este agente aprendió,1.11514410220226
2647,82,Menudeo,Todos aprendieron,3.195997090486575
2652,82,Mayoreo,Nadie aprendió,0.0
2653,82,Mayoreo,Solo otro agente aprendió,0.3048852217749611
2654,82,Mayoreo,Solo este agente aprendió,0.6211608614485882
2655,82,Mayoreo,Todos aprendieron,2.5672458704741015
2660,83,Fábrica,Nadie aprendió,0.0
2661,83,Fábrica,Solo otro agente aprendió,3.623971131473427
2662,83,Fábrica,Solo este agente aprendió,1.500507338606211
2668,83,Almacén Regional,Nadie aprendió,0.0
2669,83,Almacén Regional,Solo otro agente aprendió,-0.5141626199502287
2670,83,Almacén Regional,Solo este agente aprendió,-0.6318891363086455
2671,83,Almacén Regional,Todos aprendieron,4.813514197591967
2676,83,Menudeo,Nadie aprendió,0.0
2677,83,Menudeo,Solo otro agente aprendió,3.1771092028437615
2678,83,Menudeo,Solo este agente aprendió,1.9473692672358767
2684,83,Mayoreo,Nadie aprendió,0.0
2685,83,Mayoreo,Solo otro agente aprendió,0.4381656491959053
2686,83,Mayoreo,Solo este agente aprendió,0.4070508975599003
2687,83,Mayoreo,Todos aprendieron,4.984422851057562
2692,84,Fábrica,Nadie aprendió,0.0
2693,84,Fábrica,Solo otro agente aprendió,1.6714877902165883
2694,84,Fábrica,Solo este agente aprendió,1.2820709937921997
2695,84,Fábrica,Todos aprendieron,3.3887653670165454
2700,84,Almacén Regional,Nadie aprendió,0.0
2701,84,Almacén Regional,Solo otro agente aprendió,3.3841652683903
2702,84,Almacén Regional,Solo este agente aprendió,-6.796820792958355
2708,84,Menudeo,Nadie aprendió,0.0
2709,84,Menudeo,Solo otro agente aprendió,1.8492900429793497
2710,84,Menudeo,Solo este agente aprendió,1.1042687410294383
2711,84,Menudeo,Todos aprendieron,3.3887653670165454
2716,84,Mayoreo,Nadie aprendió,0.0
2717,84,Mayoreo,Solo otro agente aprendió,-1.6156848026807895
2718,84,Mayoreo,Solo este agente aprendió,1.3060805033447407
2724,85,Fábrica,Nadie aprendió,0.0
2725,85,Fábrica,Solo otro agente aprendió,4.997673803949656
2726,85,Fábrica,Solo este agente aprendió,1.0187663125967066
2732,85,Almacén Regional,Nadie aprendió,0.0
2733,85,Almacén Regional,Solo otro agente aprendió,-0.08733741691187716
2734,85,Almacén Regional,Solo este agente aprendió,-0.9722728185312867
2735,85,Almacén Regional,Todos aprendieron,1.7559485372456414
2740,85,Menudeo,Nadie aprendió,0.0
2741,85,Menudeo,Solo otro agente aprendió,2.9947230888287235
2742,85,Menudeo,Solo este agente aprendió,3.0217170277176395
2748,85,Mayoreo,Nadie aprendió,0.0
2756,86,Fábrica,Nadie aprendió,0.0
2757,86,Fábrica,Solo otro agente aprendió,2.101077486071411
2758,86,Fábrica,Solo este agente aprendió,1.3040292201991246
2759,86,Fábrica,Todos aprendieron,4.131034113196469
2764,86,Almacén Regional,Nadie aprendió,0.0
2765,86,Almacén Regional,Solo otro agente aprendió,-0.5201258798178477
2766,86,Almacén Regional,Solo este agente aprendió,-0.5807168965418711
2767,86,Almacén Regional,Todos aprendieron,3.409467272005184
2772,86,Menudeo,Nadie aprendió,0.0
2773,86,Menudeo,Solo otro agente aprendió,2.0363476625871066
2774,86,Menudeo,Solo este agente aprendió,1.36875904368343
2775,86,Menudeo,Todos aprendieron,4.131034113196469
2780,86,Mayoreo,Nadie aprendió,0.0
2781,86,Mayoreo,Solo otro agente aprendió,0.418220902081785
2782,86,Mayoreo,Solo este agente aprendió,0.5187270854498539
2783,86,Mayoreo,Todos aprendieron,2.4215868698217218
2788,87,Fábrica,Nadie aprendió,0.0
2789,87,Fábrica,Solo otro agente aprendió,1.5292774751011506
2790,87,Fábrica,Solo este agente aprendió,0.9673301530944797
2791,87,Fábrica,Todos aprendieron,2.3421028109252724
2796,87,Almacén Regional,Nadie aprendió,0.0
2797,87,Almacén Regional,Solo otro agente aprendió,-0.363971886096697
2798,87,Almacén Regional,Solo este agente aprendió,-0.8359485662719731
2804,87,Menudeo,Nadie aprendió,0.0
2805,87,Menudeo,Solo otro agente aprendió,1.2311221575239961
2806,87,Menudeo,Solo este agente aprendió,1.2654854706716343
2807,87,Menudeo,Todos aprendieron,2.3421028109252724
2812,87,Mayoreo,Nadie aprendió,0.0
2813,87,Mayoreo,Solo otro agente aprendió,-1.3280553940423545
2814,87,Mayoreo,Solo este agente aprendió,1.6695412413578918
2820,88,Fábrica,Nadie aprendió,0.0
2821,88,Fábrica,Solo otro agente aprendió,1.5869308685710082
2822,88,Fábrica,Solo este agente aprendió,-0.9670951358473657
2823,88,Fábrica,Todos aprendieron,3.968551844831194
2828,88,Almacén Regional,Nadie aprendió,0.0
2829,88,Almacén Regional,Solo otro agente aprendió,-0.23416013011321615
2830,88,Almacén Regional,Solo este agente aprendió,-0.9900323101033631
2836,88,Menudeo,Nadie aprendió,0.0
2837,88,Menudeo,Solo otro agente aprendió,0.9612364516920897
2838,88,Menudeo,Solo este agente aprendió,-0.3414007189684473
2839,88,Menudeo,Todos aprendieron,3.968551844831194
2844,88,Mayoreo,Nadie aprendió,0.0
2845,88,Mayoreo,Solo otro agente aprendió,-0.6721686353417636
2846,88,Mayoreo,Solo este agente aprendió,-0.4576147643455221
2847,88,Mayoreo,Todos aprendieron,3.109971482042003
2852,89,Fábrica,Nadie aprendió,0.0
2853,89,Fábrica,Solo otro agente aprendió,3.2490018654512363
2854,89,Fábrica,Solo este agente aprendió,1.6211198083123328
2860,89,Almacén Regional,Nadie aprendió,0.0
2861,89,Almacén Regional,Solo otro agente aprendió,-0.6502646151744504
2862,89,Almacén Regional,Solo este agente aprendió,-0.489077363534278
2863,89,Almacén Regional,Todos aprendieron,4.733999358193266
2868,89,Menudeo,Nadie aprendió,0.0
2869,89,Menudeo,Solo otro agente aprendió,3.0717486772707523
2870,89,Menudeo,Solo este agente aprendió,1.7983729964928163
2876,89,Mayoreo,Nadie aprendió,0.0
2877,89,Mayoreo,Solo otro agente aprendió,-0.1132595420791103
2878,89,Mayoreo,Solo este agente aprendió,-1.0626960029450285
2879,89,Mayoreo,Todos aprendieron,4.5917179858590105
2884,90,Fábrica,Nadie aprendió,0.0
2886,90,Fábrica,Solo este agente aprendió,0.7662069409008027
2892,90,Almacén Regional,Nadie aprendió,0.0
2893,90,Almacén Regional,Solo otro agente aprendió,-1.261076020557458
2894,90,Almacén Regional,Solo este agente aprendió,0.2009007232706743
2895,90,Almacén Regional,Todos aprendieron,1.7843846947616337
2900,90,Menudeo,Nadie aprendió,0.0
2902,90,Menudeo,Solo este agente aprendió,-1.7004917214887745
2908,90,Mayoreo,Nadie aprendió,0.0
2909,90,Mayoreo,Solo otro agente aprendió,-0.45137643931936167
2910,90,Mayoreo,Solo este agente aprendió,-0.6897202115702876
2911,90,Mayoreo,Todos aprendieron,3.2137799192850767
2916,91,Fábrica,Nadie aprendió,0.0
2917,91,Fábrica,Solo otro agente aprendió,1.254037745364151
2918,91,Fábrica,Solo este agente aprendió,1.5731244921123997
2919,91,Fábrica,Todos aprendieron,3.130446477135358
2924,91,Almacén Regional,Nadie aprendió,0.0
2925,91,Almacén Regional,Solo otro agente aprendió,-6.212840924841397
2932,91,Menudeo,Nadie aprendió,0.0
2933,91,Menudeo,Solo otro agente aprendió,1.8175242675544332
2934,91,Menudeo,Solo este agente aprendió,1.0096379699221174
2935,91,Menudeo,Todos aprendieron,3.130446477135358
2940,91,Mayoreo,Nadie aprendió,0.0
2941,91,Mayoreo,Solo otro agente aprendió,0.09947493425140988
2942,91,Mayoreo,Solo este agente aprendió,-1.3861379923092472
2948,92,Fábrica,Nadie aprendió,0.0
2949,92,Fábrica,Solo otro agente aprendió,1.5696537773086459
2950,92,Fábrica,Solo este agente aprendió,1.0537104862219877
2951,92,Fábrica,Todos aprendieron,2.5938707174807614
2956,92,Almacén Regional,Nadie aprendió,0.0
2957,92,Almacén Regional,Solo otro agente aprendió,0.4645466558201997
2958,92,Almacén Regional,Solo este agente aprendió,0.4749949827692874
2959,92,Almacén Regional,Todos aprendieron,3.181481755878085
2964,92,Menudeo,Nadie aprendió,0.0
2965,92,Menudeo,Solo otro agente aprendió,1.5978917432046364
2966,92,Menudeo,Solo este agente aprendió,1.0254725203259971
2967,92,Menudeo,Todos aprendieron,2.5938707174807614
2972,92,Mayoreo,Nadie aprendió,0.0
2973,92,Mayoreo,Solo otro agente aprendió,0.3271777009911751
2974,92,Mayoreo,Solo este agente aprendió,0.6415221550357305
2975,92,Mayoreo,Todos aprendieron,1.3772387462034945
2980,93,Fábrica,Nadie aprendió,0.0
2981,93,Fábrica,Solo otro agente aprendió,2.227891324173141
2982,93,Fábrica,Solo este agente aprendió,0.9977477050145301
2983,93,Fábrica,Todos aprendieron,4.045648653889658
2988,93,Almacén Regional,Nadie aprendió,0.0
2989,93,Almacén Regional,Solo otro agente aprendió,0.37532543981835986
2990,93,Almacén Regional,Solo este agente aprendió,-1.5955445098502286
2996,93,Menudeo,Nadie aprendió,0.0
2997,93,Menudeo,Solo otro agente aprendió,2.3895531383698
2998,93,Menudeo,Solo este agente aprendió,0.8360858908178712
2999,93,Menudeo,Todos aprendieron,4.045648653889658
3004,93,Mayoreo,Nadie aprendió,0.0
3005,93,Mayoreo,Solo otro agente aprendió,-0.14421469076461607
3006,93,Mayoreo,Solo este agente aprendió,0.916631201896582
3012,94,Fábrica,Nadie aprendió,0.0
3013,94,Fábrica,Solo otro agente aprendió,1.314917026114959
3014,94,Fábrica,Solo este agente aprendió,1.041019395174663
3015,94,Fábrica,Todos aprendieron,2.161831593301865
3020,94,Almacén Regional,Nadie aprendió,0.0
3021,94,Almacén Regional,Solo otro agente aprendió,0.856096496223078
3022,94,Almacén Regional,Solo este agente aprendió,0.04738934715752063
3023,94,Almacén Regional,Todos aprendieron,4.437693450451507
3028,94,Menudeo,Nadie aprendió,0.0
3029,94,Menudeo,Solo otro agente aprendió,1.273519290540314
3030,94,Menudeo,Solo este agente aprendió,1.0824171307493078
3031,94,Menudeo,Todos aprendieron,2.161831593301865
3036,94,Mayoreo,Nadie aprendió,0.0
3037,94,Mayoreo,Solo otro agente aprendió,-0.24163689450250872
3038,94,Mayoreo,Solo este agente aprendió,1.1926914969604594
3039,94,Mayoreo,Todos aprendieron,1.92177804801972
3044,95,Fábrica,Nadie aprendió,0.0
3045,95,Fábrica,Solo otro agente aprendió,1.2926176717332039
3046,95,Fábrica,Solo este agente aprendió,0.9123203611817152
3047,95,Fábrica,Todos aprendieron,1.8800219085634076
3052,95,Almacén Regional,Nadie aprendió,0.0
3053,95,Almacén Regional,Solo otro agente aprendió,0.408035188710764
3054,95,Almacén Regional,Solo este agente aprendió,0.5506896205990446
3055,95,Almacén Regional,Todos aprendieron,2.368697174446293
3060,95,Menudeo,Nadie aprendió,0.0
3061,95,Menudeo,Solo otro agente aprendió,1.219300151700654
3062,95,Menudeo,Solo este agente aprendió,0.985637881214265
3063,95,Menudeo,Todos aprendieron,1.8800219085634076
3068,95,Mayoreo,Nadie aprendió,0.0
3069,95,Mayoreo,Solo otro agente aprendió,0.3250083310109327
3070,95,Mayoreo,Solo este agente aprendió,0.5856934302675206
3071,95,Mayoreo,Todos aprendieron,2.9390885662669133
3076,96,Fábrica,Nadie aprendió,0.0
3077,96,Fábrica,Solo otro agente aprendió,1.0351294900127406
3078,96,Fábrica,Solo este agente aprendió,1.0985103375898302
3079,96,Fábrica,Todos aprendieron,1.7124682097962747
3084,96,Almacén Regional,Nadie aprendió,0.0
3085,96,Almacén Regional,Solo otro agente aprendió,1.1524998239492297
3086,96,Almacén Regional,Solo este agente aprendió,-2.3093532151898417
3092,96,Menudeo,Nadie aprendió,0.0
3093,96,Menudeo,Solo otro agente aprendió,1.0024497248118076
3094,96,Menudeo,Solo este agente aprendió,1.1311901027907632
3095,96,Menudeo,Todos aprendieron,1.7124682097962747
3100,96,Mayoreo,Nadie aprendió,0.0
3101,96,Mayoreo,Solo otro agente aprendió,0.23125922492030226
3102,96,Mayoreo,Solo este agente aprendió,0.6071270507426674
3108,97,Fábrica,Nadie aprendió,0.0
3109,97,Fábrica,Solo otro agente aprendió,0.9690039906623757
3110,97,Fábrica,Solo este agente aprendió,1.0333333918325498
3111,97,Fábrica,Todos aprendieron,1.4155174425875516
3116,97,Almacén Regional,Nadie aprendió,0.0
3117,97,Almacén Regional,Solo otro agente aprendió,0.8943796124637269
