,0
0,4
1,16
2,0
3,0
4,0
5,0
6,0
7,16
8,71
9,65
10,0
11,44
12,0
13,32
14,23
15,0
16,5
17,0
18,0
19,0
20,0
21,44
22,7
23,0
24,0
25,0
26,0
27,0
28,0
29,59
30,0
31,0
32,0
33,63
34,0
35,0
36,0
37,0
38,54
39,0
40,0
41,20
42,0
43,0
44,42
45,0
46,0
47,0
48,58
49,45
50,32
51,0
52,39
53,0
54,19
55,0
56,16
57,24
58,0
59,0
60,1
61,0
62,0
63,0
64,11
65,0
66,0
67,1
68,4
69,9
70,0
71,2
72,44
73,53
74,0
75,8
76,0
77,36
78,41
79,0
80,0
81,66
82,0
83,0
84,54
85,16
86,0
87,0
88,0
89,0
90,73
91,0
92,0
93,0
94,37
95,52
96,25
97,39
98,69
99,0
100,0
101,0
102,41
103,0
104,57
105,0
106,0
107,4
108,0
109,20
110,0
111,0
112,60
113,0
114,0
115,29
116,6
117,0
118,0
119,52
120,0
121,0
122,1
123,72
124,0
125,46
126,0
127,39
128,59
129,70
130,0
131,48
132,58
133,30
134,0
135,72
136,0
137,7
138,9
139,10
140,62
141,42
142,0
143,44
144,0
145,68
146,7
147,0
148,0
149,0
150,0
151,33
152,65
153,16
154,1
155,57
156,0
157,34
158,10
159,74
160,50
161,37
162,0
163,5
164,0
165,0
166,0
167,18
168,0
169,15
170,31
171,0
172,0
173,73
174,36
175,0
176,0
177,0
178,28
179,0
180,37
181,50
182,0
183,0
184,0
185,28
186,14
187,74
188,0
189,37
190,0
191,70
192,0
193,0
194,0
195,0
196,0
197,10
198,2
199,0
200,0
201,35
202,1
203,57
204,0
205,0
206,46
207,39
208,0
209,0
210,0
211,32
212,9
213,0
214,0
215,55
216,0
217,54
218,0
219,21
220,3
221,31
222,1
223,26
224,50
225,69
226,7
227,27
228,5
229,34
230,10
231,27
232,74
233,25
234,9
235,18
236,36
237,39
238,3
239,47
240,4
241,25
242,30
243,66
244,19
245,8
246,44
247,0
248,72
249,14
250,0
251,37
252,2
253,13
254,1
255,0
256,0
257,0
258,0
259,8
260,0
261,14
262,0
263,19
264,2
265,0
266,12
267,34
268,0
269,63
270,0
271,0
272,0
273,50
274,0
275,0
276,45
277,7
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,52
287,0
288,0
289,0
290,0
291,0
292,10
293,0
294,14
295,63
296,0
297,0
298,4
299,0
300,37
301,0
302,7
303,0
304,67
305,23
306,16
307,0
308,67
309,71
310,41
311,52
312,21
313,32
314,7
315,0
316,65
317,0
318,25
319,0
320,6
321,10
322,0
323,1
324,0
325,0
326,67
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,22
335,0
336,49
337,0
338,29
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,45
348,21
349,39
350,0
351,59
352,6
353,0
354,0
355,0
356,25
357,34
358,0
359,0
360,0
361,23
362,0
363,23
364,0
