,0
0,20
1,51
2,0
3,40
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,71
14,0
15,0
16,0
17,0
18,0
19,22
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,48
31,0
32,0
33,27
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,36
43,0
44,27
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,50
54,0
55,0
56,0
57,0
58,28
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,15
77,62
78,0
79,0
80,0
81,43
82,0
83,0
84,21
85,0
86,0
87,0
88,0
89,0
90,11
91,6
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,62
102,16
103,0
104,0
105,0
106,32
107,0
108,0
109,9
110,0
111,0
112,19
113,47
114,0
115,0
116,11
117,0
118,0
119,0
120,0
121,0
122,59
123,0
124,0
125,38
126,0
127,0
128,0
129,0
130,0
131,46
132,0
133,74
134,0
135,32
136,0
137,0
138,0
139,71
140,40
141,29
142,0
143,0
144,0
145,0
146,0
147,14
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,2
157,0
158,1
159,0
160,0
161,0
162,0
163,0
164,74
165,6
166,0
167,0
168,65
169,0
170,0
171,0
172,0
173,0
174,0
175,46
176,0
177,0
178,0
179,0
180,0
181,0
182,36
183,0
184,61
185,37
186,0
187,0
188,0
189,65
190,0
191,38
192,0
193,51
194,0
195,0
196,0
197,51
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,16
209,3
210,0
211,23
212,10
213,0
214,0
215,23
216,0
217,19
218,40
219,10
220,65
221,3
222,65
223,67
224,23
225,11
226,32
227,9
228,9
229,2
230,2
231,40
232,3
233,13
234,29
235,54
236,50
237,28
238,8
239,0
240,4
241,19
242,31
243,10
244,15
245,5
246,2
247,35
248,9
249,43
250,6
251,0
252,0
253,0
254,8
255,0
256,60
257,0
258,50
259,0
260,0
261,54
262,4
263,0
264,0
265,0
266,0
267,0
268,12
269,0
270,25
271,49
272,22
273,0
274,41
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,27
287,27
288,0
289,2
290,0
291,0
292,0
293,0
294,0
295,6
296,0
297,0
298,0
299,27
300,73
301,0
302,0
303,0
304,0
305,71
306,0
307,0
308,67
309,8
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,11
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,63
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,60
344,9
345,0
346,30
347,0
348,0
349,0
350,0
351,45
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,59
360,0
361,32
362,0
363,0
364,0
