,0
0,6
1,46
2,47
3,3
4,41
5,60
6,44
7,38
8,28
9,68
10,42
11,33
12,69
13,74
14,36
15,24
16,26
17,31
18,3
19,74
20,43
21,0
22,50
23,43
24,65
25,14
26,50
27,39
28,63
29,71
30,32
31,62
32,50
33,64
34,7
35,24
36,50
37,29
38,51
39,0
40,61
41,44
42,14
43,6
44,14
45,39
46,61
47,22
48,53
49,29
50,43
51,35
52,29
53,23
54,46
55,66
56,64
57,7
58,50
59,19
60,35
61,20
62,43
63,36
64,55
65,56
66,73
67,53
68,18
69,63
70,32
71,58
72,41
73,73
74,15
75,0
76,40
77,51
78,47
79,46
80,0
81,55
82,67
83,68
84,64
85,31
86,55
87,39
88,54
89,38
90,22
91,19
92,19
93,71
94,51
95,74
96,74
97,21
98,47
99,1
100,0
101,57
102,52
103,8
104,28
105,40
106,11
107,47
108,10
109,16
110,50
111,72
112,42
113,56
114,34
115,61
116,19
117,10
118,14
119,67
120,42
121,67
122,52
123,29
124,68
125,12
126,0
127,21
128,12
129,52
130,46
131,47
132,47
133,47
134,37
135,48
136,11
137,46
138,4
139,28
140,15
141,7
142,53
143,21
144,0
145,54
146,34
147,17
148,55
149,45
150,11
151,70
152,4
153,11
154,2
155,58
156,16
157,34
158,44
159,26
160,3
161,53
162,20
163,25
164,54
165,68
166,29
167,36
168,11
169,6
170,62
171,17
172,7
173,29
174,5
175,6
176,34
177,6
178,31
179,13
180,21
181,30
182,32
183,60
184,29
185,36
186,34
187,73
188,20
189,42
190,60
191,63
192,29
193,17
194,12
195,13
196,23
197,51
198,70
199,63
200,51
201,22
202,35
203,30
204,20
205,37
206,61
207,24
208,14
209,38
210,13
211,41
212,29
213,3
214,1
215,45
216,21
217,26
218,48
219,8
220,55
221,74
222,45
223,36
224,37
225,23
226,7
227,14
228,29
229,25
230,6
231,35
232,8
233,42
234,26
235,14
236,72
237,56
238,5
239,43
240,32
241,7
242,32
243,28
244,24
245,72
246,25
247,3
248,3
249,23
250,6
251,62
252,33
253,63
254,66
255,53
256,24
257,25
258,45
259,35
260,11
261,31
262,41
263,66
264,41
265,62
266,9
267,48
268,14
269,35
270,42
271,54
272,31
273,8
274,11
275,73
276,68
277,41
278,47
279,46
280,29
281,15
282,6
283,58
284,34
285,16
286,16
287,71
288,57
289,65
290,50
291,0
292,57
293,33
294,0
295,8
296,1
297,59
298,1
299,0
300,14
301,11
302,63
303,3
304,34
305,22
306,4
307,70
308,40
309,70
310,42
311,65
312,29
313,65
314,12
315,1
316,12
317,13
318,3
319,55
320,7
321,42
322,28
323,4
324,4
325,74
326,60
327,39
328,25
329,32
330,47
331,64
332,46
333,22
334,29
335,2
336,67
337,29
338,51
339,13
340,72
341,17
342,33
343,33
344,73
345,13
346,53
347,40
348,26
349,56
350,36
351,35
352,41
353,48
354,68
355,23
356,29
357,64
358,38
359,2
360,49
361,39
362,10
363,57
364,30
