,0
0,9
1,40
2,73
3,68
4,39
5,61
6,8
7,30
8,37
9,45
10,44
11,13
12,0
13,47
14,0
15,44
16,51
17,56
18,4
19,44
20,28
21,73
22,13
23,71
24,22
25,0
26,0
27,67
28,46
29,0
30,29
31,16
32,63
33,31
34,21
35,56
36,59
37,71
38,7
39,62
40,41
41,33
42,14
43,0
44,18
45,0
46,30
47,40
48,29
49,20
50,71
51,8
52,12
53,0
54,46
55,27
56,44
57,27
58,38
59,21
60,0
61,13
62,16
63,43
64,57
65,72
66,51
67,45
68,9
69,72
70,37
71,0
72,5
73,41
74,49
75,0
76,47
77,34
78,15
79,62
80,0
81,8
82,62
83,40
84,9
85,0
86,28
87,58
88,0
89,54
90,30
91,12
92,67
93,15
94,0
95,21
96,68
97,47
98,7
99,14
100,61
101,12
102,69
103,14
104,47
105,42
106,9
107,68
108,37
109,69
110,68
111,38
112,0
113,23
114,5
115,46
116,39
117,67
118,43
119,10
120,22
121,36
122,67
123,51
124,52
125,43
126,73
127,32
128,30
129,35
130,28
131,50
132,26
133,56
134,39
135,24
136,53
137,7
138,25
139,0
140,35
141,8
142,21
143,0
144,15
145,42
146,32
147,60
148,47
149,34
150,17
151,11
152,49
153,16
154,18
155,69
156,47
157,54
158,38
159,26
160,42
161,39
162,16
163,3
164,3
165,66
166,57
167,63
168,33
169,0
170,31
171,2
172,14
173,45
174,40
175,19
176,0
177,53
178,58
179,0
180,54
181,38
182,39
183,58
184,58
185,0
186,12
187,49
188,21
189,19
190,25
191,33
192,0
193,65
194,42
195,0
196,0
197,36
198,52
199,68
200,63
201,20
202,29
203,62
204,39
205,5
206,46
207,62
208,11
209,36
210,1
211,66
212,37
213,37
214,44
215,35
216,6
217,5
218,73
219,37
220,55
221,49
222,26
223,20
224,38
225,41
226,6
227,6
228,60
229,20
230,25
231,70
232,66
233,39
234,59
235,35
236,27
237,0
238,52
239,61
240,17
241,23
242,33
243,30
244,6
245,10
246,35
247,0
248,5
249,22
250,10
251,67
252,18
253,69
254,15
255,8
256,5
257,74
258,55
259,73
260,0
261,39
262,58
263,26
264,0
265,31
266,0
267,43
268,59
269,74
270,61
271,44
272,72
273,30
274,62
275,39
276,0
277,0
278,24
279,48
280,0
281,10
282,53
283,73
284,71
285,74
286,11
287,69
288,70
289,0
290,34
291,8
292,6
293,23
294,13
295,59
296,25
297,1
298,33
299,3
300,6
301,17
302,0
303,24
304,62
305,35
306,56
307,36
308,34
309,27
310,61
311,16
312,40
313,32
314,28
315,16
316,37
317,6
318,45
319,17
320,43
321,40
322,53
323,4
324,47
325,44
326,23
327,49
328,60
329,43
330,36
331,73
332,33
333,70
334,68
335,1
336,9
337,0
338,30
339,14
340,51
341,36
342,15
343,56
344,54
345,70
346,37
347,7
348,0
349,20
350,22
351,25
352,8
353,34
354,15
355,39
356,21
357,48
358,3
359,46
360,50
361,27
362,41
363,66
364,45
