,0
0,24
1,0
2,22
3,5
4,0
5,0
6,0
7,40
8,0
9,49
10,53
11,0
12,0
13,57
14,0
15,55
16,4
17,31
18,0
19,0
20,66
21,19
22,41
23,55
24,0
25,0
26,61
27,0
28,29
29,0
30,0
31,0
32,49
33,11
34,0
35,0
36,24
37,0
38,0
39,0
40,8
41,0
42,2
43,18
44,0
45,69
46,0
47,0
48,48
49,0
50,27
51,0
52,0
53,0
54,58
55,52
56,0
57,0
58,0
59,24
60,74
61,0
62,64
63,0
64,51
65,0
66,30
67,69
68,0
69,13
70,0
71,0
72,1
73,0
74,51
75,32
76,60
77,0
78,0
79,0
80,0
81,19
82,0
83,54
84,0
85,72
86,12
87,0
88,0
89,0
90,74
91,38
92,0
93,57
94,0
95,0
96,22
97,0
98,0
99,63
100,40
101,0
102,57
103,0
104,45
105,34
106,73
107,27
108,0
109,0
110,0
111,0
112,0
113,8
114,0
115,0
116,74
117,52
118,0
119,62
120,0
121,62
122,2
123,0
124,0
125,11
126,22
127,0
128,0
129,45
130,2
131,13
132,0
133,27
134,0
135,46
136,68
137,0
138,0
139,0
140,36
141,30
142,13
143,0
144,17
145,0
146,0
147,0
148,0
149,28
150,71
151,55
152,0
153,0
154,0
155,0
156,45
157,14
158,0
159,23
160,10
161,0
162,0
163,13
164,0
165,68
166,0
167,55
168,0
169,0
170,69
171,0
172,0
173,0
174,0
175,0
176,61
177,0
178,42
179,0
180,0
181,46
182,0
183,53
184,18
185,47
186,70
187,0
188,30
189,53
190,7
191,0
192,31
193,0
194,36
195,0
196,70
197,46
198,0
199,18
200,5
201,0
202,0
203,53
204,0
205,0
206,22
207,37
208,26
209,4
210,46
211,45
212,0
213,42
214,6
215,29
216,24
217,29
218,8
219,58
220,30
221,51
222,59
223,25
224,42
225,0
226,12
227,7
228,12
229,38
230,6
231,23
232,48
233,60
234,11
235,5
236,32
237,1
238,64
239,57
240,3
241,18
242,64
243,7
244,27
245,3
246,34
247,56
248,14
249,10
250,33
251,66
252,0
253,16
254,54
255,0
256,0
257,72
258,49
259,36
260,51
261,0
262,45
263,73
264,27
265,0
266,0
267,0
268,0
269,0
270,0
271,27
272,4
273,4
274,0
275,0
276,38
277,0
278,0
279,17
280,0
281,0
282,0
283,25
284,1
285,13
286,0
287,0
288,24
289,0
290,49
291,0
292,18
293,0
294,55
295,69
296,0
297,0
298,52
299,0
300,0
301,0
302,0
303,39
304,0
305,0
306,0
307,0
308,33
309,0
310,0
311,30
312,0
313,0
314,69
315,8
316,52
317,65
318,54
319,0
320,0
321,54
322,0
323,0
324,5
325,0
326,21
327,0
328,13
329,25
330,24
331,13
332,44
333,61
334,31
335,8
336,34
337,0
338,0
339,66
340,67
341,0
342,31
343,0
344,0
345,23
346,45
347,47
348,0
349,34
350,0
351,37
352,43
353,0
354,25
355,0
356,4
357,54
358,0
359,5
360,0
361,3
362,0
363,20
364,30
