,0
0,62
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,66
11,19
12,0
13,37
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,19
22,0
23,0
24,0
25,50
26,0
27,42
28,0
29,0
30,0
31,0
32,10
33,0
34,0
35,0
36,0
37,24
38,0
39,69
40,60
41,0
42,0
43,0
44,0
45,0
46,0
47,51
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,32
58,0
59,9
60,0
61,0
62,37
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,47
74,0
75,0
76,0
77,0
78,0
79,24
80,0
81,0
82,0
83,0
84,32
85,56
86,53
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,26
99,58
100,0
101,0
102,0
103,0
104,32
105,0
106,0
107,28
108,0
109,0
110,67
111,0
112,0
113,0
114,38
115,0
116,0
117,0
118,0
119,0
120,53
121,57
122,6
123,0
124,0
125,0
126,67
127,0
128,0
129,0
130,64
131,0
132,0
133,54
134,60
135,0
136,0
137,19
138,0
139,0
140,0
141,7
142,0
143,0
144,0
145,43
146,0
147,33
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,1
156,0
157,23
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,74
170,0
171,0
172,0
173,0
174,0
175,0
176,3
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,1
185,0
186,62
187,0
188,0
189,0
190,0
191,0
192,64
193,42
194,46
195,0
196,32
197,58
198,37
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,2
208,4
209,0
210,12
211,56
212,0
213,4
214,5
215,5
216,3
217,17
218,23
219,0
220,39
221,35
222,26
223,1
224,11
225,35
226,22
227,1
228,12
229,1
230,56
231,42
232,55
233,23
234,13
235,7
236,9
237,26
238,15
239,5
240,6
241,6
242,21
243,1
244,55
245,12
246,0
247,0
248,19
249,0
250,1
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,32
260,0
261,0
262,0
263,0
264,0
265,0
266,18
267,0
268,0
269,14
270,0
271,0
272,0
273,0
274,0
275,0
276,10
277,9
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,38
288,0
289,34
290,26
291,0
292,68
293,15
294,0
295,0
296,0
297,18
298,24
299,55
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,53
317,0
318,26
319,0
320,0
321,0
322,0
323,0
324,38
325,49
326,10
327,0
328,0
329,0
330,0
331,0
332,0
333,72
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,65
350,53
351,17
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
