,0
0,24
1,0
2,70
3,68
4,0
5,34
6,13
7,40
8,0
9,0
10,0
11,0
12,0
13,6
14,0
15,0
16,0
17,40
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,36
30,22
31,0
32,46
33,0
34,60
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,21
44,26
45,0
46,43
47,0
48,45
49,0
50,3
51,0
52,0
53,55
54,29
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,53
65,30
66,0
67,72
68,0
69,74
70,0
71,42
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,34
81,0
82,0
83,0
84,46
85,0
86,0
87,0
88,0
89,0
90,69
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,74
101,0
102,3
103,0
104,18
105,2
106,0
107,0
108,0
109,69
110,0
111,0
112,0
113,0
114,0
115,46
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,23
125,0
126,52
127,0
128,0
129,0
130,15
131,0
132,0
133,0
134,0
135,36
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,45
149,0
150,68
151,0
152,0
153,0
154,28
155,41
156,0
157,0
158,14
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,28
175,0
176,0
177,0
178,0
179,15
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,4
189,0
190,0
191,1
192,0
193,54
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,40
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,12
214,1
215,15
216,3
217,44
218,35
219,0
220,43
221,15
222,15
223,9
224,16
225,36
226,58
227,10
228,0
229,20
230,9
231,27
232,0
233,63
234,2
235,46
236,1
237,2
238,23
239,15
240,15
241,0
242,0
243,6
244,2
245,28
246,0
247,13
248,4
249,15
250,6
251,0
252,63
253,67
254,3
255,0
256,0
257,0
258,0
259,8
260,0
261,0
262,0
263,0
264,1
265,0
266,0
267,0
268,0
269,0
270,66
271,0
272,0
273,0
274,0
275,27
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,39
287,0
288,0
289,0
290,4
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,25
307,0
308,0
309,49
310,8
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,72
319,0
320,0
321,0
322,0
323,0
324,14
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,28
336,0
337,0
338,0
339,46
340,0
341,30
342,0
343,0
344,0
345,0
346,0
347,0
348,16
349,29
350,0
351,0
352,0
353,0
354,0
355,0
356,22
357,0
358,0
359,0
360,0
361,43
362,0
363,0
364,0
