,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,62
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,74
18,0
19,0
20,0
21,2
22,0
23,72
24,0
25,71
26,0
27,0
28,0
29,0
30,34
31,0
32,8
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,62
44,0
45,45
46,0
47,0
48,0
49,28
50,0
51,0
52,22
53,0
54,0
55,0
56,0
57,24
58,0
59,28
60,41
61,19
62,57
63,0
64,0
65,50
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,16
74,0
75,0
76,27
77,0
78,0
79,0
80,0
81,0
82,7
83,37
84,0
85,15
86,0
87,0
88,0
89,0
90,0
91,64
92,0
93,0
94,0
95,0
96,26
97,0
98,0
99,0
100,0
101,39
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,38
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,51
124,17
125,0
126,0
127,0
128,0
129,0
130,0
131,18
132,0
133,58
134,2
135,0
136,0
137,0
138,47
139,0
140,0
141,0
142,0
143,0
144,66
145,0
146,0
147,0
148,0
149,0
150,0
151,34
152,1
153,20
154,51
155,0
156,55
157,66
158,67
159,0
160,0
161,0
162,3
163,0
164,0
165,0
166,0
167,18
168,0
169,0
170,0
171,1
172,0
173,24
174,0
175,0
176,0
177,0
178,54
179,0
180,0
181,1
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,74
200,0
201,0
202,0
203,67
204,20
205,1
206,0
207,40
208,0
209,0
210,1
211,0
212,0
213,5
214,17
215,5
216,31
217,56
218,59
219,13
220,26
221,27
222,23
223,7
224,30
225,10
226,49
227,27
228,34
229,32
230,28
231,16
232,3
233,17
234,57
235,33
236,0
237,4
238,4
239,74
240,14
241,14
242,15
243,6
244,20
245,62
246,5
247,12
248,4
249,0
250,42
251,0
252,16
253,0
254,7
255,0
256,0
257,0
258,0
259,0
260,0
261,65
262,18
263,0
264,0
265,35
266,71
267,68
268,0
269,0
270,0
271,2
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,36
280,0
281,0
282,0
283,0
284,67
285,0
286,0
287,0
288,0
289,0
290,6
291,0
292,28
293,0
294,22
295,0
296,0
297,30
298,0
299,21
300,0
301,0
302,68
303,0
304,0
305,0
306,26
307,41
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,22
319,0
320,0
321,6
322,0
323,0
324,13
325,2
326,0
327,0
328,69
329,57
330,61
331,0
332,27
333,0
334,0
335,0
336,2
337,31
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,43
346,0
347,0
348,0
349,67
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,73
358,0
359,0
360,0
361,0
362,0
363,0
364,0
