,0
0,39
1,56
2,56
3,71
4,7
5,23
6,74
7,30
8,18
9,72
10,29
11,7
12,6
13,0
14,12
15,66
16,34
17,60
18,10
19,41
20,57
21,61
22,5
23,73
24,32
25,57
26,19
27,46
28,17
29,46
30,15
31,15
32,16
33,6
34,58
35,70
36,58
37,15
38,23
39,69
40,48
41,0
42,38
43,65
44,12
45,14
46,41
47,53
48,54
49,0
50,15
51,73
52,0
53,15
54,8
55,23
56,41
57,55
58,0
59,0
60,64
61,0
62,69
63,13
64,0
65,66
66,15
67,0
68,7
69,20
70,28
71,18
72,72
73,42
74,18
75,39
76,53
77,71
78,70
79,0
80,6
81,57
82,57
83,43
84,28
85,8
86,0
87,61
88,64
89,44
90,74
91,49
92,59
93,63
94,24
95,40
96,57
97,0
98,25
99,14
100,1
101,41
102,63
103,34
104,10
105,45
106,54
107,11
108,8
109,0
110,39
111,10
112,64
113,1
114,46
115,53
116,42
117,0
118,54
119,0
120,36
121,16
122,19
123,69
124,24
125,49
126,45
127,72
128,0
129,65
130,0
131,31
132,29
133,69
134,72
135,25
136,68
137,43
138,37
139,71
140,47
141,0
142,41
143,65
144,10
145,8
146,0
147,1
148,59
149,55
150,65
151,46
152,17
153,1
154,32
155,0
156,27
157,48
158,0
159,62
160,65
161,3
162,0
163,2
164,0
165,0
166,34
167,7
168,27
169,19
170,7
171,13
172,49
173,74
174,73
175,1
176,1
177,24
178,0
179,60
180,37
181,49
182,74
183,57
184,70
185,17
186,0
187,63
188,60
189,11
190,13
191,16
192,51
193,0
194,13
195,69
196,0
197,0
198,0
199,1
200,56
201,54
202,36
203,0
204,10
205,55
206,51
207,43
208,4
209,46
210,13
211,72
212,38
213,23
214,16
215,64
216,52
217,11
218,10
219,64
220,19
221,57
222,51
223,26
224,9
225,15
226,22
227,15
228,25
229,13
230,68
231,12
232,36
233,50
234,24
235,23
236,67
237,61
238,10
239,0
240,64
241,3
242,34
243,0
244,52
245,20
246,62
247,16
248,69
249,43
250,30
251,14
252,65
253,11
254,37
255,27
256,29
257,23
258,67
259,24
260,21
261,23
262,57
263,20
264,49
265,58
266,54
267,66
268,16
269,9
270,0
271,21
272,0
273,22
274,16
275,40
276,4
277,11
278,47
279,63
280,56
281,18
282,73
283,61
284,54
285,52
286,39
287,37
288,44
289,46
290,36
291,19
292,55
293,56
294,73
295,0
296,34
297,41
298,61
299,46
300,8
301,33
302,45
303,67
304,14
305,57
306,0
307,72
308,27
309,18
310,16
311,32
312,66
313,44
314,65
315,17
316,0
317,57
318,32
319,4
320,0
321,50
322,21
323,59
324,0
325,3
326,66
327,56
328,70
329,9
330,73
331,61
332,15
333,34
334,14
335,14
336,16
337,0
338,56
339,60
340,32
341,66
342,55
343,0
344,36
345,65
346,0
347,1
348,0
349,37
350,0
351,53
352,19
353,69
354,43
355,31
356,42
357,11
358,69
359,66
360,18
361,21
362,19
363,0
364,50
