,0
0,65
1,52
2,0
3,28
4,54
5,0
6,74
7,19
8,71
9,52
10,68
11,0
12,0
13,51
14,71
15,73
16,40
17,0
18,1
19,20
20,0
21,0
22,0
23,31
24,38
25,53
26,0
27,0
28,34
29,9
30,0
31,0
32,7
33,30
34,23
35,62
36,16
37,0
38,1
39,0
40,0
41,0
42,17
43,0
44,71
45,0
46,0
47,26
48,0
49,59
50,59
51,0
52,0
53,45
54,0
55,37
56,0
57,0
58,0
59,0
60,68
61,0
62,0
63,0
64,0
65,0
66,0
67,22
68,0
69,0
70,0
71,0
72,0
73,36
74,62
75,55
76,4
77,0
78,0
79,16
80,0
81,65
82,34
83,0
84,0
85,0
86,21
87,34
88,0
89,33
90,0
91,27
92,0
93,64
94,0
95,0
96,0
97,17
98,0
99,56
100,0
101,73
102,0
103,27
104,0
105,14
106,9
107,72
108,0
109,0
110,0
111,25
112,0
113,0
114,0
115,0
116,47
117,0
118,0
119,0
120,58
121,19
122,65
123,0
124,48
125,66
126,0
127,1
128,0
129,0
130,0
131,10
132,0
133,17
134,0
135,0
136,0
137,0
138,51
139,0
140,48
141,12
142,0
143,54
144,0
145,0
146,0
147,0
148,0
149,62
150,24
151,45
152,58
153,0
154,0
155,59
156,14
157,0
158,0
159,29
160,40
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,32
169,0
170,0
171,63
172,33
173,16
174,0
175,30
176,0
177,26
178,0
179,29
180,0
181,0
182,0
183,0
184,0
185,1
186,0
187,41
188,0
189,34
190,8
191,0
192,39
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,1
203,67
204,0
205,0
206,56
207,0
208,0
209,39
210,52
211,67
212,35
213,37
214,61
215,1
216,0
217,7
218,71
219,51
220,36
221,45
222,20
223,20
224,34
225,22
226,13
227,31
228,30
229,19
230,6
231,58
232,40
233,0
234,9
235,18
236,15
237,44
238,37
239,10
240,16
241,0
242,1
243,13
244,10
245,29
246,21
247,0
248,8
249,14
250,0
251,0
252,64
253,0
254,21
255,8
256,24
257,0
258,0
259,0
260,0
261,0
262,14
263,0
264,25
265,1
266,7
267,0
268,0
269,0
270,0
271,44
272,0
273,65
274,25
275,65
276,43
277,0
278,29
279,0
280,0
281,71
282,66
283,23
284,33
285,56
286,49
287,52
288,0
289,0
290,38
291,0
292,0
293,5
294,14
295,0
296,47
297,47
298,0
299,0
300,71
301,60
302,14
303,0
304,0
305,0
306,47
307,0
308,31
309,0
310,0
311,0
312,0
313,35
314,0
315,0
316,0
317,46
318,0
319,0
320,0
321,61
322,0
323,31
324,3
325,0
326,0
327,0
328,0
329,26
330,65
331,0
332,0
333,22
334,4
335,21
336,0
337,0
338,64
339,33
340,0
341,0
342,0
343,30
344,0
345,0
346,9
347,0
348,0
349,0
350,0
351,0
352,15
353,0
354,0
355,28
356,19
357,0
358,8
359,62
360,0
361,0
362,0
363,0
364,0
