,0
0,0
1,57
2,23
3,0
4,33
5,0
6,33
7,60
8,33
9,18
10,38
11,0
12,0
13,21
14,0
15,0
16,0
17,0
18,0
19,42
20,44
21,2
22,0
23,21
24,0
25,12
26,0
27,68
28,0
29,0
30,0
31,0
32,41
33,0
34,74
35,54
36,24
37,61
38,15
39,0
40,27
41,54
42,0
43,0
44,0
45,0
46,20
47,0
48,19
49,0
50,39
51,63
52,0
53,41
54,40
55,0
56,62
57,0
58,0
59,48
60,0
61,39
62,0
63,41
64,13
65,0
66,69
67,0
68,4
69,47
70,0
71,0
72,0
73,0
74,72
75,40
76,69
77,0
78,72
79,0
80,69
81,3
82,61
83,0
84,0
85,4
86,0
87,49
88,27
89,0
90,36
91,52
92,15
93,0
94,0
95,30
96,0
97,48
98,53
99,0
100,49
101,45
102,0
103,19
104,64
105,60
106,62
107,0
108,0
109,65
110,0
111,46
112,0
113,0
114,58
115,11
116,26
117,0
118,66
119,52
120,58
121,0
122,0
123,48
124,0
125,0
126,66
127,3
128,0
129,66
130,0
131,0
132,0
133,46
134,0
135,55
136,63
137,0
138,28
139,61
140,55
141,37
142,8
143,0
144,0
145,0
146,19
147,57
148,10
149,0
150,54
151,0
152,55
153,0
154,41
155,0
156,0
157,42
158,47
159,0
160,0
161,59
162,44
163,47
164,47
165,62
166,68
167,0
168,60
169,13
170,14
171,29
172,65
173,2
174,73
175,0
176,0
177,54
178,10
179,0
180,30
181,14
182,0
183,38
184,16
185,27
186,43
187,50
188,0
189,26
190,0
191,63
192,0
193,6
194,52
195,0
196,25
197,0
198,35
199,46
200,0
201,0
202,70
203,2
204,10
205,10
206,0
207,7
208,0
209,8
210,43
211,0
212,26
213,0
214,14
215,19
216,50
217,54
218,58
219,49
220,52
221,16
222,21
223,43
224,10
225,11
226,0
227,22
228,70
229,0
230,13
231,41
232,18
233,4
234,6
235,6
236,0
237,72
238,22
239,7
240,24
241,74
242,0
243,69
244,20
245,40
246,11
247,0
248,58
249,16
250,1
251,4
252,7
253,18
254,0
255,0
256,37
257,52
258,6
259,0
260,37
261,0
262,45
263,36
264,0
265,59
266,41
267,0
268,57
269,2
270,70
271,8
272,32
273,12
274,0
275,13
276,49
277,31
278,0
279,31
280,0
281,54
282,70
283,0
284,0
285,56
286,33
287,0
288,0
289,0
290,0
291,9
292,51
293,0
294,44
295,54
296,2
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,28
306,4
307,0
308,65
309,0
310,7
311,0
312,0
313,12
314,42
315,20
316,25
317,0
318,0
319,0
320,9
321,73
322,0
323,0
324,0
325,61
326,0
327,38
328,61
329,0
330,0
331,49
332,0
333,0
334,0
335,0
336,59
337,28
338,0
339,0
340,32
341,0
342,0
343,45
344,3
345,0
346,11
347,0
348,13
349,5
350,69
351,0
352,67
353,64
354,47
355,0
356,0
357,59
358,67
359,52
360,0
361,22
362,48
363,61
364,61
