,0
0,19
1,11
2,48
3,72
4,26
5,0
6,3
7,0
8,19
9,0
10,0
11,0
12,0
13,2
14,0
15,34
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,25
29,0
30,0
31,0
32,0
33,21
34,12
35,0
36,0
37,0
38,62
39,0
40,53
41,18
42,0
43,0
44,56
45,14
46,0
47,0
48,0
49,0
50,47
51,0
52,73
53,0
54,0
55,10
56,72
57,0
58,1
59,0
60,0
61,6
62,0
63,0
64,0
65,0
66,43
67,49
68,0
69,0
70,32
71,0
72,0
73,43
74,14
75,0
76,0
77,0
78,0
79,58
80,0
81,0
82,0
83,35
84,0
85,0
86,0
87,36
88,44
89,0
90,0
91,51
92,0
93,0
94,27
95,0
96,0
97,0
98,0
99,17
100,0
101,72
102,27
103,35
104,0
105,0
106,0
107,59
108,13
109,4
110,0
111,0
112,0
113,0
114,0
115,0
116,35
117,50
118,0
119,49
120,0
121,13
122,53
123,0
124,0
125,28
126,42
127,0
128,0
129,0
130,74
131,0
132,36
133,0
134,0
135,24
136,0
137,0
138,0
139,22
140,0
141,0
142,55
143,0
144,0
145,34
146,0
147,0
148,0
149,0
150,37
151,68
152,20
153,19
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,41
162,0
163,62
164,1
165,0
166,47
167,0
168,0
169,0
170,35
171,0
172,0
173,0
174,0
175,0
176,0
177,6
178,19
179,0
180,2
181,3
182,27
183,23
184,0
185,6
186,0
187,0
188,13
189,0
190,0
191,0
192,0
193,51
194,60
195,55
196,0
197,0
198,70
199,0
200,16
201,67
202,0
203,35
204,0
205,0
206,58
207,0
208,0
209,0
210,9
211,51
212,34
213,46
214,0
215,35
216,16
217,57
218,0
219,9
220,8
221,13
222,16
223,41
224,15
225,32
226,1
227,43
228,31
229,21
230,10
231,4
232,2
233,34
234,28
235,3
236,64
237,1
238,44
239,12
240,2
241,22
242,60
243,10
244,20
245,35
246,51
247,34
248,5
249,41
250,13
251,8
252,0
253,0
254,3
255,0
256,0
257,39
258,37
259,1
260,40
261,0
262,0
263,0
264,0
265,63
266,0
267,0
268,1
269,60
270,2
271,0
272,0
273,0
274,30
275,0
276,0
277,0
278,28
279,0
280,59
281,0
282,0
283,38
284,0
285,0
286,28
287,0
288,13
289,0
290,66
291,0
292,0
293,0
294,37
295,0
296,0
297,0
298,52
299,0
300,45
301,0
302,71
303,43
304,55
305,28
306,7
307,0
308,0
309,0
310,0
311,0
312,59
313,51
314,0
315,63
316,28
317,59
318,0
319,61
320,0
321,0
322,19
323,0
324,56
325,0
326,0
327,0
328,0
329,0
330,0
331,3
332,68
333,13
334,42
335,46
336,73
337,0
338,0
339,0
340,55
341,63
342,16
343,0
344,0
345,0
346,34
347,0
348,8
349,26
350,61
351,0
352,0
353,0
354,0
355,64
356,0
357,0
358,14
359,53
360,0
361,0
362,0
363,50
364,19
