,0
0,20
1,0
2,65
3,0
4,8
5,62
6,0
7,70
8,0
9,45
10,34
11,61
12,44
13,0
14,0
15,13
16,0
17,0
18,26
19,35
20,0
21,32
22,0
23,0
24,0
25,67
26,0
27,0
28,0
29,0
30,34
31,0
32,71
33,0
34,17
35,46
36,0
37,40
38,0
39,0
40,0
41,69
42,3
43,47
44,42
45,0
46,0
47,12
48,0
49,0
50,0
51,36
52,53
53,0
54,36
55,24
56,52
57,0
58,0
59,33
60,0
61,0
62,0
63,0
64,0
65,38
66,27
67,0
68,10
69,0
70,40
71,0
72,34
73,0
74,0
75,0
76,2
77,0
78,0
79,0
80,7
81,0
82,0
83,55
84,73
85,0
86,62
87,0
88,0
89,69
90,47
91,0
92,0
93,0
94,74
95,0
96,51
97,0
98,25
99,65
100,43
101,0
102,15
103,40
104,0
105,0
106,0
107,0
108,50
109,0
110,54
111,17
112,0
113,8
114,43
115,0
116,0
117,0
118,65
119,0
120,68
121,20
122,11
123,0
124,0
125,47
126,0
127,0
128,70
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,47
137,0
138,47
139,0
140,0
141,30
142,0
143,42
144,0
145,9
146,50
147,0
148,15
149,56
150,0
151,63
152,44
153,29
154,0
155,0
156,53
157,0
158,0
159,0
160,0
161,0
162,65
163,60
164,0
165,0
166,0
167,0
168,66
169,57
170,54
171,25
172,0
173,0
174,0
175,0
176,34
177,34
178,0
179,51
180,0
181,18
182,0
183,0
184,37
185,0
186,10
187,73
188,1
189,0
190,0
191,0
192,17
193,0
194,0
195,0
196,62
197,0
198,0
199,0
200,0
201,0
202,1
203,37
204,0
205,0
206,39
207,0
208,41
209,36
210,37
211,27
212,35
213,0
214,22
215,7
216,0
217,8
218,60
219,60
220,18
221,4
222,14
223,11
224,2
225,53
226,17
227,33
228,17
229,34
230,2
231,14
232,4
233,29
234,0
235,68
236,27
237,28
238,25
239,48
240,39
241,43
242,2
243,73
244,6
245,0
246,5
247,0
248,24
249,27
250,6
251,23
252,55
253,0
254,16
255,0
256,0
257,2
258,0
259,0
260,18
261,0
262,35
263,50
264,54
265,0
266,49
267,0
268,55
269,0
270,67
271,15
272,63
273,57
274,12
275,1
276,44
277,1
278,43
279,52
280,0
281,0
282,60
283,31
284,0
285,5
286,0
287,0
288,24
289,37
290,72
291,31
292,0
293,42
294,0
295,51
296,32
297,64
298,49
299,0
300,41
301,7
302,58
303,0
304,0
305,25
306,4
307,12
308,0
309,0
310,0
311,40
312,60
313,68
314,53
315,49
316,0
317,0
318,0
319,0
320,53
321,0
322,0
323,0
324,53
325,17
326,0
327,52
328,0
329,0
330,42
331,29
332,0
333,0
334,36
335,0
336,11
337,0
338,6
339,46
340,0
341,4
342,0
343,5
344,0
345,0
346,23
347,46
348,11
349,16
350,0
351,56
352,0
353,25
354,0
355,0
356,0
357,67
358,0
359,0
360,0
361,0
362,0
363,52
364,22
