,0
0,72
1,0
2,11
3,0
4,0
5,0
6,73
7,0
8,0
9,60
10,0
11,0
12,72
13,0
14,0
15,0
16,59
17,0
18,38
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,22
28,0
29,0
30,0
31,0
32,0
33,0
34,63
35,0
36,38
37,63
38,0
39,59
40,0
41,0
42,0
43,0
44,41
45,0
46,0
47,0
48,53
49,32
50,40
51,0
52,0
53,22
54,0
55,44
56,0
57,0
58,0
59,0
60,41
61,0
62,0
63,0
64,40
65,0
66,0
67,0
68,0
69,59
70,18
71,19
72,0
73,14
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,16
82,0
83,0
84,0
85,0
86,0
87,0
88,28
89,59
90,62
91,0
92,43
93,0
94,0
95,0
96,0
97,0
98,0
99,35
100,73
101,41
102,0
103,0
104,0
105,0
106,0
107,43
108,5
109,0
110,0
111,0
112,24
113,12
114,0
115,0
116,0
117,0
118,28
119,0
120,0
121,0
122,0
123,0
124,58
125,0
126,10
127,0
128,52
129,0
130,18
131,0
132,0
133,65
134,0
135,0
136,0
137,0
138,0
139,0
140,32
141,0
142,0
143,0
144,69
145,66
146,0
147,0
148,0
149,3
150,0
151,0
152,0
153,0
154,13
155,0
156,1
157,31
158,1
159,13
160,26
161,52
162,0
163,0
164,0
165,32
166,0
167,0
168,0
169,0
170,21
171,0
172,56
173,47
174,0
175,0
176,0
177,48
178,2
179,4
180,0
181,0
182,58
183,0
184,41
185,0
186,31
187,29
188,0
189,27
190,0
191,0
192,0
193,0
194,0
195,0
196,55
197,63
198,0
199,0
200,0
201,51
202,65
203,0
204,66
205,60
206,0
207,0
208,31
209,12
210,0
211,6
212,43
213,3
214,0
215,35
216,4
217,64
218,10
219,57
220,18
221,22
222,0
223,10
224,15
225,30
226,4
227,28
228,31
229,16
230,51
231,0
232,7
233,33
234,33
235,25
236,28
237,6
238,60
239,0
240,60
241,60
242,67
243,20
244,8
245,3
246,6
247,18
248,41
249,8
250,69
251,29
252,0
253,29
254,0
255,37
256,0
257,0
258,0
259,47
260,0
261,20
262,0
263,0
264,0
265,0
266,70
267,0
268,0
269,17
270,0
271,0
272,0
273,50
274,0
275,0
276,0
277,0
278,70
279,24
280,0
281,0
282,0
283,0
284,0
285,5
286,0
287,0
288,0
289,0
290,58
291,0
292,0
293,0
294,58
295,0
296,0
297,0
298,0
299,18
300,0
301,27
302,0
303,0
304,45
305,37
306,73
307,0
308,0
309,0
310,0
311,0
312,6
313,0
314,0
315,0
316,0
317,55
318,0
319,0
320,0
321,63
322,16
323,0
324,0
325,57
326,39
327,0
328,0
329,0
330,42
331,37
332,0
333,0
334,0
335,19
336,0
337,0
338,39
339,6
340,0
341,0
342,34
343,0
344,0
345,22
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,55
363,0
364,13
