,0
0,0
1,44
2,64
3,18
4,61
5,0
6,0
7,0
8,0
9,24
10,28
11,0
12,37
13,51
14,45
15,65
16,0
17,1
18,0
19,17
20,5
21,0
22,0
23,67
24,47
25,66
26,37
27,73
28,22
29,0
30,35
31,50
32,0
33,48
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,21
43,60
44,0
45,0
46,13
47,29
48,0
49,25
50,62
51,0
52,0
53,13
54,0
55,9
56,64
57,25
58,1
59,0
60,26
61,2
62,11
63,0
64,3
65,0
66,0
67,0
68,22
69,0
70,11
71,40
72,0
73,0
74,69
75,70
76,20
77,0
78,0
79,65
80,0
81,44
82,9
83,25
84,57
85,17
86,3
87,61
88,8
89,60
90,51
91,50
92,48
93,0
94,0
95,29
96,20
97,0
98,6
99,0
100,0
101,55
102,7
103,0
104,19
105,0
106,52
107,73
108,0
109,0
110,0
111,0
112,0
113,23
114,0
115,0
116,17
117,0
118,0
119,27
120,31
121,0
122,61
123,48
124,0
125,26
126,64
127,36
128,1
129,0
130,68
131,0
132,53
133,68
134,0
135,0
136,0
137,9
138,48
139,15
140,7
141,0
142,0
143,5
144,50
145,60
146,72
147,14
148,0
149,0
150,1
151,53
152,0
153,9
154,43
155,0
156,71
157,19
158,52
159,0
160,5
161,20
162,0
163,0
164,18
165,64
166,52
167,0
168,34
169,50
170,0
171,36
172,56
173,55
174,0
175,0
176,7
177,40
178,0
179,0
180,60
181,40
182,0
183,0
184,0
185,0
186,0
187,0
188,14
189,8
190,5
191,9
192,38
193,8
194,40
195,1
196,0
197,19
198,0
199,0
200,3
201,0
202,0
203,0
204,24
205,72
206,41
207,15
208,0
209,0
210,23
211,10
212,4
213,35
214,12
215,0
216,20
217,23
218,30
219,3
220,68
221,34
222,6
223,16
224,25
225,4
226,19
227,57
228,34
229,41
230,42
231,9
232,46
233,15
234,19
235,47
236,32
237,36
238,0
239,53
240,0
241,11
242,50
243,4
244,6
245,6
246,49
247,35
248,0
249,45
250,0
251,15
252,42
253,57
254,41
255,0
256,34
257,3
258,19
259,45
260,41
261,16
262,0
263,0
264,18
265,0
266,11
267,45
268,37
269,39
270,7
271,0
272,64
273,34
274,64
275,34
276,34
277,58
278,57
279,0
280,0
281,0
282,0
283,0
284,0
285,12
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,66
295,0
296,73
297,0
298,9
299,0
300,54
301,64
302,34
303,73
304,43
305,0
306,0
307,0
308,42
309,54
310,48
311,0
312,13
313,7
314,21
315,0
316,0
317,0
318,0
319,0
320,74
321,0
322,3
323,0
324,0
325,0
326,5
327,0
328,46
329,0
330,0
331,36
332,0
333,0
334,48
335,0
336,0
337,0
338,52
339,0
340,45
341,73
342,0
343,63
344,45
345,0
346,53
347,0
348,71
349,15
350,48
351,61
352,54
353,33
354,0
355,22
356,58
357,46
358,0
359,6
360,53
361,33
362,65
363,7
364,70
