,0
0,47
1,37
2,0
3,43
4,39
5,45
6,22
7,0
8,0
9,55
10,0
11,0
12,0
13,0
14,0
15,69
16,65
17,72
18,69
19,0
20,64
21,0
22,47
23,0
24,72
25,67
26,43
27,0
28,19
29,0
30,60
31,0
32,0
33,0
34,48
35,62
36,37
37,0
38,0
39,28
40,0
41,0
42,0
43,51
44,0
45,43
46,40
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,68
56,0
57,0
58,29
59,0
60,0
61,45
62,0
63,0
64,69
65,0
66,54
67,0
68,0
69,0
70,0
71,38
72,59
73,0
74,0
75,0
76,0
77,0
78,0
79,3
80,54
81,7
82,0
83,0
84,72
85,0
86,0
87,0
88,66
89,0
90,0
91,50
92,0
93,33
94,0
95,62
96,0
97,43
98,0
99,0
100,22
101,0
102,0
103,69
104,0
105,0
106,36
107,57
108,69
109,0
110,43
111,0
112,59
113,0
114,0
115,0
116,52
117,0
118,51
119,7
120,34
121,0
122,16
123,0
124,0
125,38
126,0
127,0
128,27
129,41
130,0
131,0
132,0
133,2
134,34
135,38
136,10
137,0
138,45
139,4
140,15
141,34
142,0
143,0
144,0
145,36
146,0
147,0
148,0
149,56
150,0
151,0
152,0
153,23
154,70
155,34
156,69
157,0
158,53
159,46
160,0
161,0
162,27
163,0
164,0
165,12
166,0
167,1
168,0
169,60
170,67
171,22
172,0
173,21
174,48
175,14
176,0
177,74
178,72
179,3
180,0
181,0
182,5
183,0
184,56
185,0
186,20
187,0
188,22
189,49
190,65
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,17
199,0
200,0
201,0
202,0
203,0
204,69
205,0
206,33
207,0
208,0
209,36
210,6
211,8
212,0
213,66
214,12
215,38
216,9
217,0
218,50
219,0
220,53
221,0
222,41
223,32
224,50
225,2
226,15
227,58
228,59
229,7
230,61
231,47
232,53
233,5
234,38
235,7
236,18
237,31
238,31
239,29
240,0
241,73
242,5
243,15
244,35
245,5
246,29
247,0
248,44
249,59
250,2
251,63
252,5
253,62
254,4
255,0
256,0
257,4
258,39
259,34
260,18
261,0
262,0
263,0
264,42
265,37
266,23
267,55
268,22
269,0
270,2
271,21
272,0
273,61
274,74
275,0
276,0
277,0
278,0
279,43
280,0
281,0
282,49
283,57
284,50
285,41
286,29
287,0
288,48
289,0
290,0
291,30
292,59
293,47
294,40
295,0
296,0
297,0
298,58
299,23
300,61
301,0
302,64
303,72
304,0
305,0
306,71
307,0
308,0
309,0
310,0
311,0
312,13
313,0
314,71
315,13
316,48
317,0
318,0
319,0
320,0
321,14
322,0
323,0
324,67
325,0
326,57
327,27
328,0
329,0
330,19
331,3
332,0
333,0
334,13
335,0
336,1
337,0
338,0
339,3
340,0
341,17
342,41
343,0
344,64
345,20
346,19
347,0
348,0
349,36
350,73
351,41
352,44
353,0
354,46
355,33
356,37
357,0
358,31
359,0
360,0
361,0
362,0
363,31
364,0
