,agent,day,inventory,purchase,r_s_a,q_s_a
506,Wholesale,127,0.0,51,-140.0,-140.0
507,Regional_Warehouse,127,0.0,14,-48.0,-48.0
508,Factory,127,0.0,18,-64.0,-64.0
509,Retail,128,0.0,81,-10.0,-10.0
510,Wholesale,128,0.0,32,-42.0,-42.0
511,Regional_Warehouse,128,0.0,4,-120.0,-120.0
512,Factory,128,0.0,30,-144.0,-144.0
513,Retail,129,0.0,40,-11.5,-11.5
514,Wholesale,129,0.0,87,-2.0,-2.0
515,Regional_Warehouse,129,0.0,33,-26.0,-26.0
516,Factory,129,0.0,1,-130.0,-130.0
517,Retail,130,0.0,31,-11.099999999999994,-11.099999999999994
518,Wholesale,130,0.0,4,-114.0,-114.0
519,Regional_Warehouse,130,0.0,87,-156.0,-156.0
520,Factory,130,0.0,87,-48.0,-48.0
521,Retail,131,0.0,78,-12.600000000000023,-12.600000000000023
522,Wholesale,131,0.0,53,-188.0,-188.0
523,Regional_Warehouse,131,0.0,87,-132.0,-132.0
524,Factory,131,0.0,79,-126.0,-126.0
525,Retail,132,0.0,12,-14.800000000000011,-14.800000000000011
526,Wholesale,132,0.0,44,-152.0,-152.0
527,Regional_Warehouse,132,0.0,27,-118.0,-118.0
528,Factory,132,0.0,82,-88.0,-88.0
529,Retail,133,0.0,70,-16.30000000000001,-16.30000000000001
530,Wholesale,133,0.0,3,-20.0,-20.0
531,Regional_Warehouse,133,0.0,68,-148.0,-148.0
532,Factory,133,0.0,66,-80.0,-80.0
533,Retail,134,0.0,51,-11.899999999999977,-11.899999999999977
534,Wholesale,134,0.0,58,-180.0,-180.0
535,Regional_Warehouse,134,0.0,21,-166.0,-166.0
536,Factory,134,0.0,18,-24.0,-24.0
537,Retail,135,0.0,71,-10.0,-10.0
538,Wholesale,135,0.0,22,-52.0,-52.0
539,Regional_Warehouse,135,0.0,54,-78.0,-78.0
540,Factory,135,0.0,4,-156.0,-156.0
541,Retail,136,0.0,33,-11.5,-11.5
542,Wholesale,136,0.0,20,-138.0,-138.0
543,Regional_Warehouse,136,0.0,17,-130.0,-130.0
544,Factory,136,0.0,30,-108.0,-108.0
545,Retail,137,0.0,35,-11.100000000000023,-11.100000000000023
546,Wholesale,137,0.0,50,-12.0,-12.0
547,Regional_Warehouse,137,0.0,21,-194.0,-194.0
548,Factory,137,0.0,96,-78.0,-78.0
549,Retail,138,0.0,53,-12.600000000000023,-12.600000000000023
550,Wholesale,138,0.0,72,-116.0,-116.0
551,Regional_Warehouse,138,0.0,89,-24.0,-24.0
552,Factory,138,0.0,54,-144.0,-144.0
553,Retail,139,0.0,56,-14.800000000000011,-14.800000000000011
554,Wholesale,139,0.0,6,-96.0,-96.0
555,Regional_Warehouse,139,0.0,6,-140.0,-140.0
556,Factory,139,0.0,43,-56.0,-56.0
557,Retail,140,0.0,22,-16.30000000000001,-16.30000000000001
558,Wholesale,140,0.0,32,-4.0,-4.0
559,Regional_Warehouse,140,0.0,94,-128.0,-128.0
560,Factory,140,0.0,62,-184.0,-184.0
561,Retail,141,0.0,62,-11.899999999999977,-11.899999999999977
562,Wholesale,141,0.0,62,-128.0,-128.0
563,Regional_Warehouse,141,0.0,74,-178.0,-178.0
564,Factory,141,0.0,38,-78.0,-78.0
565,Retail,142,0.0,17,-10.0,-10.0
566,Wholesale,142,0.0,35,-16.0,-16.0
567,Regional_Warehouse,142,0.0,50,-6.0,-6.0
568,Factory,142,0.0,96,-52.0,-52.0
569,Retail,143,0.0,24,-11.5,-11.5
570,Wholesale,143,0.0,87,-64.0,-64.0
571,Regional_Warehouse,143,0.0,1,-32.0,-32.0
572,Factory,143,0.0,49,-10.0,-10.0
573,Retail,144,0.0,13,-11.100000000000023,-11.100000000000023
574,Wholesale,144,0.0,82,-92.0,-92.0
575,Regional_Warehouse,144,0.0,87,-32.0,-32.0
576,Factory,144,0.0,5,-34.0,-34.0
577,Retail,145,0.0,5,-12.600000000000023,-12.600000000000023
578,Wholesale,145,0.0,74,-30.0,-30.0
579,Regional_Warehouse,145,0.0,83,-68.0,-68.0
580,Factory,145,0.0,77,-150.0,-150.0
581,Retail,146,0.0,79,-14.800000000000011,-14.800000000000011
582,Wholesale,146,0.0,34,-102.0,-102.0
583,Regional_Warehouse,146,0.0,78,-46.0,-46.0
584,Factory,146,0.0,86,-86.0,-86.0
585,Retail,147,0.0,37,-16.30000000000001,-16.30000000000001
586,Wholesale,147,0.0,36,-178.0,-178.0
587,Regional_Warehouse,147,0.0,51,-102.0,-102.0
588,Factory,147,0.0,15,-102.0,-102.0
589,Retail,148,0.0,4,-11.899999999999977,-11.899999999999977
590,Wholesale,148,0.0,70,-88.0,-88.0
591,Regional_Warehouse,148,0.0,15,-198.0,-198.0
592,Factory,148,0.0,11,-134.0,-134.0
593,Retail,149,0.0,13,-10.0,-10.0
594,Wholesale,149,0.0,62,-16.0,-16.0
595,Regional_Warehouse,149,0.0,13,-184.0,-184.0
596,Factory,149,0.0,22,-82.0,-82.0
597,Retail,150,0.0,29,-11.5,-11.5
598,Wholesale,150,0.0,32,-28.0,-28.0
599,Regional_Warehouse,150,0.0,34,-188.0,-188.0
600,Factory,150,0.0,84,-182.0,-182.0
601,Retail,151,0.0,36,-11.100000000000023,-11.100000000000023
602,Wholesale,151,0.0,33,-82.0,-82.0
603,Regional_Warehouse,151,0.0,95,-80.0,-80.0
604,Factory,151,0.0,78,-18.0,-18.0
605,Retail,152,0.0,77,-12.600000000000023,-12.600000000000023
606,Wholesale,152,0.0,10,-184.0,-184.0
607,Regional_Warehouse,152,0.0,69,-14.0,-14.0
608,Factory,152,0.0,38,-144.0,-144.0
609,Retail,153,0.0,38,-14.799999999999955,-14.799999999999955
610,Wholesale,153,0.0,50,-84.0,-84.0
611,Regional_Warehouse,153,0.0,86,-166.0,-166.0
612,Factory,153,0.0,8,-154.0,-154.0
613,Retail,154,0.0,92,-16.299999999999955,-16.299999999999955
614,Wholesale,154,0.0,93,-52.0,-52.0
615,Regional_Warehouse,154,0.0,46,-128.0,-128.0
616,Factory,154,0.0,99,-26.0,-26.0
617,Retail,155,0.0,42,-11.899999999999977,-11.899999999999977
618,Wholesale,155,0.0,17,-60.0,-60.0
619,Regional_Warehouse,155,0.0,88,-98.0,-98.0
620,Factory,155,0.0,90,-116.0,-116.0
621,Retail,156,0.0,86,-10.0,-10.0
622,Wholesale,156,0.0,46,-22.0,-22.0
623,Regional_Warehouse,156,0.0,78,-154.0,-154.0
624,Factory,156,0.0,87,-6.0,-6.0
625,Retail,157,0.0,17,-11.5,-11.5
626,Wholesale,157,0.0,50,-102.0,-102.0
627,Regional_Warehouse,157,0.0,92,-126.0,-126.0
628,Factory,157,0.0,18,-54.0,-54.0
629,Retail,158,0.0,36,-11.100000000000023,-11.100000000000023
630,Wholesale,158,0.0,0,-186.0,-186.0
631,Regional_Warehouse,158,0.0,53,-96.0,-96.0
632,Factory,158,0.0,87,-186.0,-186.0
633,Retail,159,0.0,99,-12.600000000000023,-12.600000000000023
634,Wholesale,159,0.0,52,-114.0,-114.0
635,Regional_Warehouse,159,0.0,21,-8.0,-8.0
636,Factory,159,0.0,44,-158.0,-158.0
637,Retail,160,0.0,32,-14.799999999999955,-14.799999999999955
638,Wholesale,160,0.0,22,-12.0,-12.0
639,Regional_Warehouse,160,0.0,89,-24.0,-24.0
640,Factory,160,0.0,63,-68.0,-68.0
641,Retail,161,0.0,99,-16.299999999999955,-16.299999999999955
642,Wholesale,161,0.0,32,-106.0,-106.0
643,Regional_Warehouse,161,0.0,0,-148.0,-148.0
644,Factory,161,0.0,9,-166.0,-166.0
645,Retail,162,0.0,62,-11.899999999999977,-11.899999999999977
646,Wholesale,162,0.0,33,-30.0,-30.0
647,Regional_Warehouse,162,0.0,8,-178.0,-178.0
648,Factory,162,0.0,68,-116.0,-116.0
649,Retail,163,0.0,88,-10.0,-10.0
650,Wholesale,163,0.0,32,-166.0,-166.0
651,Regional_Warehouse,163,0.0,69,-38.0,-38.0
652,Factory,163,0.0,69,-174.0,-174.0
653,Retail,164,0.0,92,-11.5,-11.5
654,Wholesale,164,0.0,11,-14.0,-14.0
655,Regional_Warehouse,164,0.0,10,-48.0,-48.0
656,Factory,164,0.0,84,-92.0,-92.0
657,Retail,165,0.0,44,-11.100000000000023,-11.100000000000023
658,Wholesale,165,0.0,87,-56.0,-56.0
659,Regional_Warehouse,165,0.0,39,-166.0,-166.0
660,Factory,165,0.0,61,-182.0,-182.0
661,Retail,166,0.0,92,-12.600000000000023,-12.600000000000023
662,Wholesale,166,0.0,85,-86.0,-86.0
663,Regional_Warehouse,166,0.0,3,-40.0,-40.0
664,Factory,166,0.0,90,-4.0,-4.0
665,Retail,167,0.0,20,-14.799999999999955,-14.799999999999955
666,Wholesale,167,0.0,23,-36.0,-36.0
667,Regional_Warehouse,167,0.0,96,-188.0,-188.0
668,Factory,167,0.0,31,-138.0,-138.0
669,Retail,168,0.0,80,24.745189907002555,24.745189907002555
670,Wholesale,168,0.0,13,-82.95481009299874,-82.95481009299874
671,Regional_Warehouse,168,0.0,93,1.0451899070030777,1.0451899070030777
672,Factory,168,0.0,77,17.045189907003078,17.045189907003078
673,Retail,169,0.0,97,-11.899999999999977,-11.899999999999977
674,Wholesale,169,0.0,10,-52.0,-52.0
675,Regional_Warehouse,169,0.0,25,-182.0,-182.0
676,Factory,169,0.0,60,-6.0,-6.0
677,Retail,170,0.0,41,-10.0,-10.0
678,Wholesale,170,0.0,14,-122.0,-122.0
679,Regional_Warehouse,170,0.0,16,-6.0,-6.0
680,Factory,170,0.0,36,-178.0,-178.0
681,Retail,171,0.0,64,-11.5,-11.5
682,Wholesale,171,0.0,26,-22.0,-22.0
683,Regional_Warehouse,171,0.0,43,-10.0,-10.0
684,Factory,171,0.0,28,-110.0,-110.0
685,Retail,172,0.0,74,-11.100000000000023,-11.100000000000023
686,Wholesale,172,0.0,15,-64.0,-64.0
687,Regional_Warehouse,172,0.0,44,-26.0,-26.0
688,Factory,172,0.0,71,-82.0,-82.0
689,Retail,173,0.0,49,-12.600000000000023,-12.600000000000023
690,Wholesale,173,0.0,94,-186.0,-186.0
691,Regional_Warehouse,173,0.0,88,-112.0,-112.0
692,Factory,173,0.0,42,-2.0,-2.0
693,Retail,174,0.0,44,-14.799999999999955,-14.799999999999955
694,Wholesale,174,0.0,96,-14.0,-14.0
695,Regional_Warehouse,174,0.0,72,-26.0,-26.0
696,Factory,174,0.0,69,-142.0,-142.0
697,Retail,175,0.0,28,-16.299999999999955,-16.299999999999955
698,Wholesale,175,0.0,72,-54.0,-54.0
699,Regional_Warehouse,175,0.0,82,-22.0,-22.0
700,Factory,175,0.0,87,-68.0,-68.0
701,Retail,176,0.0,81,-11.899999999999977,-11.899999999999977
702,Wholesale,176,0.0,48,-192.0,-192.0
703,Regional_Warehouse,176,0.0,48,-196.0,-196.0
704,Factory,176,0.0,30,-192.0,-192.0
705,Retail,177,0.0,42,-10.0,-10.0
706,Wholesale,177,0.0,98,-24.0,-24.0
707,Regional_Warehouse,177,0.0,85,-90.0,-90.0
708,Factory,177,0.0,3,-76.0,-76.0
709,Retail,178,0.0,49,-11.5,-11.5
710,Wholesale,178,0.0,62,-170.0,-170.0
711,Regional_Warehouse,178,0.0,77,-2.0,-2.0
712,Factory,178,0.0,23,-8.0,-8.0
713,Retail,179,0.0,14,-11.100000000000023,-11.100000000000023
714,Wholesale,179,0.0,80,-38.0,-38.0
715,Regional_Warehouse,179,0.0,28,-70.0,-70.0
716,Factory,179,0.0,41,-176.0,-176.0
717,Retail,180,0.0,1,-12.600000000000023,-12.600000000000023
718,Wholesale,180,0.0,53,-173.99999999999818,-173.99999999999818
719,Regional_Warehouse,180,0.0,41,-16.0,-16.0
720,Factory,180,0.0,95,-132.0,-132.0
721,Retail,181,0.0,6,-14.799999999999955,-14.799999999999955
722,Wholesale,181,0.0,43,-182.0,-182.0
723,Regional_Warehouse,181,0.0,52,-170.0,-170.0
724,Factory,181,0.0,47,-184.0,-184.0
725,Retail,182,0.0,88,-16.299999999999955,-16.299999999999955
726,Wholesale,182,0.0,78,-60.0,-60.0
727,Regional_Warehouse,182,0.0,15,-76.0,-76.0
728,Factory,182,0.0,86,-182.0,-182.0
729,Retail,183,0.0,53,-11.899999999999977,-11.899999999999977
730,Wholesale,183,0.0,37,-170.0,-170.0
731,Regional_Warehouse,183,0.0,50,-2.0,-2.0
732,Factory,183,0.0,39,-122.0,-122.0
733,Retail,184,0.0,32,-10.0,-10.0
734,Wholesale,184,0.0,18,-112.0,-112.0
735,Regional_Warehouse,184,0.0,8,-108.0,-108.0
736,Factory,184,0.0,31,-128.0,-128.0
737,Retail,185,0.0,5,-11.5,-11.5
738,Wholesale,185,0.0,64,-166.0,-166.0
739,Regional_Warehouse,185,0.0,16,-20.0,-20.0
740,Factory,185,0.0,41,-196.0,-196.0
741,Retail,186,0.0,58,-11.100000000000023,-11.100000000000023
742,Wholesale,186,0.0,31,-192.0,-192.0
743,Regional_Warehouse,186,0.0,93,-154.0,-154.0
744,Factory,186,0.0,69,-36.0,-36.0
745,Retail,187,0.0,62,-12.600000000000023,-12.600000000000023
746,Wholesale,187,0.0,7,-194.0,-194.0
747,Regional_Warehouse,187,0.0,45,-138.0,-138.0
748,Factory,187,0.0,87,-22.0,-22.0
749,Retail,188,0.0,48,-14.799999999999955,-14.799999999999955
750,Wholesale,188,0.0,39,-44.0,-44.0
751,Regional_Warehouse,188,0.0,71,-78.0,-78.0
752,Factory,188,0.0,34,-30.0,-30.0
753,Retail,189,0.0,68,-16.299999999999955,-16.299999999999955
754,Wholesale,189,0.0,69,-106.0,-106.0
755,Regional_Warehouse,189,0.0,14,-126.0,-126.0
756,Factory,189,0.0,56,-154.0,-154.0
757,Retail,190,0.0,27,-11.899999999999977,-11.899999999999977
758,Wholesale,190,0.0,57,-60.0,-60.0
759,Regional_Warehouse,190,0.0,35,-12.0,-12.0
760,Factory,190,0.0,10,-66.0,-66.0
761,Retail,191,0.0,73,-10.0,-10.0
762,Wholesale,191,0.0,17,-20.0,-20.0
763,Regional_Warehouse,191,0.0,70,-12.0,-12.0
764,Factory,191,0.0,70,-8.0,-8.0
765,Retail,192,0.0,69,-5.649333118426853,-5.649333118426853
766,Wholesale,192,0.0,2,1.8506668815753073,1.8506668815753073
767,Regional_Warehouse,192,0.0,22,-14.149333118424693,-14.149333118424693
768,Factory,192,0.0,36,-70.14933311842469,-70.14933311842469
769,Retail,193,0.0,7,-11.100000000000023,-11.100000000000023
770,Wholesale,193,0.0,92,-40.0,-40.0
771,Regional_Warehouse,193,0.0,97,-164.0,-164.0
772,Factory,193,0.0,49,-168.0,-168.0
773,Retail,194,0.0,93,-12.600000000000023,-12.600000000000023
774,Wholesale,194,0.0,4,-112.0,-112.0
775,Regional_Warehouse,194,0.0,97,-164.0,-164.0
776,Factory,194,0.0,90,-80.0,-80.0
777,Retail,195,0.0,4,-14.800000000000068,-14.800000000000068
778,Wholesale,195,0.0,18,-198.0,-198.0
779,Regional_Warehouse,195,0.0,38,-104.0,-104.0
780,Factory,195,0.0,97,-126.0,-126.0
781,Retail,196,0.0,61,-16.299999999999955,-16.299999999999955
782,Wholesale,196,0.0,98,-114.0,-114.0
783,Regional_Warehouse,196,0.0,44,-68.0,-68.0
784,Factory,196,0.0,74,-174.0,-174.0
785,Retail,197,0.0,17,-11.900000000000091,-11.900000000000091
786,Wholesale,197,0.0,17,-146.0,-146.0
787,Regional_Warehouse,197,0.0,1,-42.0,-42.0
788,Factory,197,0.0,15,-32.0,-32.0
789,Retail,198,0.0,82,-10.0,-10.0
790,Wholesale,198,0.0,89,-16.0,-16.0
791,Regional_Warehouse,198,0.0,58,-14.0,-14.0
792,Factory,198,0.0,24,-52.0,-52.0
793,Retail,199,0.0,58,-11.5,-11.5
794,Wholesale,199,0.0,22,-176.0,-176.0
795,Regional_Warehouse,199,0.0,85,-146.0,-146.0
796,Factory,199,0.0,52,-166.0,-166.0
797,Retail,200,0.0,15,-11.099999999999909,-11.099999999999909
798,Wholesale,200,0.0,43,-106.0,-106.0
799,Regional_Warehouse,200,0.0,18,-20.0,-20.0
800,Factory,200,0.0,92,-126.0,-126.0
801,Retail,201,0.0,50,-12.599999999999909,-12.599999999999909
802,Wholesale,201,0.0,24,-118.0,-118.0
803,Regional_Warehouse,201,0.0,53,-70.0,-70.0
804,Factory,201,0.0,28,-56.0,-56.0
805,Retail,202,0.0,92,-14.799999999999955,-14.799999999999955
806,Wholesale,202,0.0,19,-138.0,-138.0
807,Regional_Warehouse,202,0.0,43,-164.0,-164.0
808,Factory,202,0.0,87,-14.0,-14.0
809,Retail,203,0.0,70,-16.299999999999955,-16.299999999999955
810,Wholesale,203,0.0,5,-22.0,-22.0
811,Regional_Warehouse,203,0.0,68,-146.0,-146.0
812,Factory,203,0.0,43,-180.0,-180.0
813,Retail,204,0.0,1,-11.900000000000091,-11.900000000000091
814,Wholesale,204,0.0,59,-8.0,-8.0
815,Regional_Warehouse,204,0.0,27,-42.0,-42.0
816,Factory,204,0.0,50,-28.0,-28.0
817,Retail,205,0.0,58,-10.0,-10.0
818,Wholesale,205,0.0,35,-158.0,-158.0
819,Regional_Warehouse,205,0.0,67,-96.0,-96.0
820,Factory,205,0.0,4,-138.0,-138.0
821,Retail,206,0.0,76,-11.5,-11.5
822,Wholesale,206,0.0,21,-186.0,-186.0
823,Regional_Warehouse,206,0.0,17,-136.0,-136.0
824,Factory,206,0.0,37,-118.0,-118.0
825,Retail,207,0.0,23,22.869716084102265,22.869716084102265
826,Wholesale,207,0.0,21,-136.0302839158976,-136.0302839158976
827,Regional_Warehouse,207,0.0,63,19.969716084098764,19.969716084098764
828,Factory,207,0.0,46,-94.0302839158976,-94.0302839158976
829,Retail,208,0.0,79,-12.599999999999909,-12.599999999999909
830,Wholesale,208,0.0,59,-114.0,-114.0
831,Regional_Warehouse,208,0.0,22,-144.0,-144.0
832,Factory,208,0.0,85,-26.0,-26.0
833,Retail,209,0.0,71,-14.799999999999955,-14.799999999999955
834,Wholesale,209,0.0,46,-60.0,-60.0
835,Regional_Warehouse,209,0.0,47,-178.0,-178.0
836,Factory,209,0.0,13,-46.0,-46.0
837,Retail,210,0.0,41,-16.299999999999955,-16.299999999999955
838,Wholesale,210,0.0,84,-116.0,-116.0
839,Regional_Warehouse,210,0.0,62,-12.0,-12.0
840,Factory,210,0.0,35,-8.0,-8.0
841,Retail,211,0.0,30,-11.900000000000091,-11.900000000000091
842,Wholesale,211,0.0,57,-54.0,-54.0
843,Regional_Warehouse,211,0.0,99,-80.0,-80.0
844,Factory,211,0.0,82,-4.0,-4.0
845,Retail,212,4.0,51,-310.0,-310.0
846,Wholesale,212,0.0,7,68.0,68.0
847,Regional_Warehouse,212,0.0,85,-88.0,-88.0
848,Factory,212,0.0,46,-80.0,-80.0
849,Retail,213,15.0,21,-940.1095890410959,-940.1095890410959
850,Wholesale,213,0.0,44,152.0,152.0
851,Regional_Warehouse,213,0.0,73,10.0,10.0
852,Factory,213,0.7791837198258946,84,113.24897681044604,113.24897681044604
853,Retail,214,10.029183719825895,0,504.46250631156,504.46250631156
854,Wholesale,214,0.0,15,-168.64979536209285,-168.64979536209285
855,Regional_Warehouse,214,0.0,28,-112.64979536208921,-112.64979536208921
856,Factory,214,0.0,71,-3.9201196717076527,-3.9201196717076527
857,Retail,215,16.479183719825894,72,-525.2747721567075,-525.2747721567075
858,Wholesale,215,1.3335367741788957,3,13.317058065687888,13.317058065687888
859,Regional_Warehouse,215,0.0,4,92.00244129014754,92.00244129014754
860,Factory,215,0.0,82,4.002441290143906,4.002441290143906
861,Retail,216,11.512720494004789,52,509.53020583842454,509.53020583842454
862,Wholesale,216,0.0,98,108.64884797036939,108.64884797036939
863,Regional_Warehouse,216,0.0,49,-150.0,-150.0
864,Factory,216,0.0,24,-102.0,-102.0
865,Retail,217,18.11272049400479,37,-520.3154169998361,-520.3154169998361
866,Wholesale,217,0.0,33,80.0,80.0
867,Regional_Warehouse,217,0.0,65,-2.0,-2.0
868,Factory,217,0.0,64,-4.0,-4.0
869,Retail,218,18.7037095064778,44,27.81474995978533,27.81474995978533
870,Wholesale,218,0.0,0,70.89186814967252,70.89186814967252
871,Regional_Warehouse,218,0.0,28,18.891868149676156,18.891868149676156
872,Factory,218,0.0,64,58.89186814967616,58.89186814967616
873,Retail,219,32.65094851895081,2,-1196.2639415200083,-1196.2639415200083
874,Wholesale,219,0.0,99,176.76686814967252,176.76686814967252
875,Regional_Warehouse,219,0.0,52,118.76686814967616,118.76686814967616
876,Factory,219,0.0,43,116.76686814967616,116.76686814967616
877,Retail,220,28.54818753142382,85,418.3539423426637,418.3539423426637
878,Wholesale,220,0.0,37,-91.23313185032748,-91.23313185032748
879,Regional_Warehouse,220,0.0,53,-3.2331318503238435,-3.2331318503238435
880,Factory,220,0.0,33,-121.23313185032384,-121.23313185032384
881,Retail,221,45.79818753142382,66,-1495.7821421241488,-1495.7821421241488
882,Wholesale,221,0.0,94,128.0,128.0
883,Regional_Warehouse,221,0.0,66,210.0,210.0
884,Factory,221,0.0,62,164.0,164.0
885,Retail,222,52.248187531423824,21,-526.2547448638743,-526.2547448638743
886,Wholesale,222,0.0,34,-28.0,-28.0
887,Regional_Warehouse,222,0.0,58,-16.0,-16.0
888,Factory,222,13.0,57,-660.0,-660.0
889,Retail,223,91.92884502295104,92,-3509.6906314300904,-3509.6906314300904
890,Wholesale,223,0.0,19,387.7678898983286,387.7678898983286
891,Regional_Warehouse,223,0.0,60,367.76788989832494,367.76788989832494
892,Factory,223,0.0,0,1193.4117255147685,1193.4117255147685
893,Retail,224,84.52884502295103,81,737.4814015062202,737.4814015062202
894,Wholesale,224,0.0,57,-188.0,-188.0
895,Regional_Warehouse,224,0.0,73,-2.0,-2.0
896,Factory,224,0.0,53,-180.0,-180.0
897,Retail,225,95.35950251447824,20,-895.5750330052015,-895.5750330052015
898,Wholesale,225,0.0,40,49.767889898328576,49.767889898328576
899,Regional_Warehouse,225,0.0,36,131.76788989832494,131.76788989832494
900,Factory,225,0.0,96,129.76788989832858,129.76788989832858
901,Retail,226,121.40950251447823,56,-2287.6125891099855,-2287.6125891099855
902,Wholesale,226,0.0,11,222.0,222.0
903,Regional_Warehouse,226,0.0,0,320.0,320.0
904,Factory,226,0.0,87,242.0,242.0
905,Retail,227,126.44516000600544,30,-406.5354619775717,-406.5354619775717
906,Wholesale,227,0.0,9,-25.572110101675207,-25.572110101675207
907,Regional_Warehouse,227,0.0,20,92.42788989832843,92.42788989832843
908,Factory,227,0.0,74,10.42788989832843,10.42788989832843
909,Retail,228,120.69516000600544,82,571.5357490409315,571.5357490409315
910,Wholesale,228,0.0,64,-198.0,-198.0
911,Regional_Warehouse,228,0.0,64,-54.0,-54.0
912,Factory,228,0.0,42,-130.0,-130.0
913,Retail,229,117.14516000600544,97,371.69328328750635,371.69328328750635
914,Wholesale,229,8.0,7,-620.0,-620.0
915,Regional_Warehouse,229,0.0,13,-44.0,-44.0
916,Factory,229,0.0,80,-10.0,-10.0
917,Retail,230,127.84516000600543,97,-903.2094564385206,-903.2094564385206
918,Wholesale,230,0.0,28,803.7808219178078,803.7808219178078
919,Regional_Warehouse,230,0.0,51,-74.0,-74.0
920,Factory,230,0.0,94,-82.0,-82.0
921,Retail,231,120.44516000600542,69,736.4973928765485,736.4973928765485
922,Wholesale,231,0.0,31,-2.0,-2.0
923,Regional_Warehouse,231,0.0,18,-88.0,-88.0
924,Factory,231,0.0,13,-80.0,-80.0
925,Retail,232,117.29516000600543,8,361.70013260257474,361.70013260257474
926,Wholesale,232,0.0,69,-106.0,-106.0
927,Regional_Warehouse,232,24.0,64,-1630.0,-1630.0
928,Factory,232,0.0,72,170.0,170.0
929,Retail,233,135.34516000600544,42,-1568.2135660275617,-1568.2135660275617
930,Wholesale,233,0.0,90,192.0,192.0
931,Regional_Warehouse,233,0.0,80,1907.3424657534233,1907.3424657534233
932,Factory,233,0.0,33,-56.0,-56.0
933,Retail,234,132.57038887114615,34,296.0213155618294,296.0213155618294
934,Wholesale,234,0.0,49,-137.29725361831152,-137.29725361831152
935,Regional_Warehouse,234,0.0,74,-63.297253618311515,-63.297253618311515
936,Factory,234,0.0,6,-77.29725361831515,-77.29725361831515
937,Retail,235,126.82038887114615,72,571.3679345514756,571.3679345514756
938,Wholesale,235,0.0,62,-54.0,-54.0
939,Regional_Warehouse,235,0.0,26,-94.0,-94.0
940,Factory,235,0.0,10,-138.0,-138.0
941,Retail,236,134.49561773628685,11,-638.7451290646131,-638.7451290646131
942,Wholesale,236,0.0,8,-3.2972536183151533,-3.2972536183151533
943,Regional_Warehouse,236,0.0,12,-33.29725361831515,-33.29725361831515
944,Factory,236,0.0,49,128.70274638168485,128.70274638168485
945,Retail,237,139.19561773628683,4,-363.6848114448294,-363.6848114448294
946,Wholesale,237,0.0,28,-52.0,-52.0
947,Regional_Warehouse,237,0.0,63,90.0,90.0
948,Factory,237,0.0,45,10.0,10.0
949,Retail,238,138.07584660142751,8,170.96582356922045,170.96582356922045
950,Wholesale,238,0.0,35,-16.63725361831166,-16.63725361831166
951,Regional_Warehouse,238,0.0,0,29.3627463816847,29.3627463816847
952,Factory,238,0.0,38,-44.63725361831166,-44.63725361831166
953,Retail,239,129.9258466014275,57,811.2171000931121,811.2171000931121
954,Wholesale,239,0.0,5,-46.0,-46.0
955,Regional_Warehouse,239,0.0,17,-194.0,-194.0
956,Factory,239,0.0,51,-90.0,-90.0
957,Retail,240,124.9758466014275,27,501.44038776434536,501.44038776434536
958,Wholesale,240,0.0,29,-8.0,-8.0
959,Regional_Warehouse,240,0.0,26,-178.0,-178.0
960,Factory,240,12.954259695421499,3,-767.2555817252905,-767.2555817252905
961,Retail,241,127.97584660142752,46,-223.42399579729863,-223.42399579729863
962,Wholesale,241,4.954259695421499,18,-316.3407756337183,-316.3407756337183
963,Regional_Warehouse,241,0.0,61,-2.5488836549448024,-2.5488836549448024
964,Factory,241,0.0,20,740.3517868458184,740.3517868458184
965,Retail,242,158.18010629684903,69,-2664.389560166057,-2664.389560166057
966,Wholesale,242,0.0,38,649.6561588364384,649.6561588364384
967,Regional_Warehouse,242,0.0,23,296.0,296.0
968,Factory,242,0.0,55,226.0,226.0
969,Retail,243,170.63010629684902,63,-1069.3337015423785,-1069.3337015423785
970,Wholesale,243,0.0,86,174.0,174.0
971,Regional_Warehouse,243,0.0,1,64.0,64.0
972,Factory,243,0.0,67,70.0,70.0
973,Retail,244,164.330106296849,61,625.32520256721,625.32520256721
974,Wholesale,244,0.0,4,-54.0,-54.0
975,Regional_Warehouse,244,0.0,40,-44.0,-44.0
976,Factory,244,0.0,90,-172.0,-172.0
977,Retail,245,180.6216676463192,12,-1396.7427161453834,-1396.7427161453834
978,Wholesale,245,0.0,94,176.29873619363934,176.29873619363934
979,Regional_Warehouse,245,0.0,3,132.29873619363934,132.29873619363934
980,Factory,245,0.0,46,210.29873619364298,210.29873619364298
981,Retail,246,172.4716676463192,81,810.051461160374,810.051461160374
982,Wholesale,246,0.0,90,-62.0,-62.0
983,Regional_Warehouse,246,0.0,14,-44.0,-44.0
984,Factory,246,0.0,45,-64.0,-64.0
985,Retail,247,183.5216676463192,85,-939.7252511683928,-939.7252511683928
986,Wholesale,247,0.0,63,96.0,96.0
987,Regional_Warehouse,247,0.0,81,72.0,72.0
988,Factory,247,0.0,85,90.0,90.0
989,Retail,248,183.1832154357676,30,75.4327080552248,75.4327080552248
990,Wholesale,248,0.0,5,-50.06142652661583,-50.06142652661583
991,Regional_Warehouse,248,0.0,23,-136.06142652661947,-136.06142652661947
992,Factory,248,0.0,22,3.9385734733805293,3.9385734733805293
