,iteracion,agente,estrategia,desempeño
1157,48,Fábrica,Todos óptima,1.3109873887548962
1161,48,Almacén Regional,Nadie óptima,0.0
1162,48,Almacén Regional,Un agente óptimo,0.019854832120876006
1163,48,Almacén Regional,Todos óptima,1.4855399707778714
1167,48,Menudeo,Nadie óptima,0.0
1168,48,Menudeo,Un agente óptimo,0.9714130702302695
1169,48,Menudeo,Todos óptima,1.3109873887548962
1173,48,Mayoreo,Nadie óptima,0.0
1174,48,Mayoreo,Un agente óptimo,0.021616481323540247
1175,48,Mayoreo,Todos óptima,0.9818740298713373
1179,49,Fábrica,Nadie óptima,0.0
1180,49,Fábrica,Un agente óptimo,0.2615382501672989
1181,49,Fábrica,Todos óptima,0.775181599600129
1185,49,Almacén Regional,Nadie óptima,0.0
1186,49,Almacén Regional,Un agente óptimo,0.03137776684342982
1187,49,Almacén Regional,Todos óptima,0.48461481375127174
1191,49,Menudeo,Nadie óptima,0.0
1192,49,Menudeo,Un agente óptimo,0.2615382501672989
1193,49,Menudeo,Todos óptima,0.775181599600129
1197,49,Mayoreo,Nadie óptima,0.0
1198,49,Mayoreo,Un agente óptimo,0.04874284549157551
1199,49,Mayoreo,Todos óptima,0.4820479861625787
1203,50,Fábrica,Nadie óptima,0.0
1204,50,Fábrica,Un agente óptimo,0.8261836772918327
1205,50,Fábrica,Todos óptima,0.9574933930786086
1209,50,Almacén Regional,Nadie óptima,0.0
1210,50,Almacén Regional,Un agente óptimo,0.0073836579388279165
1211,50,Almacén Regional,Todos óptima,0.9916402728678978
1215,50,Menudeo,Nadie óptima,0.0
1216,50,Menudeo,Un agente óptimo,0.8261836772918327
1217,50,Menudeo,Todos óptima,0.9574933930786086
1221,50,Mayoreo,Nadie óptima,0.0
1222,50,Mayoreo,Un agente óptimo,0.014963470830584993
1223,50,Mayoreo,Todos óptima,0.9132528593148381
1227,51,Fábrica,Nadie óptima,0.0
1228,51,Fábrica,Un agente óptimo,0.4188628523116597
1229,51,Fábrica,Todos óptima,0.6219771357441815
1233,51,Almacén Regional,Nadie óptima,0.0
1234,51,Almacén Regional,Un agente óptimo,0.0029321522943248773
1235,51,Almacén Regional,Todos óptima,0.7849904326982086
1239,51,Menudeo,Nadie óptima,0.0
1240,51,Menudeo,Un agente óptimo,0.4188628523116597
1241,51,Menudeo,Todos óptima,0.6219771357441815
1245,51,Mayoreo,Nadie óptima,0.0
1246,51,Mayoreo,Un agente óptimo,0.17659084216888699
1247,51,Mayoreo,Todos óptima,0.7162000593440512
1251,52,Fábrica,Nadie óptima,0.0
1252,52,Fábrica,Un agente óptimo,0.821977352616766
1253,52,Fábrica,Todos óptima,0.9633261881911607
1257,52,Almacén Regional,Nadie óptima,0.0
1258,52,Almacén Regional,Un agente óptimo,0.010517306843173946
1259,52,Almacén Regional,Todos óptima,1.1016172981966947
1263,52,Menudeo,Nadie óptima,0.0
1264,52,Menudeo,Un agente óptimo,0.821977352616766
1265,52,Menudeo,Todos óptima,0.9633261881911607
1269,52,Mayoreo,Nadie óptima,0.0
1270,52,Mayoreo,Un agente óptimo,0.021447633603000532
1271,52,Mayoreo,Todos óptima,1.0845203510427939
1275,53,Fábrica,Nadie óptima,0.0
1276,53,Fábrica,Un agente óptimo,2.664030793181643
1277,53,Fábrica,Todos óptima,4.498061684809812
1281,53,Almacén Regional,Nadie óptima,0.0
1282,53,Almacén Regional,Un agente óptimo,0.07182821146317407
1283,53,Almacén Regional,Todos óptima,2.2533402951376402
1287,53,Menudeo,Nadie óptima,0.0
1288,53,Menudeo,Un agente óptimo,2.664030793181643
1289,53,Menudeo,Todos óptima,4.498061684809812
1293,53,Mayoreo,Nadie óptima,0.0
1294,53,Mayoreo,Un agente óptimo,0.15346808369867312
1295,53,Mayoreo,Todos óptima,4.665517914434383
1299,54,Fábrica,Nadie óptima,0.0
1300,54,Fábrica,Un agente óptimo,1.8385457583559466
1301,54,Fábrica,Todos óptima,3.2523417766861304
1305,54,Almacén Regional,Nadie óptima,0.0
1306,54,Almacén Regional,Un agente óptimo,0.036804255601444055
1307,54,Almacén Regional,Todos óptima,2.2649228109508672
1311,54,Menudeo,Nadie óptima,0.0
1312,54,Menudeo,Un agente óptimo,1.8385457583559466
1313,54,Menudeo,Todos óptima,3.2523417766861304
1317,54,Mayoreo,Nadie óptima,0.0
1318,54,Mayoreo,Un agente óptimo,0.03594047042996084
1319,54,Mayoreo,Todos óptima,1.4222515048794149
1323,55,Fábrica,Nadie óptima,0.0
1324,55,Fábrica,Un agente óptimo,2.911438130705091
1329,55,Almacén Regional,Nadie óptima,0.0
1330,55,Almacén Regional,Un agente óptimo,0.059053264401800074
1331,55,Almacén Regional,Todos óptima,1.6557624795159953
1335,55,Menudeo,Nadie óptima,0.0
1336,55,Menudeo,Un agente óptimo,2.911438130705091
1341,55,Mayoreo,Nadie óptima,0.0
1342,55,Mayoreo,Un agente óptimo,0.047578874188476346
1343,55,Mayoreo,Todos óptima,1.8396943581043936
1347,56,Fábrica,Nadie óptima,0.0
1348,56,Fábrica,Un agente óptimo,0.9183290101682219
1349,56,Fábrica,Todos óptima,1.185409710035391
1353,56,Almacén Regional,Nadie óptima,0.0
1354,56,Almacén Regional,Un agente óptimo,0.07608444701870938
1355,56,Almacén Regional,Todos óptima,3.7554258000422607
1359,56,Menudeo,Nadie óptima,0.0
1360,56,Menudeo,Un agente óptimo,0.9183290101682219
1361,56,Menudeo,Todos óptima,1.185409710035391
1365,56,Mayoreo,Nadie óptima,0.0
1366,56,Mayoreo,Un agente óptimo,0.0337724858216933
1367,56,Mayoreo,Todos óptima,1.3904971523168728
1371,57,Fábrica,Nadie óptima,0.0
1372,57,Fábrica,Un agente óptimo,1.0670615232963847
1373,57,Fábrica,Todos óptima,1.4899983999430788
1377,57,Almacén Regional,Nadie óptima,0.0
1378,57,Almacén Regional,Un agente óptimo,0.04492265597106261
1379,57,Almacén Regional,Todos óptima,2.4469302672877804
1383,57,Menudeo,Nadie óptima,0.0
1384,57,Menudeo,Un agente óptimo,1.0670615232963847
1385,57,Menudeo,Todos óptima,1.4899983999430788
1389,57,Mayoreo,Nadie óptima,0.0
1390,57,Mayoreo,Un agente óptimo,0.03958352031404842
1391,57,Mayoreo,Todos óptima,1.6675159588370922
1395,58,Fábrica,Nadie óptima,0.0
1396,58,Fábrica,Un agente óptimo,1.0763374534986214
1397,58,Fábrica,Todos óptima,1.541330169242342
1401,58,Almacén Regional,Nadie óptima,0.0
1402,58,Almacén Regional,Un agente óptimo,0.011318880681437118
1403,58,Almacén Regional,Todos óptima,1.2542748203238265
1407,58,Menudeo,Nadie óptima,0.0
1408,58,Menudeo,Un agente óptimo,1.0763374534986214
1409,58,Menudeo,Todos óptima,1.541330169242342
1413,58,Mayoreo,Nadie óptima,0.0
1414,58,Mayoreo,Un agente óptimo,0.025218987699356887
1415,58,Mayoreo,Todos óptima,1.0974215999810448
1419,59,Fábrica,Nadie óptima,0.0
1420,59,Fábrica,Un agente óptimo,0.8818932674160574
1421,59,Fábrica,Todos óptima,1.0901585656492228
1425,59,Almacén Regional,Nadie óptima,0.0
1426,59,Almacén Regional,Un agente óptimo,0.01887247825979388
1427,59,Almacén Regional,Todos óptima,1.4634983123681895
1431,59,Menudeo,Nadie óptima,0.0
1432,59,Menudeo,Un agente óptimo,0.8818932674160574
1433,59,Menudeo,Todos óptima,1.0901585656492228
1437,59,Mayoreo,Nadie óptima,0.0
1438,59,Mayoreo,Un agente óptimo,0.026581778719122446
1439,59,Mayoreo,Todos óptima,1.2966463733291493
1443,60,Fábrica,Nadie óptima,0.0
1444,60,Fábrica,Un agente óptimo,0.8999892121672367
1445,60,Fábrica,Todos óptima,1.101157403588091
1449,60,Almacén Regional,Nadie óptima,0.0
1450,60,Almacén Regional,Un agente óptimo,0.013053387816100645
1451,60,Almacén Regional,Todos óptima,1.2528649995386394
1455,60,Menudeo,Nadie óptima,0.0
1456,60,Menudeo,Un agente óptimo,0.8999892121672367
1457,60,Menudeo,Todos óptima,1.101157403588091
1461,60,Mayoreo,Nadie óptima,0.0
1462,60,Mayoreo,Un agente óptimo,0.018915767042402592
1463,60,Mayoreo,Todos óptima,1.1075576013155746
1467,61,Fábrica,Nadie óptima,0.0
1468,61,Fábrica,Un agente óptimo,0.8668224547552129
1469,61,Fábrica,Todos óptima,1.1640537930537185
1473,61,Almacén Regional,Nadie óptima,0.0
1474,61,Almacén Regional,Un agente óptimo,2.4459779299312725
1479,61,Menudeo,Nadie óptima,0.0
1480,61,Menudeo,Un agente óptimo,0.8668224547552129
1481,61,Menudeo,Todos óptima,1.1640537930537185
1485,61,Mayoreo,Nadie óptima,0.0
1486,61,Mayoreo,Un agente óptimo,0.037465489911495946
1487,61,Mayoreo,Todos óptima,1.5885013584827126
1491,62,Fábrica,Nadie óptima,0.0
1497,62,Almacén Regional,Nadie óptima,0.0
1498,62,Almacén Regional,Un agente óptimo,0.049318564155592715
1499,62,Almacén Regional,Todos óptima,1.4623771724629737
1503,62,Menudeo,Nadie óptima,0.0
1509,62,Mayoreo,Nadie óptima,0.0
1510,62,Mayoreo,Un agente óptimo,0.14571490796485081
1511,62,Mayoreo,Todos óptima,3.434985558612128
1515,63,Fábrica,Nadie óptima,0.0
1516,63,Fábrica,Un agente óptimo,0.23338729911719353
1517,63,Fábrica,Todos óptima,0.4976909926598698
1521,63,Almacén Regional,Nadie óptima,0.0
1522,63,Almacén Regional,Un agente óptimo,0.020506070468069553
1523,63,Almacén Regional,Todos óptima,0.3262820770853077
1527,63,Menudeo,Nadie óptima,0.0
1528,63,Menudeo,Un agente óptimo,0.23338729911719353
1529,63,Menudeo,Todos óptima,0.4976909926598698
1533,63,Mayoreo,Nadie óptima,0.0
1534,63,Mayoreo,Un agente óptimo,0.03371335857063735
1535,63,Mayoreo,Todos óptima,0.4048481495818433
1539,64,Fábrica,Nadie óptima,0.0
1540,64,Fábrica,Un agente óptimo,0.416601742156296
1541,64,Fábrica,Todos óptima,1.980879548069399
1545,64,Almacén Regional,Nadie óptima,0.0
1546,64,Almacén Regional,Un agente óptimo,0.03636808183615097
1547,64,Almacén Regional,Todos óptima,0.8148226812873758
1551,64,Menudeo,Nadie óptima,0.0
1552,64,Menudeo,Un agente óptimo,0.416601742156296
1553,64,Menudeo,Todos óptima,1.980879548069399
1557,64,Mayoreo,Nadie óptima,0.0
1558,64,Mayoreo,Un agente óptimo,0.9034733134370373
1563,65,Fábrica,Nadie óptima,0.0
1564,65,Fábrica,Un agente óptimo,1.1455638195094187
1565,65,Fábrica,Todos óptima,1.7007777356585216
1569,65,Almacén Regional,Nadie óptima,0.0
1570,65,Almacén Regional,Un agente óptimo,0.144001960883708
1575,65,Menudeo,Nadie óptima,0.0
1576,65,Menudeo,Un agente óptimo,1.1455638195094187
1577,65,Menudeo,Todos óptima,1.7007777356585216
1581,65,Mayoreo,Nadie óptima,0.0
1582,65,Mayoreo,Un agente óptimo,0.047525606525715976
1583,65,Mayoreo,Todos óptima,1.1400497500799782
1587,66,Fábrica,Nadie óptima,0.0
1588,66,Fábrica,Un agente óptimo,2.540322526472167
1593,66,Almacén Regional,Nadie óptima,0.0
1594,66,Almacén Regional,Un agente óptimo,0.05381516251309201
1595,66,Almacén Regional,Todos óptima,1.31741016426512
1599,66,Menudeo,Nadie óptima,0.0
1600,66,Menudeo,Un agente óptimo,2.540322526472167
1605,66,Mayoreo,Nadie óptima,0.0
1606,66,Mayoreo,Un agente óptimo,0.036368399781145026
1607,66,Mayoreo,Todos óptima,1.154791130140284
1611,67,Fábrica,Nadie óptima,0.0
1612,67,Fábrica,Un agente óptimo,3.087642482235167
1617,67,Almacén Regional,Nadie óptima,0.0
1618,67,Almacén Regional,Un agente óptimo,0.10205977006712705
1619,67,Almacén Regional,Todos óptima,2.904667941937479
1623,67,Menudeo,Nadie óptima,0.0
1624,67,Menudeo,Un agente óptimo,3.087642482235167
1629,67,Mayoreo,Nadie óptima,0.0
1630,67,Mayoreo,Un agente óptimo,0.07117955722964081
1631,67,Mayoreo,Todos óptima,1.3449969681505045
1635,68,Fábrica,Nadie óptima,0.0
1636,68,Fábrica,Un agente óptimo,0.32427725648642214
1637,68,Fábrica,Todos óptima,0.23347647330132693
1641,68,Almacén Regional,Nadie óptima,0.0
1642,68,Almacén Regional,Un agente óptimo,0.02374033362279702
1643,68,Almacén Regional,Todos óptima,0.3594478192513887
1647,68,Menudeo,Nadie óptima,0.0
1648,68,Menudeo,Un agente óptimo,0.32427725648642214
1649,68,Menudeo,Todos óptima,0.23347647330132693
1653,68,Mayoreo,Nadie óptima,0.0
1654,68,Mayoreo,Un agente óptimo,0.03138606230862633
1655,68,Mayoreo,Todos óptima,0.37821396080582137
1659,69,Fábrica,Nadie óptima,0.0
1665,69,Almacén Regional,Nadie óptima,0.0
1666,69,Almacén Regional,Un agente óptimo,0.04498880964854078
1667,69,Almacén Regional,Todos óptima,1.013724207485824
1671,69,Menudeo,Nadie óptima,0.0
1677,69,Mayoreo,Nadie óptima,0.0
1678,69,Mayoreo,Un agente óptimo,0.11592049852979018
1679,69,Mayoreo,Todos óptima,2.6150689123153064
1683,70,Fábrica,Nadie óptima,0.0
1684,70,Fábrica,Un agente óptimo,1.1043163941256944
1685,70,Fábrica,Todos óptima,1.5247995379721475
1689,70,Almacén Regional,Nadie óptima,0.0
1690,70,Almacén Regional,Un agente óptimo,1.1954786267412656
1695,70,Menudeo,Nadie óptima,0.0
1696,70,Menudeo,Un agente óptimo,1.1043163941256944
1697,70,Menudeo,Todos óptima,1.5247995379721475
1701,70,Mayoreo,Nadie óptima,0.0
1702,70,Mayoreo,Un agente óptimo,0.0841003277499406
1703,70,Mayoreo,Todos óptima,3.2114043843898434
1707,71,Fábrica,Nadie óptima,0.0
1708,71,Fábrica,Un agente óptimo,1.2551327612953196
1709,71,Fábrica,Todos óptima,1.7850832541241273
1713,71,Almacén Regional,Nadie óptima,0.0
1714,71,Almacén Regional,Un agente óptimo,0.1302513588592813
1719,71,Menudeo,Nadie óptima,0.0
1720,71,Menudeo,Un agente óptimo,1.2551327612953196
1721,71,Menudeo,Todos óptima,1.7850832541241273
1725,71,Mayoreo,Nadie óptima,0.0
1726,71,Mayoreo,Un agente óptimo,0.027959264395432202
1727,71,Mayoreo,Todos óptima,1.3483994457187203
1731,72,Fábrica,Nadie óptima,0.0
1732,72,Fábrica,Un agente óptimo,0.9348293251342861
1733,72,Fábrica,Todos óptima,1.2091940105674681
1737,72,Almacén Regional,Nadie óptima,0.0
1738,72,Almacén Regional,Un agente óptimo,0.02770326405689344
1739,72,Almacén Regional,Todos óptima,1.75809380483499
1743,72,Menudeo,Nadie óptima,0.0
1744,72,Menudeo,Un agente óptimo,0.9348293251342861
1745,72,Menudeo,Todos óptima,1.2091940105674681
1749,72,Mayoreo,Nadie óptima,0.0
1750,72,Mayoreo,Un agente óptimo,0.08785654984908771
1751,72,Mayoreo,Todos óptima,2.9570963945043096
1755,73,Fábrica,Nadie óptima,0.0
1756,73,Fábrica,Un agente óptimo,1.4219786534347463
1757,73,Fábrica,Todos óptima,2.1447043719479324
1761,73,Almacén Regional,Nadie óptima,0.0
1762,73,Almacén Regional,Un agente óptimo,0.04926557104427177
1763,73,Almacén Regional,Todos óptima,1.167394096328259
1767,73,Menudeo,Nadie óptima,0.0
1768,73,Menudeo,Un agente óptimo,1.4219786534347463
1769,73,Menudeo,Todos óptima,2.1447043719479324
1773,73,Mayoreo,Nadie óptima,0.0
1774,73,Mayoreo,Un agente óptimo,0.4389325289869767
1779,74,Fábrica,Nadie óptima,0.0
1780,74,Fábrica,Un agente óptimo,1.0850147597804969
1781,74,Fábrica,Todos óptima,1.64169681125616
1785,74,Almacén Regional,Nadie óptima,0.0
1786,74,Almacén Regional,Un agente óptimo,0.028994145250536535
1787,74,Almacén Regional,Todos óptima,1.8189188895849944
1791,74,Menudeo,Nadie óptima,0.0
1792,74,Menudeo,Un agente óptimo,1.0850147597804969
1793,74,Menudeo,Todos óptima,1.64169681125616
1797,74,Mayoreo,Nadie óptima,0.0
1798,74,Mayoreo,Un agente óptimo,0.1793337443882947
1803,75,Fábrica,Nadie óptima,0.0
1804,75,Fábrica,Un agente óptimo,1.2061609709233065
1805,75,Fábrica,Todos óptima,1.846098197589975
1809,75,Almacén Regional,Nadie óptima,0.0
1810,75,Almacén Regional,Un agente óptimo,0.10154343332075218
1811,75,Almacén Regional,Todos óptima,3.465060279070828
1815,75,Menudeo,Nadie óptima,0.0
1816,75,Menudeo,Un agente óptimo,1.2061609709233065
1817,75,Menudeo,Todos óptima,1.846098197589975
1821,75,Mayoreo,Nadie óptima,0.0
1822,75,Mayoreo,Un agente óptimo,1.7213039294785955
1827,76,Fábrica,Nadie óptima,0.0
1828,76,Fábrica,Un agente óptimo,1.0157092905109464
1829,76,Fábrica,Todos óptima,1.530896346145972
1833,76,Almacén Regional,Nadie óptima,0.0
1834,76,Almacén Regional,Un agente óptimo,0.05719556796549134
1835,76,Almacén Regional,Todos óptima,3.4030703575354497
1839,76,Menudeo,Nadie óptima,0.0
1840,76,Menudeo,Un agente óptimo,1.0157092905109464
1841,76,Menudeo,Todos óptima,1.530896346145972
1845,76,Mayoreo,Nadie óptima,0.0
1846,76,Mayoreo,Un agente óptimo,0.17241152395332474
1847,76,Mayoreo,Todos óptima,4.2791816933904565
1851,77,Fábrica,Nadie óptima,0.0
1852,77,Fábrica,Un agente óptimo,0.8372384183153367
1853,77,Fábrica,Todos óptima,0.9860947934944977
1857,77,Almacén Regional,Nadie óptima,0.0
1858,77,Almacén Regional,Un agente óptimo,0.007685258863049051
1859,77,Almacén Regional,Todos óptima,1.003199282868776
1863,77,Menudeo,Nadie óptima,0.0
1864,77,Menudeo,Un agente óptimo,0.8372384183153367
1865,77,Menudeo,Todos óptima,0.9860947934944977
1869,77,Mayoreo,Nadie óptima,0.0
1870,77,Mayoreo,Un agente óptimo,0.017301517533548413
1871,77,Mayoreo,Todos óptima,0.9586549355567259
1875,78,Fábrica,Nadie óptima,0.0
1876,78,Fábrica,Un agente óptimo,0.8001723934634055
1877,78,Fábrica,Todos óptima,1.0192635273944712
1881,78,Almacén Regional,Nadie óptima,0.0
1882,78,Almacén Regional,Un agente óptimo,0.1478256189476156
1887,78,Menudeo,Nadie óptima,0.0
1888,78,Menudeo,Un agente óptimo,0.8001723934634055
1889,78,Menudeo,Todos óptima,1.0192635273944712
1893,78,Mayoreo,Nadie óptima,0.0
1894,78,Mayoreo,Un agente óptimo,0.1837861621331778
1899,79,Fábrica,Nadie óptima,0.0
1900,79,Fábrica,Un agente óptimo,1.3261720992432302
1901,79,Fábrica,Todos óptima,2.11631970384982
1905,79,Almacén Regional,Nadie óptima,0.0
1906,79,Almacén Regional,Un agente óptimo,0.12322964051770423
1911,79,Menudeo,Nadie óptima,0.0
1912,79,Menudeo,Un agente óptimo,1.3261720992432302
1913,79,Menudeo,Todos óptima,2.11631970384982
1917,79,Mayoreo,Nadie óptima,0.0
1918,79,Mayoreo,Un agente óptimo,0.05282019493323009
1919,79,Mayoreo,Todos óptima,2.032335947961566
1923,80,Fábrica,Nadie óptima,0.0
1924,80,Fábrica,Un agente óptimo,0.8532140407340293
1925,80,Fábrica,Todos óptima,1.0225059947518755
1929,80,Almacén Regional,Nadie óptima,0.0
1930,80,Almacén Regional,Un agente óptimo,0.009785429971874366
1931,80,Almacén Regional,Todos óptima,1.0800494949038972
1935,80,Menudeo,Nadie óptima,0.0
1936,80,Menudeo,Un agente óptimo,0.8532140407340293
1937,80,Menudeo,Todos óptima,1.0225059947518755
1941,80,Mayoreo,Nadie óptima,0.0
1942,80,Mayoreo,Un agente óptimo,0.016851657306020573
1943,80,Mayoreo,Todos óptima,0.9182045143454366
1947,81,Fábrica,Nadie óptima,0.0
1948,81,Fábrica,Un agente óptimo,1.6976588425821324
1949,81,Fábrica,Todos óptima,3.4682059785841366
1953,81,Almacén Regional,Nadie óptima,0.0
1954,81,Almacén Regional,Un agente óptimo,0.023427630612059405
1955,81,Almacén Regional,Todos óptima,2.2859964137767497
1959,81,Menudeo,Nadie óptima,0.0
1960,81,Menudeo,Un agente óptimo,1.6976588425821324
1961,81,Menudeo,Todos óptima,3.4682059785841366
1965,81,Mayoreo,Nadie óptima,0.0
1966,81,Mayoreo,Un agente óptimo,0.028158614672659
1967,81,Mayoreo,Todos óptima,1.0709916222169054
1971,82,Fábrica,Nadie óptima,0.0
1972,82,Fábrica,Un agente óptimo,0.8814605352893652
1973,82,Fábrica,Todos óptima,1.0687321727333972
1977,82,Almacén Regional,Nadie óptima,0.0
1978,82,Almacén Regional,Un agente óptimo,0.012639019622617929
1979,82,Almacén Regional,Todos óptima,1.217258339849546
1983,82,Menudeo,Nadie óptima,0.0
1984,82,Menudeo,Un agente óptimo,0.8814605352893652
1985,82,Menudeo,Todos óptima,1.0687321727333972
1989,82,Mayoreo,Nadie óptima,0.0
1990,82,Mayoreo,Un agente óptimo,0.018596985832337532
1991,82,Mayoreo,Todos óptima,1.0707436291606227
1995,83,Fábrica,Nadie óptima,0.0
1996,83,Fábrica,Un agente óptimo,0.9906667242301506
1997,83,Fábrica,Todos óptima,1.3110958977782066
2001,83,Almacén Regional,Nadie óptima,0.0
2002,83,Almacén Regional,Un agente óptimo,0.015455241513488626
2003,83,Almacén Regional,Todos óptima,1.2872632005168891
2007,83,Menudeo,Nadie óptima,0.0
2008,83,Menudeo,Un agente óptimo,0.9906667242301506
2009,83,Menudeo,Todos óptima,1.3110958977782066
2013,83,Mayoreo,Nadie óptima,0.0
2014,83,Mayoreo,Un agente óptimo,0.018415500748421854
2015,83,Mayoreo,Todos óptima,1.1250432175725193
2019,84,Fábrica,Nadie óptima,0.0
2020,84,Fábrica,Un agente óptimo,0.9705499070954636
2021,84,Fábrica,Todos óptima,1.2404988624991558
2025,84,Almacén Regional,Nadie óptima,0.0
2026,84,Almacén Regional,Un agente óptimo,0.01726399599406038
2027,84,Almacén Regional,Todos óptima,1.3653224813324611
2031,84,Menudeo,Nadie óptima,0.0
2032,84,Menudeo,Un agente óptimo,0.9705499070954636
2033,84,Menudeo,Todos óptima,1.2404988624991558
2037,84,Mayoreo,Nadie óptima,0.0
2038,84,Mayoreo,Un agente óptimo,0.016582131662142376
2039,84,Mayoreo,Todos óptima,1.0049843222212467
2043,85,Fábrica,Nadie óptima,0.0
2044,85,Fábrica,Un agente óptimo,0.8697093146547139
2045,85,Fábrica,Todos óptima,1.0695638746948728
2049,85,Almacén Regional,Nadie óptima,0.0
2050,85,Almacén Regional,Un agente óptimo,0.008716726243871363
2051,85,Almacén Regional,Todos óptima,1.0346782336589824
2055,85,Menudeo,Nadie óptima,0.0
2056,85,Menudeo,Un agente óptimo,0.8697093146547139
2057,85,Menudeo,Todos óptima,1.0695638746948728
2061,85,Mayoreo,Nadie óptima,0.0
2062,85,Mayoreo,Un agente óptimo,0.020166527057375556
2063,85,Mayoreo,Todos óptima,0.9232600286298549
2067,86,Fábrica,Nadie óptima,0.0
2068,86,Fábrica,Un agente óptimo,0.8889491926836184
2069,86,Fábrica,Todos óptima,1.192240914116731
2073,86,Almacén Regional,Nadie óptima,0.0
2074,86,Almacén Regional,Un agente óptimo,0.13022956727625304
2079,86,Menudeo,Nadie óptima,0.0
2080,86,Menudeo,Un agente óptimo,0.8889491926836184
2081,86,Menudeo,Todos óptima,1.192240914116731
2085,86,Mayoreo,Nadie óptima,0.0
2086,86,Mayoreo,Un agente óptimo,0.24319032124736115
2091,87,Fábrica,Nadie óptima,0.0
2097,87,Almacén Regional,Nadie óptima,0.0
2098,87,Almacén Regional,Un agente óptimo,0.05693076519938967
2099,87,Almacén Regional,Todos óptima,1.6161365065747588
2103,87,Menudeo,Nadie óptima,0.0
2109,87,Mayoreo,Nadie óptima,0.0
2110,87,Mayoreo,Un agente óptimo,0.06659724382190209
2111,87,Mayoreo,Todos óptima,1.5192227829258518
2115,88,Fábrica,Nadie óptima,0.0
2116,88,Fábrica,Un agente óptimo,0.8829204257966776
2117,88,Fábrica,Todos óptima,1.0791216371227241
2121,88,Almacén Regional,Nadie óptima,0.0
2122,88,Almacén Regional,Un agente óptimo,0.009938067747744115
2123,88,Almacén Regional,Todos óptima,1.1259247739149008
2127,88,Menudeo,Nadie óptima,0.0
2128,88,Menudeo,Un agente óptimo,0.8829204257966776
2129,88,Menudeo,Todos óptima,1.0791216371227241
2133,88,Mayoreo,Nadie óptima,0.0
2134,88,Mayoreo,Un agente óptimo,0.023216299999854213
2135,88,Mayoreo,Todos óptima,1.2087407245949349
2139,89,Fábrica,Nadie óptima,0.0
2140,89,Fábrica,Un agente óptimo,1.0826452314055708
2141,89,Fábrica,Todos óptima,2.8406791543113266
2145,89,Almacén Regional,Nadie óptima,0.0
2146,89,Almacén Regional,Un agente óptimo,0.036227764569766986
2147,89,Almacén Regional,Todos óptima,0.8546283304671484
2151,89,Menudeo,Nadie óptima,0.0
2152,89,Menudeo,Un agente óptimo,1.0826452314055708
2153,89,Menudeo,Todos óptima,2.8406791543113266
2157,89,Mayoreo,Nadie óptima,0.0
2158,89,Mayoreo,Un agente óptimo,0.4908265365711234
2163,90,Fábrica,Nadie óptima,0.0
2164,90,Fábrica,Un agente óptimo,0.8735283988338391
2165,90,Fábrica,Todos óptima,1.047907299206875
2169,90,Almacén Regional,Nadie óptima,0.0
2170,90,Almacén Regional,Un agente óptimo,0.011309633425270124
2171,90,Almacén Regional,Todos óptima,1.1459794085139676
2175,90,Menudeo,Nadie óptima,0.0
2176,90,Menudeo,Un agente óptimo,0.8735283988338391
2177,90,Menudeo,Todos óptima,1.047907299206875
2181,90,Mayoreo,Nadie óptima,0.0
2182,90,Mayoreo,Un agente óptimo,0.015196111516088157
2183,90,Mayoreo,Todos óptima,1.02092714322837
2187,91,Fábrica,Nadie óptima,0.0
2188,91,Fábrica,Un agente óptimo,0.9198748389741094
2189,91,Fábrica,Todos óptima,1.1855077668414264
2193,91,Almacén Regional,Nadie óptima,0.0
2194,91,Almacén Regional,Un agente óptimo,0.009690205122014734
2195,91,Almacén Regional,Todos óptima,1.0709209871042018
2199,91,Menudeo,Nadie óptima,0.0
2200,91,Menudeo,Un agente óptimo,0.9198748389741094
2201,91,Menudeo,Todos óptima,1.1855077668414264
2205,91,Mayoreo,Nadie óptima,0.0
2206,91,Mayoreo,Un agente óptimo,0.043762226738639366
2207,91,Mayoreo,Todos óptima,1.7110988361497532
2211,92,Fábrica,Nadie óptima,0.0
2217,92,Almacén Regional,Nadie óptima,0.0
2218,92,Almacén Regional,Un agente óptimo,0.036416003088004405
2219,92,Almacén Regional,Todos óptima,0.8705555038075462
2223,92,Menudeo,Nadie óptima,0.0
2229,92,Mayoreo,Nadie óptima,0.0
2230,92,Mayoreo,Un agente óptimo,0.08694319530068922
2231,92,Mayoreo,Todos óptima,1.244393649569248
2235,93,Fábrica,Nadie óptima,0.0
2236,93,Fábrica,Un agente óptimo,2.094108645334945
2237,93,Fábrica,Todos óptima,3.9048504519247356
2241,93,Almacén Regional,Nadie óptima,0.0
2242,93,Almacén Regional,Un agente óptimo,0.011444473030686748
2243,93,Almacén Regional,Todos óptima,1.388449357023591
2247,93,Menudeo,Nadie óptima,0.0
2248,93,Menudeo,Un agente óptimo,2.094108645334945
2249,93,Menudeo,Todos óptima,3.9048504519247356
2253,93,Mayoreo,Nadie óptima,0.0
2254,93,Mayoreo,Un agente óptimo,0.7554062011002648
2259,94,Fábrica,Nadie óptima,0.0
2260,94,Fábrica,Un agente óptimo,0.8379918995256854
2261,94,Fábrica,Todos óptima,1.0072075119996104
2265,94,Almacén Regional,Nadie óptima,0.0
2266,94,Almacén Regional,Un agente óptimo,0.015558282910385364
2267,94,Almacén Regional,Todos óptima,1.2950908761260982
