,iteration,strategy,agent,money
601,50,Smart,Retail,3844.709961399413
602,50,Smart,Wholesale,1721.9680234635089
603,50,Smart,Regional Warehouse,578.0574893563733
604,50,Smart,Factory,3844.709961399413
605,50,Dumb,Retail,1201.3168547125479
606,50,Dumb,Wholesale,-4408.231664460108
607,50,Dumb,Regional Warehouse,-5588.07531505999
608,50,Dumb,Factory,1201.3168547125479
609,50,Dumber,Retail,-3450.772743608878
610,50,Dumber,Wholesale,-4270.069699296196
611,50,Dumber,Regional Warehouse,-5530.676087069574
612,50,Dumber,Factory,-3450.772743608878
613,51,Smart,Retail,3844.709961399413
614,51,Smart,Wholesale,1721.9680234635089
615,51,Smart,Regional Warehouse,578.0574893563733
616,51,Smart,Factory,3844.709961399413
617,51,Dumb,Retail,1201.3168547125479
618,51,Dumb,Wholesale,-4408.231664460108
619,51,Dumb,Regional Warehouse,-5588.07531505999
620,51,Dumb,Factory,1201.3168547125479
621,51,Dumber,Retail,-3450.772743608878
622,51,Dumber,Wholesale,-4270.069699296196
623,51,Dumber,Regional Warehouse,-5530.676087069574
624,51,Dumber,Factory,-3450.772743608878
625,52,Smart,Retail,3844.709961399413
626,52,Smart,Wholesale,1721.9680234635089
627,52,Smart,Regional Warehouse,578.0574893563733
628,52,Smart,Factory,3844.709961399413
629,52,Dumb,Retail,1201.3168547125479
630,52,Dumb,Wholesale,-4408.231664460108
631,52,Dumb,Regional Warehouse,-5588.07531505999
632,52,Dumb,Factory,1201.3168547125479
633,52,Dumber,Retail,-3450.772743608878
634,52,Dumber,Wholesale,-4270.069699296196
635,52,Dumber,Regional Warehouse,-5530.676087069574
636,52,Dumber,Factory,-3450.772743608878
637,53,Smart,Retail,3844.709961399413
638,53,Smart,Wholesale,1721.9680234635089
639,53,Smart,Regional Warehouse,578.0574893563733
640,53,Smart,Factory,3844.709961399413
641,53,Dumb,Retail,1201.3168547125479
642,53,Dumb,Wholesale,-4408.231664460108
643,53,Dumb,Regional Warehouse,-5588.07531505999
644,53,Dumb,Factory,1201.3168547125479
645,53,Dumber,Retail,-3450.772743608878
646,53,Dumber,Wholesale,-4270.069699296196
647,53,Dumber,Regional Warehouse,-5530.676087069574
648,53,Dumber,Factory,-3450.772743608878
649,54,Smart,Retail,3844.709961399413
650,54,Smart,Wholesale,1721.9680234635089
651,54,Smart,Regional Warehouse,578.0574893563733
652,54,Smart,Factory,3844.709961399413
653,54,Dumb,Retail,1201.3168547125479
654,54,Dumb,Wholesale,-4408.231664460108
655,54,Dumb,Regional Warehouse,-5588.07531505999
656,54,Dumb,Factory,1201.3168547125479
657,54,Dumber,Retail,-3450.772743608878
658,54,Dumber,Wholesale,-4270.069699296196
659,54,Dumber,Regional Warehouse,-5530.676087069574
660,54,Dumber,Factory,-3450.772743608878
661,55,Smart,Retail,3844.709961399413
662,55,Smart,Wholesale,1721.9680234635089
663,55,Smart,Regional Warehouse,578.0574893563733
664,55,Smart,Factory,3844.709961399413
665,55,Dumb,Retail,1201.3168547125479
666,55,Dumb,Wholesale,-4408.231664460108
667,55,Dumb,Regional Warehouse,-5588.07531505999
668,55,Dumb,Factory,1201.3168547125479
669,55,Dumber,Retail,-3450.772743608878
670,55,Dumber,Wholesale,-4270.069699296196
671,55,Dumber,Regional Warehouse,-5530.676087069574
672,55,Dumber,Factory,-3450.772743608878
673,56,Smart,Retail,3844.709961399413
674,56,Smart,Wholesale,1721.9680234635089
675,56,Smart,Regional Warehouse,578.0574893563733
676,56,Smart,Factory,3844.709961399413
677,56,Dumb,Retail,1201.3168547125479
678,56,Dumb,Wholesale,-4408.231664460108
679,56,Dumb,Regional Warehouse,-5588.07531505999
680,56,Dumb,Factory,1201.3168547125479
681,56,Dumber,Retail,-3450.772743608878
682,56,Dumber,Wholesale,-4270.069699296196
683,56,Dumber,Regional Warehouse,-5530.676087069574
684,56,Dumber,Factory,-3450.772743608878
685,57,Smart,Retail,3844.709961399413
686,57,Smart,Wholesale,1721.9680234635089
687,57,Smart,Regional Warehouse,578.0574893563733
688,57,Smart,Factory,3844.709961399413
689,57,Dumb,Retail,1201.3168547125479
690,57,Dumb,Wholesale,-4408.231664460108
691,57,Dumb,Regional Warehouse,-5588.07531505999
692,57,Dumb,Factory,1201.3168547125479
693,57,Dumber,Retail,-3450.772743608878
694,57,Dumber,Wholesale,-4270.069699296196
695,57,Dumber,Regional Warehouse,-5530.676087069574
696,57,Dumber,Factory,-3450.772743608878
697,58,Smart,Retail,3844.709961399413
698,58,Smart,Wholesale,1721.9680234635089
699,58,Smart,Regional Warehouse,578.0574893563733
700,58,Smart,Factory,3844.709961399413
701,58,Dumb,Retail,1201.3168547125479
702,58,Dumb,Wholesale,-4408.231664460108
703,58,Dumb,Regional Warehouse,-5588.07531505999
704,58,Dumb,Factory,1201.3168547125479
705,58,Dumber,Retail,-3450.772743608878
706,58,Dumber,Wholesale,-4270.069699296196
707,58,Dumber,Regional Warehouse,-5530.676087069574
708,58,Dumber,Factory,-3450.772743608878
709,59,Smart,Retail,3844.709961399413
710,59,Smart,Wholesale,1721.9680234635089
711,59,Smart,Regional Warehouse,578.0574893563733
712,59,Smart,Factory,3844.709961399413
713,59,Dumb,Retail,1201.3168547125479
714,59,Dumb,Wholesale,-4408.231664460108
715,59,Dumb,Regional Warehouse,-5588.07531505999
716,59,Dumb,Factory,1201.3168547125479
717,59,Dumber,Retail,-3450.772743608878
718,59,Dumber,Wholesale,-4270.069699296196
719,59,Dumber,Regional Warehouse,-5530.676087069574
720,59,Dumber,Factory,-3450.772743608878
721,60,Smart,Retail,3844.709961399413
722,60,Smart,Wholesale,1721.9680234635089
723,60,Smart,Regional Warehouse,578.0574893563733
724,60,Smart,Factory,3844.709961399413
725,60,Dumb,Retail,1201.3168547125479
726,60,Dumb,Wholesale,-4408.231664460108
727,60,Dumb,Regional Warehouse,-5588.07531505999
728,60,Dumb,Factory,1201.3168547125479
729,60,Dumber,Retail,-3450.772743608878
730,60,Dumber,Wholesale,-4270.069699296196
731,60,Dumber,Regional Warehouse,-5530.676087069574
732,60,Dumber,Factory,-3450.772743608878
733,61,Smart,Retail,3844.709961399413
734,61,Smart,Wholesale,1721.9680234635089
735,61,Smart,Regional Warehouse,578.0574893563733
736,61,Smart,Factory,3844.709961399413
737,61,Dumb,Retail,1201.3168547125479
738,61,Dumb,Wholesale,-4408.231664460108
739,61,Dumb,Regional Warehouse,-5588.07531505999
740,61,Dumb,Factory,1201.3168547125479
741,61,Dumber,Retail,-3450.772743608878
742,61,Dumber,Wholesale,-4270.069699296196
743,61,Dumber,Regional Warehouse,-5530.676087069574
744,61,Dumber,Factory,-3450.772743608878
745,62,Smart,Retail,3844.709961399413
746,62,Smart,Wholesale,1721.9680234635089
747,62,Smart,Regional Warehouse,578.0574893563733
748,62,Smart,Factory,3844.709961399413
749,62,Dumb,Retail,1201.3168547125479
750,62,Dumb,Wholesale,-4408.231664460108
751,62,Dumb,Regional Warehouse,-5588.07531505999
752,62,Dumb,Factory,1201.3168547125479
753,62,Dumber,Retail,-3450.772743608878
754,62,Dumber,Wholesale,-4270.069699296196
755,62,Dumber,Regional Warehouse,-5530.676087069574
756,62,Dumber,Factory,-3450.772743608878
757,63,Smart,Retail,3844.709961399413
758,63,Smart,Wholesale,1721.9680234635089
759,63,Smart,Regional Warehouse,578.0574893563733
760,63,Smart,Factory,3844.709961399413
761,63,Dumb,Retail,1201.3168547125479
762,63,Dumb,Wholesale,-4408.231664460108
763,63,Dumb,Regional Warehouse,-5588.07531505999
764,63,Dumb,Factory,1201.3168547125479
765,63,Dumber,Retail,-3450.772743608878
766,63,Dumber,Wholesale,-4270.069699296196
767,63,Dumber,Regional Warehouse,-5530.676087069574
768,63,Dumber,Factory,-3450.772743608878
769,64,Smart,Retail,3844.709961399413
770,64,Smart,Wholesale,1721.9680234635089
771,64,Smart,Regional Warehouse,578.0574893563733
772,64,Smart,Factory,3844.709961399413
773,64,Dumb,Retail,1201.3168547125479
774,64,Dumb,Wholesale,-4408.231664460108
775,64,Dumb,Regional Warehouse,-5588.07531505999
776,64,Dumb,Factory,1201.3168547125479
777,64,Dumber,Retail,-3450.772743608878
778,64,Dumber,Wholesale,-4270.069699296196
779,64,Dumber,Regional Warehouse,-5530.676087069574
780,64,Dumber,Factory,-3450.772743608878
781,65,Smart,Retail,3844.709961399413
782,65,Smart,Wholesale,1721.9680234635089
783,65,Smart,Regional Warehouse,578.0574893563733
784,65,Smart,Factory,3844.709961399413
785,65,Dumb,Retail,1201.3168547125479
786,65,Dumb,Wholesale,-4408.231664460108
787,65,Dumb,Regional Warehouse,-5588.07531505999
788,65,Dumb,Factory,1201.3168547125479
789,65,Dumber,Retail,-3450.772743608878
790,65,Dumber,Wholesale,-4270.069699296196
791,65,Dumber,Regional Warehouse,-5530.676087069574
792,65,Dumber,Factory,-3450.772743608878
793,66,Smart,Retail,3844.709961399413
794,66,Smart,Wholesale,1721.9680234635089
795,66,Smart,Regional Warehouse,578.0574893563733
796,66,Smart,Factory,3844.709961399413
797,66,Dumb,Retail,1201.3168547125479
798,66,Dumb,Wholesale,-4408.231664460108
799,66,Dumb,Regional Warehouse,-5588.07531505999
800,66,Dumb,Factory,1201.3168547125479
801,66,Dumber,Retail,-3450.772743608878
802,66,Dumber,Wholesale,-4270.069699296196
803,66,Dumber,Regional Warehouse,-5530.676087069574
804,66,Dumber,Factory,-3450.772743608878
805,67,Smart,Retail,3844.709961399413
806,67,Smart,Wholesale,1721.9680234635089
807,67,Smart,Regional Warehouse,578.0574893563733
808,67,Smart,Factory,3844.709961399413
809,67,Dumb,Retail,1201.3168547125479
810,67,Dumb,Wholesale,-4408.231664460108
811,67,Dumb,Regional Warehouse,-5588.07531505999
812,67,Dumb,Factory,1201.3168547125479
813,67,Dumber,Retail,-3450.772743608878
814,67,Dumber,Wholesale,-4270.069699296196
815,67,Dumber,Regional Warehouse,-5530.676087069574
816,67,Dumber,Factory,-3450.772743608878
817,68,Smart,Retail,3844.709961399413
818,68,Smart,Wholesale,1721.9680234635089
819,68,Smart,Regional Warehouse,578.0574893563733
820,68,Smart,Factory,3844.709961399413
821,68,Dumb,Retail,1201.3168547125479
822,68,Dumb,Wholesale,-4408.231664460108
823,68,Dumb,Regional Warehouse,-5588.07531505999
824,68,Dumb,Factory,1201.3168547125479
825,68,Dumber,Retail,-3450.772743608878
826,68,Dumber,Wholesale,-4270.069699296196
827,68,Dumber,Regional Warehouse,-5530.676087069574
828,68,Dumber,Factory,-3450.772743608878
829,69,Smart,Retail,3844.709961399413
830,69,Smart,Wholesale,1721.9680234635089
831,69,Smart,Regional Warehouse,578.0574893563733
832,69,Smart,Factory,3844.709961399413
833,69,Dumb,Retail,1201.3168547125479
834,69,Dumb,Wholesale,-4408.231664460108
835,69,Dumb,Regional Warehouse,-5588.07531505999
836,69,Dumb,Factory,1201.3168547125479
837,69,Dumber,Retail,-3450.772743608878
838,69,Dumber,Wholesale,-4270.069699296196
839,69,Dumber,Regional Warehouse,-5530.676087069574
840,69,Dumber,Factory,-3450.772743608878
841,70,Smart,Retail,3844.709961399413
842,70,Smart,Wholesale,1721.9680234635089
843,70,Smart,Regional Warehouse,578.0574893563733
844,70,Smart,Factory,3844.709961399413
845,70,Dumb,Retail,1201.3168547125479
846,70,Dumb,Wholesale,-4408.231664460108
847,70,Dumb,Regional Warehouse,-5588.07531505999
848,70,Dumb,Factory,1201.3168547125479
849,70,Dumber,Retail,-3450.772743608878
850,70,Dumber,Wholesale,-4270.069699296196
851,70,Dumber,Regional Warehouse,-5530.676087069574
852,70,Dumber,Factory,-3450.772743608878
853,71,Smart,Retail,3844.709961399413
854,71,Smart,Wholesale,1721.9680234635089
855,71,Smart,Regional Warehouse,578.0574893563733
856,71,Smart,Factory,3844.709961399413
857,71,Dumb,Retail,1201.3168547125479
858,71,Dumb,Wholesale,-4408.231664460108
859,71,Dumb,Regional Warehouse,-5588.07531505999
860,71,Dumb,Factory,1201.3168547125479
861,71,Dumber,Retail,-3450.772743608878
862,71,Dumber,Wholesale,-4270.069699296196
863,71,Dumber,Regional Warehouse,-5530.676087069574
864,71,Dumber,Factory,-3450.772743608878
865,72,Smart,Retail,3844.709961399413
866,72,Smart,Wholesale,1721.9680234635089
867,72,Smart,Regional Warehouse,578.0574893563733
868,72,Smart,Factory,3844.709961399413
869,72,Dumb,Retail,1201.3168547125479
870,72,Dumb,Wholesale,-4408.231664460108
871,72,Dumb,Regional Warehouse,-5588.07531505999
872,72,Dumb,Factory,1201.3168547125479
873,72,Dumber,Retail,-3450.772743608878
874,72,Dumber,Wholesale,-4270.069699296196
875,72,Dumber,Regional Warehouse,-5530.676087069574
876,72,Dumber,Factory,-3450.772743608878
877,73,Smart,Retail,3844.709961399413
878,73,Smart,Wholesale,1721.9680234635089
879,73,Smart,Regional Warehouse,578.0574893563733
880,73,Smart,Factory,3844.709961399413
881,73,Dumb,Retail,1201.3168547125479
882,73,Dumb,Wholesale,-4408.231664460108
883,73,Dumb,Regional Warehouse,-5588.07531505999
884,73,Dumb,Factory,1201.3168547125479
885,73,Dumber,Retail,-3450.772743608878
886,73,Dumber,Wholesale,-4270.069699296196
887,73,Dumber,Regional Warehouse,-5530.676087069574
888,73,Dumber,Factory,-3450.772743608878
889,74,Smart,Retail,3844.709961399413
890,74,Smart,Wholesale,1721.9680234635089
891,74,Smart,Regional Warehouse,578.0574893563733
892,74,Smart,Factory,3844.709961399413
893,74,Dumb,Retail,1201.3168547125479
894,74,Dumb,Wholesale,-4408.231664460108
895,74,Dumb,Regional Warehouse,-5588.07531505999
896,74,Dumb,Factory,1201.3168547125479
897,74,Dumber,Retail,-3450.772743608878
898,74,Dumber,Wholesale,-4270.069699296196
899,74,Dumber,Regional Warehouse,-5530.676087069574
900,74,Dumber,Factory,-3450.772743608878
901,75,Smart,Retail,3844.709961399413
902,75,Smart,Wholesale,1721.9680234635089
903,75,Smart,Regional Warehouse,578.0574893563733
904,75,Smart,Factory,3844.709961399413
905,75,Dumb,Retail,1201.3168547125479
906,75,Dumb,Wholesale,-4408.231664460108
907,75,Dumb,Regional Warehouse,-5588.07531505999
908,75,Dumb,Factory,1201.3168547125479
909,75,Dumber,Retail,-3450.772743608878
910,75,Dumber,Wholesale,-4270.069699296196
911,75,Dumber,Regional Warehouse,-5530.676087069574
912,75,Dumber,Factory,-3450.772743608878
913,76,Smart,Retail,3844.709961399413
914,76,Smart,Wholesale,1721.9680234635089
915,76,Smart,Regional Warehouse,578.0574893563733
916,76,Smart,Factory,3844.709961399413
917,76,Dumb,Retail,1201.3168547125479
918,76,Dumb,Wholesale,-4408.231664460108
919,76,Dumb,Regional Warehouse,-5588.07531505999
920,76,Dumb,Factory,1201.3168547125479
921,76,Dumber,Retail,-3450.772743608878
922,76,Dumber,Wholesale,-4270.069699296196
923,76,Dumber,Regional Warehouse,-5530.676087069574
924,76,Dumber,Factory,-3450.772743608878
925,77,Smart,Retail,3844.709961399413
926,77,Smart,Wholesale,1721.9680234635089
927,77,Smart,Regional Warehouse,578.0574893563733
928,77,Smart,Factory,3844.709961399413
929,77,Dumb,Retail,1201.3168547125479
930,77,Dumb,Wholesale,-4408.231664460108
931,77,Dumb,Regional Warehouse,-5588.07531505999
932,77,Dumb,Factory,1201.3168547125479
933,77,Dumber,Retail,-3450.772743608878
934,77,Dumber,Wholesale,-4270.069699296196
935,77,Dumber,Regional Warehouse,-5530.676087069574
936,77,Dumber,Factory,-3450.772743608878
937,78,Smart,Retail,3844.709961399413
938,78,Smart,Wholesale,1721.9680234635089
939,78,Smart,Regional Warehouse,578.0574893563733
940,78,Smart,Factory,3844.709961399413
941,78,Dumb,Retail,1201.3168547125479
942,78,Dumb,Wholesale,-4408.231664460108
943,78,Dumb,Regional Warehouse,-5588.07531505999
944,78,Dumb,Factory,1201.3168547125479
945,78,Dumber,Retail,-3450.772743608878
946,78,Dumber,Wholesale,-4270.069699296196
947,78,Dumber,Regional Warehouse,-5530.676087069574
948,78,Dumber,Factory,-3450.772743608878
949,79,Smart,Retail,3844.709961399413
950,79,Smart,Wholesale,1721.9680234635089
951,79,Smart,Regional Warehouse,578.0574893563733
952,79,Smart,Factory,3844.709961399413
953,79,Dumb,Retail,1201.3168547125479
954,79,Dumb,Wholesale,-4408.231664460108
955,79,Dumb,Regional Warehouse,-5588.07531505999
956,79,Dumb,Factory,1201.3168547125479
957,79,Dumber,Retail,-3450.772743608878
958,79,Dumber,Wholesale,-4270.069699296196
959,79,Dumber,Regional Warehouse,-5530.676087069574
960,79,Dumber,Factory,-3450.772743608878
961,80,Smart,Retail,3844.709961399413
962,80,Smart,Wholesale,1721.9680234635089
963,80,Smart,Regional Warehouse,578.0574893563733
964,80,Smart,Factory,3844.709961399413
965,80,Dumb,Retail,1201.3168547125479
966,80,Dumb,Wholesale,-4408.231664460108
967,80,Dumb,Regional Warehouse,-5588.07531505999
968,80,Dumb,Factory,1201.3168547125479
969,80,Dumber,Retail,-3450.772743608878
970,80,Dumber,Wholesale,-4270.069699296196
971,80,Dumber,Regional Warehouse,-5530.676087069574
972,80,Dumber,Factory,-3450.772743608878
973,81,Smart,Retail,3844.709961399413
974,81,Smart,Wholesale,1721.9680234635089
975,81,Smart,Regional Warehouse,578.0574893563733
976,81,Smart,Factory,3844.709961399413
977,81,Dumb,Retail,1201.3168547125479
978,81,Dumb,Wholesale,-4408.231664460108
979,81,Dumb,Regional Warehouse,-5588.07531505999
980,81,Dumb,Factory,1201.3168547125479
981,81,Dumber,Retail,-3450.772743608878
982,81,Dumber,Wholesale,-4270.069699296196
983,81,Dumber,Regional Warehouse,-5530.676087069574
984,81,Dumber,Factory,-3450.772743608878
985,82,Smart,Retail,3844.709961399413
986,82,Smart,Wholesale,1721.9680234635089
987,82,Smart,Regional Warehouse,578.0574893563733
988,82,Smart,Factory,3844.709961399413
989,82,Dumb,Retail,1201.3168547125479
990,82,Dumb,Wholesale,-4408.231664460108
991,82,Dumb,Regional Warehouse,-5588.07531505999
992,82,Dumb,Factory,1201.3168547125479
993,82,Dumber,Retail,-3450.772743608878
994,82,Dumber,Wholesale,-4270.069699296196
995,82,Dumber,Regional Warehouse,-5530.676087069574
996,82,Dumber,Factory,-3450.772743608878
997,83,Smart,Retail,3844.709961399413
998,83,Smart,Wholesale,1721.9680234635089
999,83,Smart,Regional Warehouse,578.0574893563733
1000,83,Smart,Factory,3844.709961399413
1001,83,Dumb,Retail,1201.3168547125479
1002,83,Dumb,Wholesale,-4408.231664460108
1003,83,Dumb,Regional Warehouse,-5588.07531505999
1004,83,Dumb,Factory,1201.3168547125479
1005,83,Dumber,Retail,-3450.772743608878
1006,83,Dumber,Wholesale,-4270.069699296196
1007,83,Dumber,Regional Warehouse,-5530.676087069574
1008,83,Dumber,Factory,-3450.772743608878
1009,84,Smart,Retail,3844.709961399413
1010,84,Smart,Wholesale,1721.9680234635089
1011,84,Smart,Regional Warehouse,578.0574893563733
1012,84,Smart,Factory,3844.709961399413
1013,84,Dumb,Retail,1201.3168547125479
1014,84,Dumb,Wholesale,-4408.231664460108
1015,84,Dumb,Regional Warehouse,-5588.07531505999
1016,84,Dumb,Factory,1201.3168547125479
1017,84,Dumber,Retail,-3450.772743608878
1018,84,Dumber,Wholesale,-4270.069699296196
1019,84,Dumber,Regional Warehouse,-5530.676087069574
1020,84,Dumber,Factory,-3450.772743608878
1021,85,Smart,Retail,3844.709961399413
1022,85,Smart,Wholesale,1721.9680234635089
1023,85,Smart,Regional Warehouse,578.0574893563733
1024,85,Smart,Factory,3844.709961399413
1025,85,Dumb,Retail,1201.3168547125479
1026,85,Dumb,Wholesale,-4408.231664460108
1027,85,Dumb,Regional Warehouse,-5588.07531505999
1028,85,Dumb,Factory,1201.3168547125479
1029,85,Dumber,Retail,-3450.772743608878
1030,85,Dumber,Wholesale,-4270.069699296196
1031,85,Dumber,Regional Warehouse,-5530.676087069574
1032,85,Dumber,Factory,-3450.772743608878
1033,86,Smart,Retail,3844.709961399413
1034,86,Smart,Wholesale,1721.9680234635089
1035,86,Smart,Regional Warehouse,578.0574893563733
1036,86,Smart,Factory,3844.709961399413
1037,86,Dumb,Retail,1201.3168547125479
1038,86,Dumb,Wholesale,-4408.231664460108
1039,86,Dumb,Regional Warehouse,-5588.07531505999
1040,86,Dumb,Factory,1201.3168547125479
1041,86,Dumber,Retail,-3450.772743608878
1042,86,Dumber,Wholesale,-4270.069699296196
1043,86,Dumber,Regional Warehouse,-5530.676087069574
1044,86,Dumber,Factory,-3450.772743608878
1045,87,Smart,Retail,3844.709961399413
1046,87,Smart,Wholesale,1721.9680234635089
1047,87,Smart,Regional Warehouse,578.0574893563733
1048,87,Smart,Factory,3844.709961399413
1049,87,Dumb,Retail,1201.3168547125479
1050,87,Dumb,Wholesale,-4408.231664460108
1051,87,Dumb,Regional Warehouse,-5588.07531505999
1052,87,Dumb,Factory,1201.3168547125479
1053,87,Dumber,Retail,-3450.772743608878
1054,87,Dumber,Wholesale,-4270.069699296196
1055,87,Dumber,Regional Warehouse,-5530.676087069574
1056,87,Dumber,Factory,-3450.772743608878
1057,88,Smart,Retail,3844.709961399413
1058,88,Smart,Wholesale,1721.9680234635089
1059,88,Smart,Regional Warehouse,578.0574893563733
1060,88,Smart,Factory,3844.709961399413
1061,88,Dumb,Retail,1201.3168547125479
1062,88,Dumb,Wholesale,-4408.231664460108
1063,88,Dumb,Regional Warehouse,-5588.07531505999
1064,88,Dumb,Factory,1201.3168547125479
1065,88,Dumber,Retail,-3450.772743608878
1066,88,Dumber,Wholesale,-4270.069699296196
1067,88,Dumber,Regional Warehouse,-5530.676087069574
1068,88,Dumber,Factory,-3450.772743608878
1069,89,Smart,Retail,3844.709961399413
1070,89,Smart,Wholesale,1721.9680234635089
1071,89,Smart,Regional Warehouse,578.0574893563733
1072,89,Smart,Factory,3844.709961399413
1073,89,Dumb,Retail,1201.3168547125479
1074,89,Dumb,Wholesale,-4408.231664460108
1075,89,Dumb,Regional Warehouse,-5588.07531505999
1076,89,Dumb,Factory,1201.3168547125479
1077,89,Dumber,Retail,-3450.772743608878
1078,89,Dumber,Wholesale,-4270.069699296196
1079,89,Dumber,Regional Warehouse,-5530.676087069574
1080,89,Dumber,Factory,-3450.772743608878
1081,90,Smart,Retail,3844.709961399413
1082,90,Smart,Wholesale,1721.9680234635089
1083,90,Smart,Regional Warehouse,578.0574893563733
1084,90,Smart,Factory,3844.709961399413
1085,90,Dumb,Retail,1201.3168547125479
1086,90,Dumb,Wholesale,-4408.231664460108
1087,90,Dumb,Regional Warehouse,-5588.07531505999
1088,90,Dumb,Factory,1201.3168547125479
1089,90,Dumber,Retail,-3450.772743608878
1090,90,Dumber,Wholesale,-4270.069699296196
1091,90,Dumber,Regional Warehouse,-5530.676087069574
1092,90,Dumber,Factory,-3450.772743608878
1093,91,Smart,Retail,3844.709961399413
1094,91,Smart,Wholesale,1721.9680234635089
1095,91,Smart,Regional Warehouse,578.0574893563733
1096,91,Smart,Factory,3844.709961399413
1097,91,Dumb,Retail,1201.3168547125479
1098,91,Dumb,Wholesale,-4408.231664460108
1099,91,Dumb,Regional Warehouse,-5588.07531505999
1100,91,Dumb,Factory,1201.3168547125479
1101,91,Dumber,Retail,-3450.772743608878
1102,91,Dumber,Wholesale,-4270.069699296196
1103,91,Dumber,Regional Warehouse,-5530.676087069574
1104,91,Dumber,Factory,-3450.772743608878
1105,92,Smart,Retail,3844.709961399413
1106,92,Smart,Wholesale,1721.9680234635089
1107,92,Smart,Regional Warehouse,578.0574893563733
1108,92,Smart,Factory,3844.709961399413
1109,92,Dumb,Retail,1201.3168547125479
1110,92,Dumb,Wholesale,-4408.231664460108
1111,92,Dumb,Regional Warehouse,-5588.07531505999
1112,92,Dumb,Factory,1201.3168547125479
1113,92,Dumber,Retail,-3450.772743608878
1114,92,Dumber,Wholesale,-4270.069699296196
1115,92,Dumber,Regional Warehouse,-5530.676087069574
1116,92,Dumber,Factory,-3450.772743608878
1117,93,Smart,Retail,3844.709961399413
1118,93,Smart,Wholesale,1721.9680234635089
1119,93,Smart,Regional Warehouse,578.0574893563733
1120,93,Smart,Factory,3844.709961399413
1121,93,Dumb,Retail,1201.3168547125479
1122,93,Dumb,Wholesale,-4408.231664460108
1123,93,Dumb,Regional Warehouse,-5588.07531505999
1124,93,Dumb,Factory,1201.3168547125479
1125,93,Dumber,Retail,-3450.772743608878
1126,93,Dumber,Wholesale,-4270.069699296196
1127,93,Dumber,Regional Warehouse,-5530.676087069574
1128,93,Dumber,Factory,-3450.772743608878
1129,94,Smart,Retail,3844.709961399413
1130,94,Smart,Wholesale,1721.9680234635089
1131,94,Smart,Regional Warehouse,578.0574893563733
1132,94,Smart,Factory,3844.709961399413
1133,94,Dumb,Retail,1201.3168547125479
1134,94,Dumb,Wholesale,-4408.231664460108
1135,94,Dumb,Regional Warehouse,-5588.07531505999
1136,94,Dumb,Factory,1201.3168547125479
1137,94,Dumber,Retail,-3450.772743608878
1138,94,Dumber,Wholesale,-4270.069699296196
1139,94,Dumber,Regional Warehouse,-5530.676087069574
1140,94,Dumber,Factory,-3450.772743608878
1141,95,Smart,Retail,3844.709961399413
1142,95,Smart,Wholesale,1721.9680234635089
1143,95,Smart,Regional Warehouse,578.0574893563733
1144,95,Smart,Factory,3844.709961399413
1145,95,Dumb,Retail,1201.3168547125479
1146,95,Dumb,Wholesale,-4408.231664460108
1147,95,Dumb,Regional Warehouse,-5588.07531505999
1148,95,Dumb,Factory,1201.3168547125479
1149,95,Dumber,Retail,-3450.772743608878
1150,95,Dumber,Wholesale,-4270.069699296196
1151,95,Dumber,Regional Warehouse,-5530.676087069574
1152,95,Dumber,Factory,-3450.772743608878
1153,96,Smart,Retail,3844.709961399413
1154,96,Smart,Wholesale,1721.9680234635089
1155,96,Smart,Regional Warehouse,578.0574893563733
1156,96,Smart,Factory,3844.709961399413
1157,96,Dumb,Retail,1201.3168547125479
1158,96,Dumb,Wholesale,-4408.231664460108
1159,96,Dumb,Regional Warehouse,-5588.07531505999
1160,96,Dumb,Factory,1201.3168547125479
1161,96,Dumber,Retail,-3450.772743608878
1162,96,Dumber,Wholesale,-4270.069699296196
1163,96,Dumber,Regional Warehouse,-5530.676087069574
1164,96,Dumber,Factory,-3450.772743608878
1165,97,Smart,Retail,3844.709961399413
1166,97,Smart,Wholesale,1721.9680234635089
1167,97,Smart,Regional Warehouse,578.0574893563733
1168,97,Smart,Factory,3844.709961399413
1169,97,Dumb,Retail,1201.3168547125479
1170,97,Dumb,Wholesale,-4408.231664460108
1171,97,Dumb,Regional Warehouse,-5588.07531505999
1172,97,Dumb,Factory,1201.3168547125479
1173,97,Dumber,Retail,-3450.772743608878
1174,97,Dumber,Wholesale,-4270.069699296196
1175,97,Dumber,Regional Warehouse,-5530.676087069574
1176,97,Dumber,Factory,-3450.772743608878
1177,98,Smart,Retail,3844.709961399413
1178,98,Smart,Wholesale,1721.9680234635089
1179,98,Smart,Regional Warehouse,578.0574893563733
1180,98,Smart,Factory,3844.709961399413
1181,98,Dumb,Retail,1201.3168547125479
1182,98,Dumb,Wholesale,-4408.231664460108
1183,98,Dumb,Regional Warehouse,-5588.07531505999
1184,98,Dumb,Factory,1201.3168547125479
1185,98,Dumber,Retail,-3450.772743608878
1186,98,Dumber,Wholesale,-4270.069699296196
1187,98,Dumber,Regional Warehouse,-5530.676087069574
1188,98,Dumber,Factory,-3450.772743608878
1189,99,Smart,Retail,3844.709961399413
1190,99,Smart,Wholesale,1721.9680234635089
1191,99,Smart,Regional Warehouse,578.0574893563733
1192,99,Smart,Factory,3844.709961399413
1193,99,Dumb,Retail,1201.3168547125479
1194,99,Dumb,Wholesale,-4408.231664460108
1195,99,Dumb,Regional Warehouse,-5588.07531505999
