,iteration,strategy,agent,money
1196,99,Dumb,Factory,1201.3168547125479
1197,99,Dumber,Retail,-3450.772743608878
1198,99,Dumber,Wholesale,-4270.069699296196
1199,99,Dumber,Regional Warehouse,-5530.676087069574
1200,99,Dumber,Factory,-3450.772743608878
1201,100,Smart,Retail,3844.709961399413
1202,100,Smart,Wholesale,1721.9680234635089
1203,100,Smart,Regional Warehouse,578.0574893563733
1204,100,Smart,Factory,3844.709961399413
1205,100,Dumb,Retail,1201.3168547125479
1206,100,Dumb,Wholesale,-4408.231664460108
1207,100,Dumb,Regional Warehouse,-5588.07531505999
1208,100,Dumb,Factory,1201.3168547125479
1209,100,Dumber,Retail,-3450.772743608878
1210,100,Dumber,Wholesale,-4270.069699296196
1211,100,Dumber,Regional Warehouse,-5530.676087069574
1212,100,Dumber,Factory,-3450.772743608878
1213,101,Smart,Retail,3844.709961399413
1214,101,Smart,Wholesale,1721.9680234635089
1215,101,Smart,Regional Warehouse,578.0574893563733
1216,101,Smart,Factory,3844.709961399413
1217,101,Dumb,Retail,1201.3168547125479
1218,101,Dumb,Wholesale,-4408.231664460108
1219,101,Dumb,Regional Warehouse,-5588.07531505999
1220,101,Dumb,Factory,1201.3168547125479
1221,101,Dumber,Retail,-3450.772743608878
1222,101,Dumber,Wholesale,-4270.069699296196
1223,101,Dumber,Regional Warehouse,-5530.676087069574
1224,101,Dumber,Factory,-3450.772743608878
1225,102,Smart,Retail,3844.709961399413
1226,102,Smart,Wholesale,1721.9680234635089
1227,102,Smart,Regional Warehouse,578.0574893563733
1228,102,Smart,Factory,3844.709961399413
1229,102,Dumb,Retail,1201.3168547125479
1230,102,Dumb,Wholesale,-4408.231664460108
1231,102,Dumb,Regional Warehouse,-5588.07531505999
1232,102,Dumb,Factory,1201.3168547125479
1233,102,Dumber,Retail,-3450.772743608878
1234,102,Dumber,Wholesale,-4270.069699296196
1235,102,Dumber,Regional Warehouse,-5530.676087069574
1236,102,Dumber,Factory,-3450.772743608878
1237,103,Smart,Retail,3844.709961399413
1238,103,Smart,Wholesale,1721.9680234635089
1239,103,Smart,Regional Warehouse,578.0574893563733
1240,103,Smart,Factory,3844.709961399413
1241,103,Dumb,Retail,1201.3168547125479
1242,103,Dumb,Wholesale,-4408.231664460108
1243,103,Dumb,Regional Warehouse,-5588.07531505999
1244,103,Dumb,Factory,1201.3168547125479
1245,103,Dumber,Retail,-3450.772743608878
1246,103,Dumber,Wholesale,-4270.069699296196
1247,103,Dumber,Regional Warehouse,-5530.676087069574
1248,103,Dumber,Factory,-3450.772743608878
1249,104,Smart,Retail,3844.709961399413
1250,104,Smart,Wholesale,1721.9680234635089
1251,104,Smart,Regional Warehouse,578.0574893563733
1252,104,Smart,Factory,3844.709961399413
1253,104,Dumb,Retail,1201.3168547125479
1254,104,Dumb,Wholesale,-4408.231664460108
1255,104,Dumb,Regional Warehouse,-5588.07531505999
1256,104,Dumb,Factory,1201.3168547125479
1257,104,Dumber,Retail,-3450.772743608878
1258,104,Dumber,Wholesale,-4270.069699296196
1259,104,Dumber,Regional Warehouse,-5530.676087069574
1260,104,Dumber,Factory,-3450.772743608878
1261,105,Smart,Retail,3844.709961399413
1262,105,Smart,Wholesale,1721.9680234635089
1263,105,Smart,Regional Warehouse,578.0574893563733
1264,105,Smart,Factory,3844.709961399413
1265,105,Dumb,Retail,1201.3168547125479
1266,105,Dumb,Wholesale,-4408.231664460108
1267,105,Dumb,Regional Warehouse,-5588.07531505999
1268,105,Dumb,Factory,1201.3168547125479
1269,105,Dumber,Retail,-3450.772743608878
1270,105,Dumber,Wholesale,-4270.069699296196
1271,105,Dumber,Regional Warehouse,-5530.676087069574
1272,105,Dumber,Factory,-3450.772743608878
1273,106,Smart,Retail,3844.709961399413
1274,106,Smart,Wholesale,1721.9680234635089
1275,106,Smart,Regional Warehouse,578.0574893563733
1276,106,Smart,Factory,3844.709961399413
1277,106,Dumb,Retail,1201.3168547125479
1278,106,Dumb,Wholesale,-4408.231664460108
1279,106,Dumb,Regional Warehouse,-5588.07531505999
1280,106,Dumb,Factory,1201.3168547125479
1281,106,Dumber,Retail,-3450.772743608878
1282,106,Dumber,Wholesale,-4270.069699296196
1283,106,Dumber,Regional Warehouse,-5530.676087069574
1284,106,Dumber,Factory,-3450.772743608878
1285,107,Smart,Retail,3844.709961399413
1286,107,Smart,Wholesale,1721.9680234635089
1287,107,Smart,Regional Warehouse,578.0574893563733
1288,107,Smart,Factory,3844.709961399413
1289,107,Dumb,Retail,1201.3168547125479
1290,107,Dumb,Wholesale,-4408.231664460108
1291,107,Dumb,Regional Warehouse,-5588.07531505999
1292,107,Dumb,Factory,1201.3168547125479
1293,107,Dumber,Retail,-3450.772743608878
1294,107,Dumber,Wholesale,-4270.069699296196
1295,107,Dumber,Regional Warehouse,-5530.676087069574
1296,107,Dumber,Factory,-3450.772743608878
1297,108,Smart,Retail,3844.709961399413
1298,108,Smart,Wholesale,1721.9680234635089
1299,108,Smart,Regional Warehouse,578.0574893563733
1300,108,Smart,Factory,3844.709961399413
1301,108,Dumb,Retail,1201.3168547125479
1302,108,Dumb,Wholesale,-4408.231664460108
1303,108,Dumb,Regional Warehouse,-5588.07531505999
1304,108,Dumb,Factory,1201.3168547125479
1305,108,Dumber,Retail,-3450.772743608878
1306,108,Dumber,Wholesale,-4270.069699296196
1307,108,Dumber,Regional Warehouse,-5530.676087069574
1308,108,Dumber,Factory,-3450.772743608878
1309,109,Smart,Retail,3844.709961399413
1310,109,Smart,Wholesale,1721.9680234635089
1311,109,Smart,Regional Warehouse,578.0574893563733
1312,109,Smart,Factory,3844.709961399413
1313,109,Dumb,Retail,1201.3168547125479
1314,109,Dumb,Wholesale,-4408.231664460108
1315,109,Dumb,Regional Warehouse,-5588.07531505999
1316,109,Dumb,Factory,1201.3168547125479
1317,109,Dumber,Retail,-3450.772743608878
1318,109,Dumber,Wholesale,-4270.069699296196
1319,109,Dumber,Regional Warehouse,-5530.676087069574
1320,109,Dumber,Factory,-3450.772743608878
1321,110,Smart,Retail,3844.709961399413
1322,110,Smart,Wholesale,1721.9680234635089
1323,110,Smart,Regional Warehouse,578.0574893563733
1324,110,Smart,Factory,3844.709961399413
1325,110,Dumb,Retail,1201.3168547125479
1326,110,Dumb,Wholesale,-4408.231664460108
1327,110,Dumb,Regional Warehouse,-5588.07531505999
1328,110,Dumb,Factory,1201.3168547125479
1329,110,Dumber,Retail,-3450.772743608878
1330,110,Dumber,Wholesale,-4270.069699296196
1331,110,Dumber,Regional Warehouse,-5530.676087069574
1332,110,Dumber,Factory,-3450.772743608878
1333,111,Smart,Retail,3844.709961399413
1334,111,Smart,Wholesale,1721.9680234635089
1335,111,Smart,Regional Warehouse,578.0574893563733
1336,111,Smart,Factory,3844.709961399413
1337,111,Dumb,Retail,1201.3168547125479
1338,111,Dumb,Wholesale,-4408.231664460108
1339,111,Dumb,Regional Warehouse,-5588.07531505999
1340,111,Dumb,Factory,1201.3168547125479
1341,111,Dumber,Retail,-3450.772743608878
1342,111,Dumber,Wholesale,-4270.069699296196
1343,111,Dumber,Regional Warehouse,-5530.676087069574
1344,111,Dumber,Factory,-3450.772743608878
1345,112,Smart,Retail,3844.709961399413
1346,112,Smart,Wholesale,1721.9680234635089
1347,112,Smart,Regional Warehouse,578.0574893563733
1348,112,Smart,Factory,3844.709961399413
1349,112,Dumb,Retail,1201.3168547125479
1350,112,Dumb,Wholesale,-4408.231664460108
1351,112,Dumb,Regional Warehouse,-5588.07531505999
1352,112,Dumb,Factory,1201.3168547125479
1353,112,Dumber,Retail,-3450.772743608878
1354,112,Dumber,Wholesale,-4270.069699296196
1355,112,Dumber,Regional Warehouse,-5530.676087069574
1356,112,Dumber,Factory,-3450.772743608878
1357,113,Smart,Retail,3844.709961399413
1358,113,Smart,Wholesale,1721.9680234635089
1359,113,Smart,Regional Warehouse,578.0574893563733
1360,113,Smart,Factory,3844.709961399413
1361,113,Dumb,Retail,1201.3168547125479
1362,113,Dumb,Wholesale,-4408.231664460108
1363,113,Dumb,Regional Warehouse,-5588.07531505999
1364,113,Dumb,Factory,1201.3168547125479
1365,113,Dumber,Retail,-3450.772743608878
1366,113,Dumber,Wholesale,-4270.069699296196
1367,113,Dumber,Regional Warehouse,-5530.676087069574
1368,113,Dumber,Factory,-3450.772743608878
1369,114,Smart,Retail,3844.709961399413
1370,114,Smart,Wholesale,1721.9680234635089
1371,114,Smart,Regional Warehouse,578.0574893563733
1372,114,Smart,Factory,3844.709961399413
1373,114,Dumb,Retail,1201.3168547125479
1374,114,Dumb,Wholesale,-4408.231664460108
1375,114,Dumb,Regional Warehouse,-5588.07531505999
1376,114,Dumb,Factory,1201.3168547125479
1377,114,Dumber,Retail,-3450.772743608878
1378,114,Dumber,Wholesale,-4270.069699296196
1379,114,Dumber,Regional Warehouse,-5530.676087069574
1380,114,Dumber,Factory,-3450.772743608878
1381,115,Smart,Retail,3844.709961399413
1382,115,Smart,Wholesale,1721.9680234635089
1383,115,Smart,Regional Warehouse,578.0574893563733
1384,115,Smart,Factory,3844.709961399413
1385,115,Dumb,Retail,1201.3168547125479
1386,115,Dumb,Wholesale,-4408.231664460108
1387,115,Dumb,Regional Warehouse,-5588.07531505999
1388,115,Dumb,Factory,1201.3168547125479
1389,115,Dumber,Retail,-3450.772743608878
1390,115,Dumber,Wholesale,-4270.069699296196
1391,115,Dumber,Regional Warehouse,-5530.676087069574
1392,115,Dumber,Factory,-3450.772743608878
1393,116,Smart,Retail,3844.709961399413
1394,116,Smart,Wholesale,1721.9680234635089
1395,116,Smart,Regional Warehouse,578.0574893563733
1396,116,Smart,Factory,3844.709961399413
1397,116,Dumb,Retail,1201.3168547125479
1398,116,Dumb,Wholesale,-4408.231664460108
1399,116,Dumb,Regional Warehouse,-5588.07531505999
1400,116,Dumb,Factory,1201.3168547125479
1401,116,Dumber,Retail,-3450.772743608878
1402,116,Dumber,Wholesale,-4270.069699296196
1403,116,Dumber,Regional Warehouse,-5530.676087069574
1404,116,Dumber,Factory,-3450.772743608878
1405,117,Smart,Retail,3844.709961399413
1406,117,Smart,Wholesale,1721.9680234635089
1407,117,Smart,Regional Warehouse,578.0574893563733
1408,117,Smart,Factory,3844.709961399413
1409,117,Dumb,Retail,1201.3168547125479
1410,117,Dumb,Wholesale,-4408.231664460108
1411,117,Dumb,Regional Warehouse,-5588.07531505999
1412,117,Dumb,Factory,1201.3168547125479
1413,117,Dumber,Retail,-3450.772743608878
1414,117,Dumber,Wholesale,-4270.069699296196
1415,117,Dumber,Regional Warehouse,-5530.676087069574
1416,117,Dumber,Factory,-3450.772743608878
1417,118,Smart,Retail,3844.709961399413
1418,118,Smart,Wholesale,1721.9680234635089
1419,118,Smart,Regional Warehouse,578.0574893563733
1420,118,Smart,Factory,3844.709961399413
1421,118,Dumb,Retail,1201.3168547125479
1422,118,Dumb,Wholesale,-4408.231664460108
1423,118,Dumb,Regional Warehouse,-5588.07531505999
1424,118,Dumb,Factory,1201.3168547125479
1425,118,Dumber,Retail,-3450.772743608878
1426,118,Dumber,Wholesale,-4270.069699296196
1427,118,Dumber,Regional Warehouse,-5530.676087069574
1428,118,Dumber,Factory,-3450.772743608878
1429,119,Smart,Retail,3844.709961399413
1430,119,Smart,Wholesale,1721.9680234635089
1431,119,Smart,Regional Warehouse,578.0574893563733
1432,119,Smart,Factory,3844.709961399413
1433,119,Dumb,Retail,1201.3168547125479
1434,119,Dumb,Wholesale,-4408.231664460108
1435,119,Dumb,Regional Warehouse,-5588.07531505999
1436,119,Dumb,Factory,1201.3168547125479
1437,119,Dumber,Retail,-3450.772743608878
1438,119,Dumber,Wholesale,-4270.069699296196
1439,119,Dumber,Regional Warehouse,-5530.676087069574
1440,119,Dumber,Factory,-3450.772743608878
1441,120,Smart,Retail,3844.709961399413
1442,120,Smart,Wholesale,1721.9680234635089
1443,120,Smart,Regional Warehouse,578.0574893563733
1444,120,Smart,Factory,3844.709961399413
1445,120,Dumb,Retail,1201.3168547125479
1446,120,Dumb,Wholesale,-4408.231664460108
1447,120,Dumb,Regional Warehouse,-5588.07531505999
1448,120,Dumb,Factory,1201.3168547125479
1449,120,Dumber,Retail,-3450.772743608878
1450,120,Dumber,Wholesale,-4270.069699296196
1451,120,Dumber,Regional Warehouse,-5530.676087069574
1452,120,Dumber,Factory,-3450.772743608878
1453,121,Smart,Retail,3844.709961399413
1454,121,Smart,Wholesale,1721.9680234635089
1455,121,Smart,Regional Warehouse,578.0574893563733
1456,121,Smart,Factory,3844.709961399413
1457,121,Dumb,Retail,1201.3168547125479
1458,121,Dumb,Wholesale,-4408.231664460108
1459,121,Dumb,Regional Warehouse,-5588.07531505999
1460,121,Dumb,Factory,1201.3168547125479
1461,121,Dumber,Retail,-3450.772743608878
1462,121,Dumber,Wholesale,-4270.069699296196
1463,121,Dumber,Regional Warehouse,-5530.676087069574
1464,121,Dumber,Factory,-3450.772743608878
1465,122,Smart,Retail,3844.709961399413
1466,122,Smart,Wholesale,1721.9680234635089
1467,122,Smart,Regional Warehouse,578.0574893563733
1468,122,Smart,Factory,3844.709961399413
1469,122,Dumb,Retail,1201.3168547125479
1470,122,Dumb,Wholesale,-4408.231664460108
1471,122,Dumb,Regional Warehouse,-5588.07531505999
1472,122,Dumb,Factory,1201.3168547125479
1473,122,Dumber,Retail,-3450.772743608878
1474,122,Dumber,Wholesale,-4270.069699296196
1475,122,Dumber,Regional Warehouse,-5530.676087069574
1476,122,Dumber,Factory,-3450.772743608878
1477,123,Smart,Retail,3844.709961399413
1478,123,Smart,Wholesale,1721.9680234635089
1479,123,Smart,Regional Warehouse,578.0574893563733
1480,123,Smart,Factory,3844.709961399413
1481,123,Dumb,Retail,1201.3168547125479
1482,123,Dumb,Wholesale,-4408.231664460108
1483,123,Dumb,Regional Warehouse,-5588.07531505999
1484,123,Dumb,Factory,1201.3168547125479
1485,123,Dumber,Retail,-3450.772743608878
1486,123,Dumber,Wholesale,-4270.069699296196
1487,123,Dumber,Regional Warehouse,-5530.676087069574
1488,123,Dumber,Factory,-3450.772743608878
1489,124,Smart,Retail,3844.709961399413
1490,124,Smart,Wholesale,1721.9680234635089
1491,124,Smart,Regional Warehouse,578.0574893563733
1492,124,Smart,Factory,3844.709961399413
1493,124,Dumb,Retail,1201.3168547125479
1494,124,Dumb,Wholesale,-4408.231664460108
1495,124,Dumb,Regional Warehouse,-5588.07531505999
1496,124,Dumb,Factory,1201.3168547125479
1497,124,Dumber,Retail,-3450.772743608878
1498,124,Dumber,Wholesale,-4270.069699296196
1499,124,Dumber,Regional Warehouse,-5530.676087069574
1500,124,Dumber,Factory,-3450.772743608878
1501,125,Smart,Retail,3844.709961399413
1502,125,Smart,Wholesale,1721.9680234635089
1503,125,Smart,Regional Warehouse,578.0574893563733
1504,125,Smart,Factory,3844.709961399413
1505,125,Dumb,Retail,1201.3168547125479
1506,125,Dumb,Wholesale,-4408.231664460108
1507,125,Dumb,Regional Warehouse,-5588.07531505999
1508,125,Dumb,Factory,1201.3168547125479
1509,125,Dumber,Retail,-3450.772743608878
1510,125,Dumber,Wholesale,-4270.069699296196
1511,125,Dumber,Regional Warehouse,-5530.676087069574
1512,125,Dumber,Factory,-3450.772743608878
1513,126,Smart,Retail,3844.709961399413
1514,126,Smart,Wholesale,1721.9680234635089
1515,126,Smart,Regional Warehouse,578.0574893563733
1516,126,Smart,Factory,3844.709961399413
1517,126,Dumb,Retail,1201.3168547125479
1518,126,Dumb,Wholesale,-4408.231664460108
1519,126,Dumb,Regional Warehouse,-5588.07531505999
1520,126,Dumb,Factory,1201.3168547125479
1521,126,Dumber,Retail,-3450.772743608878
1522,126,Dumber,Wholesale,-4270.069699296196
1523,126,Dumber,Regional Warehouse,-5530.676087069574
1524,126,Dumber,Factory,-3450.772743608878
1525,127,Smart,Retail,3844.709961399413
1526,127,Smart,Wholesale,1721.9680234635089
1527,127,Smart,Regional Warehouse,578.0574893563733
1528,127,Smart,Factory,3844.709961399413
1529,127,Dumb,Retail,1201.3168547125479
1530,127,Dumb,Wholesale,-4408.231664460108
1531,127,Dumb,Regional Warehouse,-5588.07531505999
1532,127,Dumb,Factory,1201.3168547125479
1533,127,Dumber,Retail,-3450.772743608878
1534,127,Dumber,Wholesale,-4270.069699296196
1535,127,Dumber,Regional Warehouse,-5530.676087069574
1536,127,Dumber,Factory,-3450.772743608878
1537,128,Smart,Retail,3844.709961399413
1538,128,Smart,Wholesale,1721.9680234635089
1539,128,Smart,Regional Warehouse,578.0574893563733
1540,128,Smart,Factory,3844.709961399413
1541,128,Dumb,Retail,1201.3168547125479
1542,128,Dumb,Wholesale,-4408.231664460108
1543,128,Dumb,Regional Warehouse,-5588.07531505999
1544,128,Dumb,Factory,1201.3168547125479
1545,128,Dumber,Retail,-3450.772743608878
1546,128,Dumber,Wholesale,-4270.069699296196
1547,128,Dumber,Regional Warehouse,-5530.676087069574
1548,128,Dumber,Factory,-3450.772743608878
1549,129,Smart,Retail,3844.709961399413
1550,129,Smart,Wholesale,1721.9680234635089
1551,129,Smart,Regional Warehouse,578.0574893563733
1552,129,Smart,Factory,3844.709961399413
1553,129,Dumb,Retail,1201.3168547125479
1554,129,Dumb,Wholesale,-4408.231664460108
1555,129,Dumb,Regional Warehouse,-5588.07531505999
1556,129,Dumb,Factory,1201.3168547125479
1557,129,Dumber,Retail,-3450.772743608878
1558,129,Dumber,Wholesale,-4270.069699296196
1559,129,Dumber,Regional Warehouse,-5530.676087069574
1560,129,Dumber,Factory,-3450.772743608878
1561,130,Smart,Retail,3844.709961399413
1562,130,Smart,Wholesale,1721.9680234635089
1563,130,Smart,Regional Warehouse,578.0574893563733
1564,130,Smart,Factory,3844.709961399413
1565,130,Dumb,Retail,1201.3168547125479
1566,130,Dumb,Wholesale,-4408.231664460108
1567,130,Dumb,Regional Warehouse,-5588.07531505999
1568,130,Dumb,Factory,1201.3168547125479
1569,130,Dumber,Retail,-3450.772743608878
1570,130,Dumber,Wholesale,-4270.069699296196
1571,130,Dumber,Regional Warehouse,-5530.676087069574
1572,130,Dumber,Factory,-3450.772743608878
1573,131,Smart,Retail,3844.709961399413
1574,131,Smart,Wholesale,1721.9680234635089
1575,131,Smart,Regional Warehouse,578.0574893563733
1576,131,Smart,Factory,3844.709961399413
1577,131,Dumb,Retail,1201.3168547125479
1578,131,Dumb,Wholesale,-4408.231664460108
1579,131,Dumb,Regional Warehouse,-5588.07531505999
1580,131,Dumb,Factory,1201.3168547125479
1581,131,Dumber,Retail,-3450.772743608878
1582,131,Dumber,Wholesale,-4270.069699296196
1583,131,Dumber,Regional Warehouse,-5530.676087069574
1584,131,Dumber,Factory,-3450.772743608878
1585,132,Smart,Retail,3844.709961399413
1586,132,Smart,Wholesale,1721.9680234635089
1587,132,Smart,Regional Warehouse,578.0574893563733
1588,132,Smart,Factory,3844.709961399413
1589,132,Dumb,Retail,1201.3168547125479
1590,132,Dumb,Wholesale,-4408.231664460108
1591,132,Dumb,Regional Warehouse,-5588.07531505999
1592,132,Dumb,Factory,1201.3168547125479
1593,132,Dumber,Retail,-3450.772743608878
1594,132,Dumber,Wholesale,-4270.069699296196
1595,132,Dumber,Regional Warehouse,-5530.676087069574
1596,132,Dumber,Factory,-3450.772743608878
1597,133,Smart,Retail,3844.709961399413
1598,133,Smart,Wholesale,1721.9680234635089
1599,133,Smart,Regional Warehouse,578.0574893563733
1600,133,Smart,Factory,3844.709961399413
1601,133,Dumb,Retail,1201.3168547125479
1602,133,Dumb,Wholesale,-4408.231664460108
1603,133,Dumb,Regional Warehouse,-5588.07531505999
1604,133,Dumb,Factory,1201.3168547125479
1605,133,Dumber,Retail,-3450.772743608878
1606,133,Dumber,Wholesale,-4270.069699296196
1607,133,Dumber,Regional Warehouse,-5530.676087069574
1608,133,Dumber,Factory,-3450.772743608878
1609,134,Smart,Retail,3844.709961399413
1610,134,Smart,Wholesale,1721.9680234635089
1611,134,Smart,Regional Warehouse,578.0574893563733
1612,134,Smart,Factory,3844.709961399413
1613,134,Dumb,Retail,1201.3168547125479
1614,134,Dumb,Wholesale,-4408.231664460108
1615,134,Dumb,Regional Warehouse,-5588.07531505999
1616,134,Dumb,Factory,1201.3168547125479
1617,134,Dumber,Retail,-3450.772743608878
1618,134,Dumber,Wholesale,-4270.069699296196
1619,134,Dumber,Regional Warehouse,-5530.676087069574
1620,134,Dumber,Factory,-3450.772743608878
1621,135,Smart,Retail,3844.709961399413
1622,135,Smart,Wholesale,1721.9680234635089
1623,135,Smart,Regional Warehouse,578.0574893563733
1624,135,Smart,Factory,3844.709961399413
1625,135,Dumb,Retail,1201.3168547125479
1626,135,Dumb,Wholesale,-4408.231664460108
1627,135,Dumb,Regional Warehouse,-5588.07531505999
1628,135,Dumb,Factory,1201.3168547125479
1629,135,Dumber,Retail,-3450.772743608878
1630,135,Dumber,Wholesale,-4270.069699296196
1631,135,Dumber,Regional Warehouse,-5530.676087069574
1632,135,Dumber,Factory,-3450.772743608878
1633,136,Smart,Retail,3844.709961399413
1634,136,Smart,Wholesale,1721.9680234635089
1635,136,Smart,Regional Warehouse,578.0574893563733
1636,136,Smart,Factory,3844.709961399413
1637,136,Dumb,Retail,1201.3168547125479
1638,136,Dumb,Wholesale,-4408.231664460108
1639,136,Dumb,Regional Warehouse,-5588.07531505999
1640,136,Dumb,Factory,1201.3168547125479
1641,136,Dumber,Retail,-3450.772743608878
1642,136,Dumber,Wholesale,-4270.069699296196
1643,136,Dumber,Regional Warehouse,-5530.676087069574
1644,136,Dumber,Factory,-3450.772743608878
1645,137,Smart,Retail,3844.709961399413
1646,137,Smart,Wholesale,1721.9680234635089
1647,137,Smart,Regional Warehouse,578.0574893563733
1648,137,Smart,Factory,3844.709961399413
1649,137,Dumb,Retail,1201.3168547125479
1650,137,Dumb,Wholesale,-4408.231664460108
1651,137,Dumb,Regional Warehouse,-5588.07531505999
1652,137,Dumb,Factory,1201.3168547125479
1653,137,Dumber,Retail,-3450.772743608878
1654,137,Dumber,Wholesale,-4270.069699296196
1655,137,Dumber,Regional Warehouse,-5530.676087069574
1656,137,Dumber,Factory,-3450.772743608878
1657,138,Smart,Retail,3844.709961399413
1658,138,Smart,Wholesale,1721.9680234635089
1659,138,Smart,Regional Warehouse,578.0574893563733
1660,138,Smart,Factory,3844.709961399413
1661,138,Dumb,Retail,1201.3168547125479
1662,138,Dumb,Wholesale,-4408.231664460108
1663,138,Dumb,Regional Warehouse,-5588.07531505999
1664,138,Dumb,Factory,1201.3168547125479
1665,138,Dumber,Retail,-3450.772743608878
1666,138,Dumber,Wholesale,-4270.069699296196
1667,138,Dumber,Regional Warehouse,-5530.676087069574
1668,138,Dumber,Factory,-3450.772743608878
1669,139,Smart,Retail,3844.709961399413
1670,139,Smart,Wholesale,1721.9680234635089
1671,139,Smart,Regional Warehouse,578.0574893563733
1672,139,Smart,Factory,3844.709961399413
1673,139,Dumb,Retail,1201.3168547125479
1674,139,Dumb,Wholesale,-4408.231664460108
1675,139,Dumb,Regional Warehouse,-5588.07531505999
1676,139,Dumb,Factory,1201.3168547125479
1677,139,Dumber,Retail,-3450.772743608878
1678,139,Dumber,Wholesale,-4270.069699296196
1679,139,Dumber,Regional Warehouse,-5530.676087069574
1680,139,Dumber,Factory,-3450.772743608878
1681,140,Smart,Retail,3844.709961399413
1682,140,Smart,Wholesale,1721.9680234635089
1683,140,Smart,Regional Warehouse,578.0574893563733
1684,140,Smart,Factory,3844.709961399413
1685,140,Dumb,Retail,1201.3168547125479
1686,140,Dumb,Wholesale,-4408.231664460108
1687,140,Dumb,Regional Warehouse,-5588.07531505999
1688,140,Dumb,Factory,1201.3168547125479
1689,140,Dumber,Retail,-3450.772743608878
1690,140,Dumber,Wholesale,-4270.069699296196
1691,140,Dumber,Regional Warehouse,-5530.676087069574
1692,140,Dumber,Factory,-3450.772743608878
1693,141,Smart,Retail,3844.709961399413
1694,141,Smart,Wholesale,1721.9680234635089
1695,141,Smart,Regional Warehouse,578.0574893563733
1696,141,Smart,Factory,3844.709961399413
1697,141,Dumb,Retail,1201.3168547125479
1698,141,Dumb,Wholesale,-4408.231664460108
1699,141,Dumb,Regional Warehouse,-5588.07531505999
1700,141,Dumb,Factory,1201.3168547125479
1701,141,Dumber,Retail,-3450.772743608878
1702,141,Dumber,Wholesale,-4270.069699296196
1703,141,Dumber,Regional Warehouse,-5530.676087069574
1704,141,Dumber,Factory,-3450.772743608878
1705,142,Smart,Retail,3844.709961399413
1706,142,Smart,Wholesale,1721.9680234635089
1707,142,Smart,Regional Warehouse,578.0574893563733
1708,142,Smart,Factory,3844.709961399413
1709,142,Dumb,Retail,1201.3168547125479
1710,142,Dumb,Wholesale,-4408.231664460108
1711,142,Dumb,Regional Warehouse,-5588.07531505999
1712,142,Dumb,Factory,1201.3168547125479
1713,142,Dumber,Retail,-3450.772743608878
1714,142,Dumber,Wholesale,-4270.069699296196
1715,142,Dumber,Regional Warehouse,-5530.676087069574
1716,142,Dumber,Factory,-3450.772743608878
1717,143,Smart,Retail,3844.709961399413
1718,143,Smart,Wholesale,1721.9680234635089
1719,143,Smart,Regional Warehouse,578.0574893563733
1720,143,Smart,Factory,3844.709961399413
1721,143,Dumb,Retail,1201.3168547125479
1722,143,Dumb,Wholesale,-4408.231664460108
1723,143,Dumb,Regional Warehouse,-5588.07531505999
1724,143,Dumb,Factory,1201.3168547125479
1725,143,Dumber,Retail,-3450.772743608878
1726,143,Dumber,Wholesale,-4270.069699296196
1727,143,Dumber,Regional Warehouse,-5530.676087069574
1728,143,Dumber,Factory,-3450.772743608878
1729,144,Smart,Retail,3844.709961399413
1730,144,Smart,Wholesale,1721.9680234635089
1731,144,Smart,Regional Warehouse,578.0574893563733
1732,144,Smart,Factory,3844.709961399413
1733,144,Dumb,Retail,1201.3168547125479
1734,144,Dumb,Wholesale,-4408.231664460108
1735,144,Dumb,Regional Warehouse,-5588.07531505999
1736,144,Dumb,Factory,1201.3168547125479
1737,144,Dumber,Retail,-3450.772743608878
1738,144,Dumber,Wholesale,-4270.069699296196
1739,144,Dumber,Regional Warehouse,-5530.676087069574
1740,144,Dumber,Factory,-3450.772743608878
1741,145,Smart,Retail,3844.709961399413
1742,145,Smart,Wholesale,1721.9680234635089
1743,145,Smart,Regional Warehouse,578.0574893563733
1744,145,Smart,Factory,3844.709961399413
1745,145,Dumb,Retail,1201.3168547125479
1746,145,Dumb,Wholesale,-4408.231664460108
1747,145,Dumb,Regional Warehouse,-5588.07531505999
1748,145,Dumb,Factory,1201.3168547125479
1749,145,Dumber,Retail,-3450.772743608878
1750,145,Dumber,Wholesale,-4270.069699296196
1751,145,Dumber,Regional Warehouse,-5530.676087069574
1752,145,Dumber,Factory,-3450.772743608878
1753,146,Smart,Retail,3844.709961399413
1754,146,Smart,Wholesale,1721.9680234635089
1755,146,Smart,Regional Warehouse,578.0574893563733
1756,146,Smart,Factory,3844.709961399413
1757,146,Dumb,Retail,1201.3168547125479
1758,146,Dumb,Wholesale,-4408.231664460108
1759,146,Dumb,Regional Warehouse,-5588.07531505999
1760,146,Dumb,Factory,1201.3168547125479
1761,146,Dumber,Retail,-3450.772743608878
1762,146,Dumber,Wholesale,-4270.069699296196
1763,146,Dumber,Regional Warehouse,-5530.676087069574
1764,146,Dumber,Factory,-3450.772743608878
1765,147,Smart,Retail,3844.709961399413
1766,147,Smart,Wholesale,1721.9680234635089
1767,147,Smart,Regional Warehouse,578.0574893563733
1768,147,Smart,Factory,3844.709961399413
1769,147,Dumb,Retail,1201.3168547125479
1770,147,Dumb,Wholesale,-4408.231664460108
1771,147,Dumb,Regional Warehouse,-5588.07531505999
1772,147,Dumb,Factory,1201.3168547125479
1773,147,Dumber,Retail,-3450.772743608878
