2019-09-23 12:23:42.863103
2019-09-23 12:24:03.386606
2019-09-23 12:24:21.850708
2019-09-23 12:24:43.578185
2019-09-23 12:25:05.730901
2019-09-23 12:25:26.112594
2019-09-23 12:25:46.579624
2019-09-23 12:26:08.043231
2019-09-23 12:26:30.644918
2019-09-23 12:26:54.391405
2019-09-23 12:27:19.532661
2019-09-23 12:27:45.922433
2019-09-23 12:28:13.260765
2019-09-23 12:28:41.346840
2019-09-23 12:29:09.619292
2019-09-23 12:29:39.005452
2019-09-23 12:30:09.323252
2019-09-23 12:30:40.407804
2019-09-23 12:31:12.673185
2019-09-23 12:31:45.655892
2019-09-23 12:32:20.693871
2019-09-23 12:32:56.064233
2019-09-23 12:33:32.027366
2019-09-23 12:34:10.864866
2019-09-23 12:34:49.911702
2019-09-23 12:35:29.470651
2019-09-23 12:36:08.710496
2019-09-23 12:36:49.108290
2019-09-23 12:37:30.275704
2019-09-23 12:38:12.762459
2019-09-23 12:38:55.763224
2019-09-23 12:39:39.007314
2019-09-23 12:40:25.322833
2019-09-23 12:41:11.395390
2019-09-23 12:41:58.250287
2019-09-23 12:42:44.652004
2019-09-23 12:43:32.826201
2019-09-23 12:44:20.122886
2019-09-23 12:45:08.536708
2019-09-23 12:45:56.608314
2019-09-23 12:46:45.677505
2019-09-23 12:47:35.950488
2019-09-23 12:48:26.575825
2019-09-23 12:49:18.068299
2019-09-23 12:50:10.023698
2019-09-23 12:51:03.179777
2019-09-23 12:51:57.378132
2019-09-23 12:52:51.492372
2019-09-23 12:53:47.052362
2019-09-23 12:54:42.758586
2019-09-23 12:55:39.671677
2019-09-23 12:56:36.486642
2019-09-23 12:57:33.711053
2019-09-23 12:58:31.115411
2019-09-23 12:59:28.742469
2019-09-23 13:00:27.565254
2019-09-23 13:01:26.974616
2019-09-23 13:02:26.366053
2019-09-23 13:03:26.272696
2019-09-23 13:04:26.815976
2019-09-23 13:05:27.982262
2019-09-23 13:06:29.348413
2019-09-23 13:07:31.562492
2019-09-23 13:08:33.623857
2019-09-23 13:09:35.846937
2019-09-23 13:10:38.319358
2019-09-23 13:11:40.421182
2019-09-23 13:12:43.332407
2019-09-23 13:13:46.536242
2019-09-23 13:14:50.243372
2019-09-23 13:15:54.769030
2019-09-23 13:16:58.994820
2019-09-23 13:18:04.014934
2019-09-23 13:19:10.187648
2019-09-23 13:20:16.657060
2019-09-23 13:21:23.131919
2019-09-23 13:22:29.336642
2019-09-23 13:23:37.005081
2019-09-23 13:24:45.190482
2019-09-23 13:25:52.952991
2019-09-23 13:27:00.896463
2019-09-23 13:28:09.220673
2019-09-23 13:29:18.035556
2019-09-23 13:30:26.507173
2019-09-23 13:31:35.589351
2019-09-23 13:32:45.342368
2019-09-23 13:33:55.126203
2019-09-23 13:35:05.406591
2019-09-23 13:36:15.990477
2019-09-23 13:37:27.032922
2019-09-23 13:38:38.425172
2019-09-23 13:39:49.853934
2019-09-23 13:41:03.106145
2019-09-23 13:42:16.067104
2019-09-23 13:43:28.825860
2019-09-23 13:44:41.906505
2019-09-23 13:45:55.137972
2019-09-23 13:47:09.105370
2019-09-23 13:48:22.920909
2019-09-23 13:49:37.956095
2019-09-23 13:50:52.307405
2019-09-23 13:52:06.277048
2019-09-23 13:53:20.549626
2019-09-23 13:54:35.238613
2019-09-23 13:55:50.379356
2019-09-23 13:57:04.788737
2019-09-23 13:58:19.567942
2019-09-23 13:59:35.405043
2019-09-23 14:00:52.769995
2019-09-23 14:02:09.166026
2019-09-23 14:03:25.694627
2019-09-23 14:04:41.780378
2019-09-23 14:05:58.234164
2019-09-23 14:07:14.815624
2019-09-23 14:08:32.294971
2019-09-23 14:09:49.535526
2019-09-23 14:11:07.926371
2019-09-23 14:12:25.559984
2019-09-23 14:13:44.238300
2019-09-23 14:15:01.824343
2019-09-23 14:16:19.628017
2019-09-23 14:17:38.006895
2019-09-23 14:18:57.610385
2019-09-23 14:20:19.408036
2019-09-23 14:21:38.693174
2019-09-23 14:22:57.455889
2019-09-23 14:24:16.448514
2019-09-23 14:25:35.546740
2019-09-23 14:26:55.312084
2019-09-23 14:28:15.072070
2019-09-23 14:29:36.327454
2019-09-23 14:30:56.609503
2019-09-23 14:32:17.535723
2019-09-23 14:33:38.960834
2019-09-23 14:34:59.412914
2019-09-23 14:36:21.344920
2019-09-23 14:37:42.466106
2019-09-23 14:39:03.667012
2019-09-23 14:40:26.289923
2019-09-23 14:41:49.669933
2019-09-23 14:43:13.865323
2019-09-23 14:44:40.216561
2019-09-23 14:46:04.188928
2019-09-23 14:47:28.527000
2019-09-23 14:48:54.341147
2019-09-23 14:50:18.776285
2019-09-23 14:51:43.841576
2019-09-23 14:53:09.480720
2019-09-23 14:54:35.314868
2019-09-23 14:55:59.451707
2019-09-23 14:57:24.151835
2019-09-23 14:58:49.993068
2019-09-23 15:00:14.741073
2019-09-23 15:01:40.153139
2019-09-23 15:03:06.871245
2019-09-23 15:04:32.124775
2019-09-23 15:05:58.518656
2019-09-23 15:07:23.981543
2019-09-23 15:08:49.708062
2019-09-23 15:10:15.793139
2019-09-23 15:11:41.798290
2019-09-23 15:13:07.693002
2019-09-23 15:14:33.567549
2019-09-23 15:16:00.475331
2019-09-23 15:17:26.988743
2019-09-23 15:18:53.398932
2019-09-23 15:20:20.568593
2019-09-23 15:21:46.622500
2019-09-23 15:23:12.905629
2019-09-23 15:24:41.409040
2019-09-23 15:26:09.733778
2019-09-23 15:27:38.018946
2019-09-23 15:29:09.090680
2019-09-23 15:30:40.470793
2019-09-23 15:32:08.053208
2019-09-23 15:33:35.641446
2019-09-23 15:35:03.507515
2019-09-23 15:36:33.168717
2019-09-23 15:38:01.470949
2019-09-23 15:39:30.162230
2019-09-23 15:41:00.120743
2019-09-23 15:42:28.282521
2019-09-23 15:43:57.360099
2019-09-23 15:45:26.264204
2019-09-23 15:46:55.705304
2019-09-23 15:48:25.552785
2019-09-23 15:49:55.194963
2019-09-23 15:51:24.727863
2019-09-23 15:52:54.530348
2019-09-23 15:54:24.705069
2019-09-23 15:55:54.830145
2019-09-23 15:57:25.371371
2019-09-23 15:58:54.867624
2019-09-23 16:00:24.758780
2019-09-23 16:01:55.567320
2019-09-23 16:03:26.128539
2019-09-23 16:04:57.094463
2019-09-23 16:06:28.300863
2019-09-23 16:07:59.727426
2019-09-23 16:09:30.660110
2019-09-23 16:11:01.628381
2019-09-23 16:12:33.597009
2019-09-23 16:14:05.274361
2019-09-23 16:15:36.099211
2019-09-23 16:17:07.676210
2019-09-23 16:18:40.598099
2019-09-23 16:20:12.791622
2019-09-23 16:21:45.687737
2019-09-23 16:23:17.704574
2019-09-23 16:24:50.381338
2019-09-23 16:26:23.685529
2019-09-23 16:27:56.685463
2019-09-23 16:29:30.785325
2019-09-23 16:31:03.219761
2019-09-23 16:32:35.675812
2019-09-23 16:34:09.883633
2019-09-23 16:35:42.970556
2019-09-23 16:37:15.234634
2019-09-23 16:38:48.122888
2019-09-23 16:40:23.636116
2019-09-23 16:41:57.202561
2019-09-23 16:43:30.402987
2019-09-23 16:45:04.675235
2019-09-23 16:46:38.738608
2019-09-23 16:48:13.054426
2019-09-23 16:49:47.287600
2019-09-23 16:51:22.485725
2019-09-23 16:52:56.238053
2019-09-23 16:54:30.929234
2019-09-23 16:56:04.424636
