,iteration,strategy,agent,money,index
82,6,Dumber,Regional Warehouse,-5530.676087069574,0.0
83,6,Dumber,Factory,-3450.772743608878,0.0
84,7,Smart,Retail,3844.709961399413,2.11415913102946
85,7,Smart,Wholesale,1721.9680234635089,1.4032646173778682
86,7,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
87,7,Smart,Factory,3844.709961399413,2.11415913102946
88,7,Dumb,Retail,1201.3168547125479,1.3481298085877975
89,7,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
90,7,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
91,7,Dumb,Factory,1201.3168547125479,1.3481298085877975
92,7,Dumber,Retail,-3450.772743608878,0.0
93,7,Dumber,Wholesale,-4270.069699296196,0.0
94,7,Dumber,Regional Warehouse,-5530.676087069574,0.0
95,7,Dumber,Factory,-3450.772743608878,0.0
96,8,Smart,Retail,3844.709961399413,2.11415913102946
97,8,Smart,Wholesale,1721.9680234635089,1.4032646173778682
98,8,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
99,8,Smart,Factory,3844.709961399413,2.11415913102946
100,8,Dumb,Retail,1201.3168547125479,1.3481298085877975
101,8,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
102,8,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
103,8,Dumb,Factory,1201.3168547125479,1.3481298085877975
104,8,Dumber,Retail,-3450.772743608878,0.0
105,8,Dumber,Wholesale,-4270.069699296196,0.0
106,8,Dumber,Regional Warehouse,-5530.676087069574,0.0
107,8,Dumber,Factory,-3450.772743608878,0.0
108,9,Smart,Retail,3844.709961399413,2.11415913102946
109,9,Smart,Wholesale,1721.9680234635089,1.4032646173778682
110,9,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
111,9,Smart,Factory,3844.709961399413,2.11415913102946
112,9,Dumb,Retail,1201.3168547125479,1.3481298085877975
113,9,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
114,9,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
115,9,Dumb,Factory,1201.3168547125479,1.3481298085877975
116,9,Dumber,Retail,-3450.772743608878,0.0
117,9,Dumber,Wholesale,-4270.069699296196,0.0
118,9,Dumber,Regional Warehouse,-5530.676087069574,0.0
119,9,Dumber,Factory,-3450.772743608878,0.0
120,10,Smart,Retail,3844.709961399413,2.11415913102946
121,10,Smart,Wholesale,1721.9680234635089,1.4032646173778682
122,10,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
123,10,Smart,Factory,3844.709961399413,2.11415913102946
124,10,Dumb,Retail,1201.3168547125479,1.3481298085877975
125,10,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
126,10,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
127,10,Dumb,Factory,1201.3168547125479,1.3481298085877975
128,10,Dumber,Retail,-3450.772743608878,0.0
129,10,Dumber,Wholesale,-4270.069699296196,0.0
130,10,Dumber,Regional Warehouse,-5530.676087069574,0.0
131,10,Dumber,Factory,-3450.772743608878,0.0
132,11,Smart,Retail,3844.709961399413,2.11415913102946
133,11,Smart,Wholesale,1721.9680234635089,1.4032646173778682
134,11,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
135,11,Smart,Factory,3844.709961399413,2.11415913102946
136,11,Dumb,Retail,1201.3168547125479,1.3481298085877975
137,11,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
138,11,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
139,11,Dumb,Factory,1201.3168547125479,1.3481298085877975
140,11,Dumber,Retail,-3450.772743608878,0.0
141,11,Dumber,Wholesale,-4270.069699296196,0.0
142,11,Dumber,Regional Warehouse,-5530.676087069574,0.0
143,11,Dumber,Factory,-3450.772743608878,0.0
144,12,Smart,Retail,3844.709961399413,2.11415913102946
145,12,Smart,Wholesale,1721.9680234635089,1.4032646173778682
146,12,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
147,12,Smart,Factory,3844.709961399413,2.11415913102946
148,12,Dumb,Retail,1201.3168547125479,1.3481298085877975
149,12,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
150,12,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
151,12,Dumb,Factory,1201.3168547125479,1.3481298085877975
152,12,Dumber,Retail,-3450.772743608878,0.0
153,12,Dumber,Wholesale,-4270.069699296196,0.0
154,12,Dumber,Regional Warehouse,-5530.676087069574,0.0
155,12,Dumber,Factory,-3450.772743608878,0.0
156,13,Smart,Retail,3844.709961399413,2.11415913102946
157,13,Smart,Wholesale,1721.9680234635089,1.4032646173778682
158,13,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
159,13,Smart,Factory,3844.709961399413,2.11415913102946
160,13,Dumb,Retail,1201.3168547125479,1.3481298085877975
161,13,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
162,13,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
163,13,Dumb,Factory,1201.3168547125479,1.3481298085877975
164,13,Dumber,Retail,-3450.772743608878,0.0
165,13,Dumber,Wholesale,-4270.069699296196,0.0
166,13,Dumber,Regional Warehouse,-5530.676087069574,0.0
167,13,Dumber,Factory,-3450.772743608878,0.0
168,14,Smart,Retail,3844.709961399413,2.11415913102946
169,14,Smart,Wholesale,1721.9680234635089,1.4032646173778682
170,14,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
171,14,Smart,Factory,3844.709961399413,2.11415913102946
172,14,Dumb,Retail,1201.3168547125479,1.3481298085877975
173,14,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
174,14,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
175,14,Dumb,Factory,1201.3168547125479,1.3481298085877975
176,14,Dumber,Retail,-3450.772743608878,0.0
177,14,Dumber,Wholesale,-4270.069699296196,0.0
178,14,Dumber,Regional Warehouse,-5530.676087069574,0.0
179,14,Dumber,Factory,-3450.772743608878,0.0
180,15,Smart,Retail,3844.709961399413,2.11415913102946
181,15,Smart,Wholesale,1721.9680234635089,1.4032646173778682
182,15,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
183,15,Smart,Factory,3844.709961399413,2.11415913102946
184,15,Dumb,Retail,1201.3168547125479,1.3481298085877975
185,15,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
186,15,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
187,15,Dumb,Factory,1201.3168547125479,1.3481298085877975
188,15,Dumber,Retail,-3450.772743608878,0.0
189,15,Dumber,Wholesale,-4270.069699296196,0.0
190,15,Dumber,Regional Warehouse,-5530.676087069574,0.0
191,15,Dumber,Factory,-3450.772743608878,0.0
192,16,Smart,Retail,3844.709961399413,2.11415913102946
193,16,Smart,Wholesale,1721.9680234635089,1.4032646173778682
194,16,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
195,16,Smart,Factory,3844.709961399413,2.11415913102946
196,16,Dumb,Retail,1201.3168547125479,1.3481298085877975
197,16,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
198,16,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
199,16,Dumb,Factory,1201.3168547125479,1.3481298085877975
200,16,Dumber,Retail,-3450.772743608878,0.0
201,16,Dumber,Wholesale,-4270.069699296196,0.0
202,16,Dumber,Regional Warehouse,-5530.676087069574,0.0
203,16,Dumber,Factory,-3450.772743608878,0.0
204,17,Smart,Retail,3844.709961399413,2.11415913102946
205,17,Smart,Wholesale,1721.9680234635089,1.4032646173778682
206,17,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
207,17,Smart,Factory,3844.709961399413,2.11415913102946
208,17,Dumb,Retail,1201.3168547125479,1.3481298085877975
209,17,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
210,17,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
211,17,Dumb,Factory,1201.3168547125479,1.3481298085877975
212,17,Dumber,Retail,-3450.772743608878,0.0
213,17,Dumber,Wholesale,-4270.069699296196,0.0
214,17,Dumber,Regional Warehouse,-5530.676087069574,0.0
215,17,Dumber,Factory,-3450.772743608878,0.0
216,18,Smart,Retail,3844.709961399413,2.11415913102946
217,18,Smart,Wholesale,1721.9680234635089,1.4032646173778682
218,18,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
219,18,Smart,Factory,3844.709961399413,2.11415913102946
220,18,Dumb,Retail,1201.3168547125479,1.3481298085877975
221,18,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
222,18,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
223,18,Dumb,Factory,1201.3168547125479,1.3481298085877975
224,18,Dumber,Retail,-3450.772743608878,0.0
225,18,Dumber,Wholesale,-4270.069699296196,0.0
226,18,Dumber,Regional Warehouse,-5530.676087069574,0.0
227,18,Dumber,Factory,-3450.772743608878,0.0
228,19,Smart,Retail,3844.709961399413,2.11415913102946
229,19,Smart,Wholesale,1721.9680234635089,1.4032646173778682
230,19,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
231,19,Smart,Factory,3844.709961399413,2.11415913102946
232,19,Dumb,Retail,1201.3168547125479,1.3481298085877975
233,19,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
234,19,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
235,19,Dumb,Factory,1201.3168547125479,1.3481298085877975
236,19,Dumber,Retail,-3450.772743608878,0.0
237,19,Dumber,Wholesale,-4270.069699296196,0.0
238,19,Dumber,Regional Warehouse,-5530.676087069574,0.0
239,19,Dumber,Factory,-3450.772743608878,0.0
240,20,Smart,Retail,3844.709961399413,2.11415913102946
241,20,Smart,Wholesale,1721.9680234635089,1.4032646173778682
242,20,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
243,20,Smart,Factory,3844.709961399413,2.11415913102946
244,20,Dumb,Retail,1201.3168547125479,1.3481298085877975
245,20,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
246,20,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
247,20,Dumb,Factory,1201.3168547125479,1.3481298085877975
248,20,Dumber,Retail,-3450.772743608878,0.0
249,20,Dumber,Wholesale,-4270.069699296196,0.0
250,20,Dumber,Regional Warehouse,-5530.676087069574,0.0
251,20,Dumber,Factory,-3450.772743608878,0.0
252,21,Smart,Retail,3844.709961399413,2.11415913102946
253,21,Smart,Wholesale,1721.9680234635089,1.4032646173778682
254,21,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
255,21,Smart,Factory,3844.709961399413,2.11415913102946
256,21,Dumb,Retail,1201.3168547125479,1.3481298085877975
257,21,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
258,21,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
259,21,Dumb,Factory,1201.3168547125479,1.3481298085877975
260,21,Dumber,Retail,-3450.772743608878,0.0
261,21,Dumber,Wholesale,-4270.069699296196,0.0
262,21,Dumber,Regional Warehouse,-5530.676087069574,0.0
263,21,Dumber,Factory,-3450.772743608878,0.0
264,22,Smart,Retail,3844.709961399413,2.11415913102946
265,22,Smart,Wholesale,1721.9680234635089,1.4032646173778682
266,22,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
267,22,Smart,Factory,3844.709961399413,2.11415913102946
268,22,Dumb,Retail,1201.3168547125479,1.3481298085877975
269,22,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
270,22,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
271,22,Dumb,Factory,1201.3168547125479,1.3481298085877975
272,22,Dumber,Retail,-3450.772743608878,0.0
273,22,Dumber,Wholesale,-4270.069699296196,0.0
274,22,Dumber,Regional Warehouse,-5530.676087069574,0.0
275,22,Dumber,Factory,-3450.772743608878,0.0
276,23,Smart,Retail,3844.709961399413,2.11415913102946
277,23,Smart,Wholesale,1721.9680234635089,1.4032646173778682
278,23,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
279,23,Smart,Factory,3844.709961399413,2.11415913102946
280,23,Dumb,Retail,1201.3168547125479,1.3481298085877975
281,23,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
282,23,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
283,23,Dumb,Factory,1201.3168547125479,1.3481298085877975
284,23,Dumber,Retail,-3450.772743608878,0.0
285,23,Dumber,Wholesale,-4270.069699296196,0.0
286,23,Dumber,Regional Warehouse,-5530.676087069574,0.0
287,23,Dumber,Factory,-3450.772743608878,0.0
288,24,Smart,Retail,3844.709961399413,2.11415913102946
289,24,Smart,Wholesale,1721.9680234635089,1.4032646173778682
290,24,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
291,24,Smart,Factory,3844.709961399413,2.11415913102946
292,24,Dumb,Retail,1201.3168547125479,1.3481298085877975
293,24,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
294,24,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
295,24,Dumb,Factory,1201.3168547125479,1.3481298085877975
296,24,Dumber,Retail,-3450.772743608878,0.0
297,24,Dumber,Wholesale,-4270.069699296196,0.0
298,24,Dumber,Regional Warehouse,-5530.676087069574,0.0
299,24,Dumber,Factory,-3450.772743608878,0.0
300,25,Smart,Retail,3844.709961399413,2.11415913102946
301,25,Smart,Wholesale,1721.9680234635089,1.4032646173778682
302,25,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
303,25,Smart,Factory,3844.709961399413,2.11415913102946
304,25,Dumb,Retail,1201.3168547125479,1.3481298085877975
305,25,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
306,25,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
307,25,Dumb,Factory,1201.3168547125479,1.3481298085877975
308,25,Dumber,Retail,-3450.772743608878,0.0
309,25,Dumber,Wholesale,-4270.069699296196,0.0
310,25,Dumber,Regional Warehouse,-5530.676087069574,0.0
311,25,Dumber,Factory,-3450.772743608878,0.0
312,26,Smart,Retail,3844.709961399413,2.11415913102946
313,26,Smart,Wholesale,1721.9680234635089,1.4032646173778682
314,26,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
315,26,Smart,Factory,3844.709961399413,2.11415913102946
316,26,Dumb,Retail,1201.3168547125479,1.3481298085877975
317,26,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
318,26,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
319,26,Dumb,Factory,1201.3168547125479,1.3481298085877975
320,26,Dumber,Retail,-3450.772743608878,0.0
321,26,Dumber,Wholesale,-4270.069699296196,0.0
322,26,Dumber,Regional Warehouse,-5530.676087069574,0.0
323,26,Dumber,Factory,-3450.772743608878,0.0
324,27,Smart,Retail,3844.709961399413,2.11415913102946
325,27,Smart,Wholesale,1721.9680234635089,1.4032646173778682
326,27,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
327,27,Smart,Factory,3844.709961399413,2.11415913102946
328,27,Dumb,Retail,1201.3168547125479,1.3481298085877975
329,27,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
330,27,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
331,27,Dumb,Factory,1201.3168547125479,1.3481298085877975
332,27,Dumber,Retail,-3450.772743608878,0.0
333,27,Dumber,Wholesale,-4270.069699296196,0.0
334,27,Dumber,Regional Warehouse,-5530.676087069574,0.0
335,27,Dumber,Factory,-3450.772743608878,0.0
336,28,Smart,Retail,3844.709961399413,2.11415913102946
337,28,Smart,Wholesale,1721.9680234635089,1.4032646173778682
338,28,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
339,28,Smart,Factory,3844.709961399413,2.11415913102946
340,28,Dumb,Retail,1201.3168547125479,1.3481298085877975
341,28,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
342,28,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
343,28,Dumb,Factory,1201.3168547125479,1.3481298085877975
344,28,Dumber,Retail,-3450.772743608878,0.0
345,28,Dumber,Wholesale,-4270.069699296196,0.0
346,28,Dumber,Regional Warehouse,-5530.676087069574,0.0
347,28,Dumber,Factory,-3450.772743608878,0.0
348,29,Smart,Retail,3844.709961399413,2.11415913102946
349,29,Smart,Wholesale,1721.9680234635089,1.4032646173778682
350,29,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
351,29,Smart,Factory,3844.709961399413,2.11415913102946
352,29,Dumb,Retail,1201.3168547125479,1.3481298085877975
353,29,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
354,29,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
355,29,Dumb,Factory,1201.3168547125479,1.3481298085877975
356,29,Dumber,Retail,-3450.772743608878,0.0
357,29,Dumber,Wholesale,-4270.069699296196,0.0
358,29,Dumber,Regional Warehouse,-5530.676087069574,0.0
359,29,Dumber,Factory,-3450.772743608878,0.0
360,30,Smart,Retail,3844.709961399413,2.11415913102946
361,30,Smart,Wholesale,1721.9680234635089,1.4032646173778682
362,30,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
363,30,Smart,Factory,3844.709961399413,2.11415913102946
364,30,Dumb,Retail,1201.3168547125479,1.3481298085877975
365,30,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
366,30,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
367,30,Dumb,Factory,1201.3168547125479,1.3481298085877975
368,30,Dumber,Retail,-3450.772743608878,0.0
369,30,Dumber,Wholesale,-4270.069699296196,0.0
370,30,Dumber,Regional Warehouse,-5530.676087069574,0.0
371,30,Dumber,Factory,-3450.772743608878,0.0
372,31,Smart,Retail,3844.709961399413,2.11415913102946
373,31,Smart,Wholesale,1721.9680234635089,1.4032646173778682
374,31,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
375,31,Smart,Factory,3844.709961399413,2.11415913102946
376,31,Dumb,Retail,1201.3168547125479,1.3481298085877975
377,31,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
378,31,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
379,31,Dumb,Factory,1201.3168547125479,1.3481298085877975
380,31,Dumber,Retail,-3450.772743608878,0.0
381,31,Dumber,Wholesale,-4270.069699296196,0.0
382,31,Dumber,Regional Warehouse,-5530.676087069574,0.0
383,31,Dumber,Factory,-3450.772743608878,0.0
384,32,Smart,Retail,3844.709961399413,2.11415913102946
385,32,Smart,Wholesale,1721.9680234635089,1.4032646173778682
386,32,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
387,32,Smart,Factory,3844.709961399413,2.11415913102946
388,32,Dumb,Retail,1201.3168547125479,1.3481298085877975
389,32,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
390,32,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
391,32,Dumb,Factory,1201.3168547125479,1.3481298085877975
392,32,Dumber,Retail,-3450.772743608878,0.0
393,32,Dumber,Wholesale,-4270.069699296196,0.0
394,32,Dumber,Regional Warehouse,-5530.676087069574,0.0
395,32,Dumber,Factory,-3450.772743608878,0.0
396,33,Smart,Retail,3844.709961399413,2.11415913102946
397,33,Smart,Wholesale,1721.9680234635089,1.4032646173778682
398,33,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
399,33,Smart,Factory,3844.709961399413,2.11415913102946
400,33,Dumb,Retail,1201.3168547125479,1.3481298085877975
401,33,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
402,33,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
403,33,Dumb,Factory,1201.3168547125479,1.3481298085877975
404,33,Dumber,Retail,-3450.772743608878,0.0
405,33,Dumber,Wholesale,-4270.069699296196,0.0
406,33,Dumber,Regional Warehouse,-5530.676087069574,0.0
407,33,Dumber,Factory,-3450.772743608878,0.0
408,34,Smart,Retail,3844.709961399413,2.11415913102946
409,34,Smart,Wholesale,1721.9680234635089,1.4032646173778682
410,34,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
411,34,Smart,Factory,3844.709961399413,2.11415913102946
412,34,Dumb,Retail,1201.3168547125479,1.3481298085877975
413,34,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
414,34,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
415,34,Dumb,Factory,1201.3168547125479,1.3481298085877975
416,34,Dumber,Retail,-3450.772743608878,0.0
417,34,Dumber,Wholesale,-4270.069699296196,0.0
418,34,Dumber,Regional Warehouse,-5530.676087069574,0.0
419,34,Dumber,Factory,-3450.772743608878,0.0
420,35,Smart,Retail,3844.709961399413,2.11415913102946
421,35,Smart,Wholesale,1721.9680234635089,1.4032646173778682
422,35,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
423,35,Smart,Factory,3844.709961399413,2.11415913102946
424,35,Dumb,Retail,1201.3168547125479,1.3481298085877975
425,35,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
426,35,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
427,35,Dumb,Factory,1201.3168547125479,1.3481298085877975
428,35,Dumber,Retail,-3450.772743608878,0.0
429,35,Dumber,Wholesale,-4270.069699296196,0.0
430,35,Dumber,Regional Warehouse,-5530.676087069574,0.0
431,35,Dumber,Factory,-3450.772743608878,0.0
432,36,Smart,Retail,3844.709961399413,2.11415913102946
433,36,Smart,Wholesale,1721.9680234635089,1.4032646173778682
434,36,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
435,36,Smart,Factory,3844.709961399413,2.11415913102946
436,36,Dumb,Retail,1201.3168547125479,1.3481298085877975
437,36,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
438,36,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
439,36,Dumb,Factory,1201.3168547125479,1.3481298085877975
440,36,Dumber,Retail,-3450.772743608878,0.0
441,36,Dumber,Wholesale,-4270.069699296196,0.0
442,36,Dumber,Regional Warehouse,-5530.676087069574,0.0
443,36,Dumber,Factory,-3450.772743608878,0.0
444,37,Smart,Retail,3844.709961399413,2.11415913102946
445,37,Smart,Wholesale,1721.9680234635089,1.4032646173778682
446,37,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
447,37,Smart,Factory,3844.709961399413,2.11415913102946
448,37,Dumb,Retail,1201.3168547125479,1.3481298085877975
449,37,Dumb,Wholesale,-4408.231664460108,-0.03235590397662228
450,37,Dumb,Regional Warehouse,-5588.07531505999,-0.010378338396025814
451,37,Dumb,Factory,1201.3168547125479,1.3481298085877975
452,37,Dumber,Retail,-3450.772743608878,0.0
453,37,Dumber,Wholesale,-4270.069699296196,0.0
454,37,Dumber,Regional Warehouse,-5530.676087069574,0.0
455,37,Dumber,Factory,-3450.772743608878,0.0
456,38,Smart,Retail,3844.709961399413,2.11415913102946
457,38,Smart,Wholesale,1721.9680234635089,1.4032646173778682
458,38,Smart,Regional Warehouse,578.0574893563733,1.10451841334694
